Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,4e-06,21.287016,[92 17] ; [26 26],[79.88819876 29.11180124] ; [38.11180124 13.88819876],1
r1,1,1.3e-05,18.978421,[81 26] ; [21 31],[68.64150943 38.35849057] ; [33.35849057 18.64150943],1
a6,1,1.5e-05,18.749721,[75 34] ; [17 35],[62.28571429 46.71428571] ; [29.71428571 22.28571429],1
r4,1,3.7e-05,17.025946,[84 25] ; [23 29],[72.44099379 36.55900621] ; [34.55900621 17.44099379],1
d3,1,0.000298,13.084767,[74 34] ; [20 32],[63.45 44.55] ; [30.55 21.45],1
r2,1,0.001233,10.440943,[97 10] ; [36 15],[90.06962025 16.93037975] ; [42.93037975  8.06962025],0
a5,1,0.001977,9.570783,[74 35] ; [22 30],[64.99378882 44.00621118] ; [31.00621118 20.99378882],0
r3,1,0.005778,7.618364,[89 18] ; [33 19],[82.10062893 24.89937107] ; [39.89937107 12.10062893],0
v4,1,0.018105,5.585952,[94 15] ; [36 15],[88.5625 20.4375] ; [41.4375  9.5625],0
a2,1,0.018157,5.58096,[28 81] ; [ 5 47],[22.34161491 86.65838509] ; [10.65838509 41.34161491],0
a3,1,0.019333,5.471111,[75 32] ; [26 25],[68.39873418 38.60126582] ; [32.60126582 18.39873418],0
b1,1,0.025957,4.958867,[53 56] ; [35 17],[59.57763975 49.42236025] ; [28.42236025 23.57763975],0
s6,1,0.031846,4.606747,[63 45] ; [20 30],[56.73417722 51.26582278] ; [26.26582278 23.73417722],0
d1,1,0.037808,4.313645,[61 48] ; [20 32],[54.83850932 54.16149068] ; [26.16149068 25.83850932],0
n3,1,0.041269,4.164931,[29 13] ; [13 16],[24.84507042 17.15492958] ; [17.15492958 11.84507042],0
p10,1,0.065855,3.383434,[57 49] ; [19 31],[51.64102564 54.35897436] ; [24.35897436 25.64102564],0
d4,1,0.075323,3.16304,[85 24] ; [33 18],[80.3875 28.6125] ; [37.6125 13.3875],0
u1,1,0.077097,3.125052,[17 92] ; [ 3 49],[13.54037267 95.45962733] ; [ 6.45962733 45.54037267],0
p9,1,0.094964,2.788149,[66 40] ; [23 25],[61.25974026 44.74025974] ; [27.74025974 20.25974026],0
p6,1,0.100261,2.70138,[32 75] ; [ 9 42],[27.76582278 79.23417722] ; [13.23417722 37.76582278],0
b2,1,0.134817,2.236147,[17 41] ; [14 17],[20.20224719 37.79775281] ; [10.79775281 20.20224719],0
b3,1,0.134817,2.236147,[17 41] ; [14 17],[20.20224719 37.79775281] ; [10.79775281 20.20224719],0
s4,1,0.142308,2.152827,[28 81] ; [ 8 44],[24.37267081 84.62732919] ; [11.62732919 40.37267081],0
u2,1,0.143907,2.135672,[15 18] ; [ 7 19],[12.30508475 20.69491525] ; [ 9.69491525 16.30508475],0
n2,1,0.179665,1.800394,[29 14] ; [15 14],[26.27777778 16.72222222] ; [17.72222222 11.27777778],0
v2,1,0.182057,1.780755,[39 67] ; [13 37],[35.33333333 70.66666667] ; [16.66666667 33.33333333],0
u3,1,0.194254,1.685053,[17 16] ; [ 9 17],[14.54237288 18.45762712] ; [11.45762712 14.54237288],0
p3,1,0.205084,1.605794,[40 68] ; [14 38],[36.45 71.55] ; [17.55 34.45],0
a1,1,0.216421,1.527949,[  5 104] ; [ 5 47],[  6.77018634 102.22981366] ; [ 3.22981366 48.77018634],0
s3,1,0.261625,1.260135,[59 49] ; [23 28],[55.69811321 52.30188679] ; [26.30188679 24.69811321],0
p2,1,0.302806,1.061794,[70 39] ; [29 23],[67.02484472 41.97515528] ; [31.97515528 20.02484472],0
n5,1,0.3146,1.011265,[63 45] ; [34 17],[65.88679245 42.11320755] ; [31.11320755 19.88679245],0
p7,1,0.415489,0.663041,[51 57] ; [21 31],[48.6 59.4] ; [23.4 28.6],0
s2,1,0.427246,0.630298,[47 62] ; [19 33],[44.68322981 64.31677019] ; [21.31677019 30.68322981],0
n6,1,0.45977,0.546454,[72 37] ; [30 20],[69.9245283 39.0754717] ; [32.0754717 17.9245283],0
b5,1,0.49392,0.467976,[69 40] ; [30 22],[67.02484472 41.97515528] ; [31.97515528 20.02484472],0
d2,1,0.527285,0.39962,[55 54] ; [23 28],[53.1375 55.8625] ; [24.8625 26.1375],0
p4,1,0.565017,0.331092,[45 64] ; [19 33],[43.32919255 65.67080745] ; [20.67080745 31.32919255],0
v1,1,0.599612,0.275581,[41 68] ; [17 34],[39.5125 69.4875] ; [18.4875 32.5125],0
n4,1,0.608033,0.263049,[61 47] ; [31 20],[62.49056604 45.50943396] ; [29.50943396 21.49056604],0
s8,1,0.612125,0.257093,[32 77] ; [13 38],[30.65625 78.34375] ; [14.34375 36.65625],0
s7,1,0.639537,0.219348,[41 61] ; [17 30],[39.70469799 62.29530201] ; [18.29530201 28.70469799],0
n1,1,0.667311,0.184763,[20 23] ; [12 17],[19.11111111 23.88888889] ; [12.88888889 16.11111111],0
s1,1,0.690618,0.158417,[ 8 99] ; [ 3 49],[ 7.40251572 99.59748428] ; [ 3.59748428 48.40251572],0
p1,1,0.754986,0.097389,[10 99] ; [ 4 48],[ 9.47826087 99.52173913] ; [ 4.52173913 47.47826087],0
p8,1,0.777832,0.079606,[29 78] ; [13 39],[28.26415094 78.73584906] ; [13.73584906 38.26415094],0
a4,1,0.780535,0.07763,[47 61] ; [21 30],[46.18867925 61.81132075] ; [21.81132075 29.18867925],0
s5,1,0.841787,0.039843,[27 75] ; [14 36],[27.51315789 74.48684211] ; [13.48684211 36.51315789],0
b4,1,0.870257,0.026677,[53 56] ; [26 26],[53.48447205 55.51552795] ; [25.51552795 26.48447205],0
a8,1,0.953201,0.003444,[10 87] ; [ 5 45],[ 9.89795918 87.10204082] ; [ 5.10204082 44.89795918],0
p5,1,0.956183,0.003019,[  6 102] ; [ 3 49],[  6.075 101.925] ; [ 2.925 49.075],0
p12,1,0.956361,0.002994,[  2 107] ; [ 1 50],[  2.04375 106.95625] ; [ 0.95625 50.04375],0
u4,1,0.969125,0.001498,[  2 107] ; [ 1 51],[  2.0310559 106.9689441] ; [ 0.9689441 51.0310559],0
