Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.816798,[25 57] ; [193 129],[44.24752475 37.75247525] ; [173.75247525 148.24752475],1
p10,1,4e-06,21.285761,[66 15] ; [312  13],[75.4137931  5.5862069] ; [302.5862069  22.4137931],1
n5,1,0.000473,12.220225,[53 27] ; [271  53],[64.15841584 15.84158416] ; [259.84158416  64.15841584],1
n6,1,0.001375,10.238447,[61 18] ; [291  31],[69.34663342  9.65336658] ; [282.65336658  39.34663342],0
p7,1,0.001421,10.178407,[43 38] ; [225  89],[54.95696203 26.04303797] ; [213.04303797 100.95696203],0
b1,1,0.002135,9.429703,[43 39] ; [111 215],[30.95098039 51.04901961] ; [123.04901961 202.95098039],0
n4,1,0.005995,7.551765,[55 25] ; [269  57],[63.84236453 16.15763547] ; [260.15763547  65.84236453],0
p12,1,0.022223,5.228245,[ 4 78] ; [ 46 279],[10.07371007 71.92628993] ; [ 39.92628993 285.07371007],0
p3,1,0.030311,4.691572,[36 46] ; [186 139],[44.72727273 37.27272727] ; [177.27272727 147.72727273],0
s3,1,0.033342,4.528126,[67 15] ; [292  32],[72.50738916  9.49261084] ; [286.49261084  37.50738916],0
d4,1,0.046692,3.956435,[65 16] ; [287  37],[70.4 10.6] ; [281.6  42.4],0
n3,1,0.062743,3.463349,[26  4] ; [39 18],[22.4137931  7.5862069] ; [42.5862069 14.4137931],0
v3,1,0.087204,2.925241,[27 52] ; [139 171],[33.71208226 45.28791774] ; [132.28791774 177.71208226],0
s1,1,0.102875,2.660404,[ 6 74] ; [ 11 312],[ 3.37468983 76.62531017] ; [ 13.62531017 309.37468983],0
d1,1,0.127107,2.327492,[48 34] ; [220 106],[53.8627451 28.1372549] ; [214.1372549 111.8627451],0
p5,1,0.128628,2.308988,[ 7 75] ; [ 48 272],[11.21890547 70.78109453] ; [ 43.78109453 276.21890547],0
v1,1,0.135028,2.23372,[43 39] ; [192 120],[48.90862944 33.09137056] ; [186.09137056 125.90862944],0
b2,1,0.142153,2.154497,[11 27] ; [ 89 125],[15.07936508 22.92063492] ; [ 84.92063492 129.07936508],0
b3,1,0.142153,2.154497,[11 27] ; [ 89 125],[15.07936508 22.92063492] ; [ 84.92063492 129.07936508],0
p4,1,0.194421,1.683794,[50 32] ; [222 102],[54.93596059 27.06403941] ; [217.06403941 106.93596059],0
a7,1,0.262806,1.253917,[64 17] ; [237  88],[60.05172414 20.94827586] ; [240.94827586  84.05172414],0
a3,1,0.2869,1.134109,[59 23] ; [252  73],[62.65847666 19.34152334] ; [248.34152334  76.65847666],0
r3,1,0.321158,0.984224,[77  4] ; [316   9],[78.40640394  2.59359606] ; [314.59359606  10.40640394],0
s4,1,0.337516,0.919843,[23 59] ; [ 74 248],[19.68811881 62.31188119] ; [ 77.31188119 244.68811881],0
p1,1,0.354217,0.858291,[10 71] ; [ 29 295],[ 7.8 73.2] ; [ 31.2 292.8],0
b5,1,0.366848,0.814313,[54 28] ; [197 129],[50.44607843 31.55392157] ; [200.55392157 125.44607843],0
s6,1,0.373644,0.791509,[67 12] ; [284  37],[69.3225  9.6775] ; [281.6775  39.3225],0
p2,1,0.376034,0.783627,[68 14] ; [281  43],[70.48768473 11.51231527] ; [278.51231527  45.48768473],0
a5,1,0.385639,0.752648,[61 21] ; [257  69],[63.91176471 18.08823529] ; [254.08823529  71.91176471],0
d3,1,0.421195,0.646979,[60 20] ; [229  96],[57.08641975 22.91358025] ; [231.91358025  93.08641975],0
s8,1,0.451129,0.567815,[50 32] ; [212 112],[52.91625616 29.08374384] ; [209.08374384 114.91625616],0
d2,1,0.469456,0.523256,[46 35] ; [170 155],[43.09359606 37.90640394] ; [172.90640394 152.09359606],0
r4,1,0.471022,0.519578,[74  8] ; [302  24],[75.56862745  6.43137255] ; [300.43137255  25.56862745],0
u2,1,0.51767,0.418532,[11 10] ; [44 29],[12.28723404  8.71276596] ; [42.71276596 30.28723404],0
a8,1,0.557205,0.344566,[10 62] ; [ 51 254],[11.64986737 60.35013263] ; [ 49.35013263 255.64986737],0
v4,1,0.559752,0.340134,[79  3] ; [314   8],[79.76732673  2.23267327] ; [313.23267327   8.76732673],0
r1,1,0.566841,0.327998,[64 17] ; [265  59],[65.8 15.2] ; [263.2  60.8],0
u1,1,0.568945,0.32445,[20 62] ; [ 70 256],[18.08823529 63.91176471] ; [ 71.91176471 254.08823529],0
s7,1,0.589337,0.291381,[56 19] ; [229  91],[54.11392405 20.88607595] ; [230.88607595  89.11392405],0
a1,1,0.597679,0.278511,[ 4 78] ; [ 21 305],[ 5.0245098 76.9754902] ; [ 19.9754902 306.0245098],0
s5,1,0.598073,0.277913,[39 34] ; [157 157],[36.97157623 36.02842377] ; [159.02842377 154.97157623],0
a6,1,0.598161,0.277778,[56 25] ; [214 110],[54. 27.] ; [216. 108.],0
v2,1,0.639963,0.218791,[44 33] ; [188 125],[45.80512821 31.19487179] ; [186.19487179 126.80512821],0
a2,1,0.721902,0.126678,[24 58] ; [ 89 237],[22.71078431 59.28921569] ; [ 90.28921569 235.71078431],0
n1,1,0.729257,0.119795,[12 18] ; [25 32],[12.75862069 17.24137931] ; [24.24137931 32.75862069],0
d5,1,0.753301,0.098778,[66 14] ; [272  52],[66.93069307 13.06930693] ; [271.06930693  52.93069307],0
p6,1,0.75541,0.097041,[36 46] ; [148 175],[37.25432099 44.74567901] ; [146.74567901 176.25432099],0
r2,1,0.763232,0.090745,[79  2] ; [312  10],[78.58808933  2.41191067] ; [312.41191067   9.58808933],0
n2,1,0.908282,0.013272,[24  6] ; [45 12],[23.79310345  6.20689655] ; [45.20689655 11.79310345],0
a4,1,0.920882,0.009865,[41 41] ; [161 165],[40.59803922 41.40196078] ; [161.40196078 164.59803922],0
u3,1,0.938056,0.006039,[14  7] ; [50 24],[14.14736842  6.85263158] ; [49.85263158 24.14736842],0
u4,1,0.992297,9.3e-05,[ 3 79] ; [ 12 314],[ 3.01470588 78.98529412] ; [ 11.98529412 314.01470588],0
b4,1,0.994138,5.4e-05,[47 35] ; [187 139],[47.02941176 34.97058824] ; [186.97058824 139.02941176],0
