Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.026922,4.895801,[157 125] ; [23  7],[162.69230769 119.30769231] ; [17.30769231 12.69230769],0
a5,1,0.035028,4.443786,[212  72] ; [17 13],[207.12101911  76.87898089] ; [21.87898089  8.12101911],0
r2,1,0.042814,4.102715,[261  18] ; [25  5],[258.23300971  20.76699029] ; [27.76699029  2.23300971],0
s2,1,0.070777,3.264918,[107 175] ; [16 13],[111.53054662 170.46945338] ; [11.46945338 17.53054662],0
v1,1,0.073157,3.210722,[181  97] ; [14 15],[176.57980456 101.42019544] ; [18.42019544 10.57980456],0
s3,1,0.076532,3.137047,[126 155] ; [18 11],[130.52903226 150.47096774] ; [13.47096774 15.52903226],0
p2,1,0.089057,2.891345,[234  49] ; [21  9],[230.55910543  52.44089457] ; [24.44089457  5.55910543],0
b3,1,0.100246,2.701632,[ 64 114] ; [ 2 12],[ 61.1875 116.8125] ; [4.8125 9.1875],0
b2,1,0.100246,2.701632,[ 64 114] ; [ 2 12],[ 61.1875 116.8125] ; [4.8125 9.1875],0
v3,1,0.147195,2.101077,[147 127] ; [11 17],[143.35099338 130.64900662] ; [14.64900662 13.35099338],0
n4,1,0.154079,2.031395,[222  62] ; [20 10],[218.87898089  65.12101911] ; [23.12101911  6.87898089],0
b1,1,0.157873,1.994483,[103 181] ; [ 7 23],[ 99.49044586 184.50955414] ; [10.50955414 19.49044586],0
n5,1,0.205674,1.601621,[209  73] ; [19 11],[206.07692308  75.92307692] ; [21.92307692  8.07692308],0
p8,1,0.227233,1.4581,[143 136] ; [11 17],[139.95439739 139.04560261] ; [14.04560261 13.95439739],0
p6,1,0.22992,1.441355,[ 98 180] ; [ 7 22],[ 95.08143322 182.91856678] ; [ 9.91856678 19.08143322],0
n6,1,0.265655,1.239048,[231  53] ; [26  3],[233.1884984  50.8115016] ; [23.8115016  5.1884984],0
p11,1,0.2682,1.225928,[232  52] ; [22  8],[229.73248408  54.26751592] ; [24.26751592  5.73248408],0
a6,1,0.287514,1.131227,[206  78] ; [19 11],[203.50318471  80.49681529] ; [21.49681529  8.50318471],0
d3,1,0.303417,1.059114,[202  82] ; [24  6],[204.40764331  79.59235669] ; [21.59235669  8.40764331],0
u2,1,0.325088,0.968367,[44 35] ; [3 5],[42.67816092 36.32183908] ; [4.32183908 3.67816092],0
p10,1,0.3383,0.916861,[221  60] ; [25  4],[222.98709677  58.01290323] ; [23.01290323  5.98709677],0
p4,1,0.357911,0.845208,[165 116] ; [15 15],[162.63665595 118.36334405] ; [17.36334405 12.63665595],0
a7,1,0.364601,0.821983,[215  68] ; [25  5],[216.99680511  66.00319489] ; [23.00319489  6.99680511],0
r3,1,0.367191,0.813148,[274  10] ; [27  2],[273.11182109  10.88817891] ; [27.88817891  1.11182109],0
s7,1,0.400128,0.707942,[115 155] ; [10 19],[112.87625418 157.12374582] ; [12.12374582 16.87625418],0
n3,1,0.405858,0.690901,[46 14] ; [3 2],[45.23076923 14.76923077] ; [3.76923077 1.23076923],0
p3,1,0.411514,0.674422,[135 147] ; [12 18],[132.86538462 149.13461538] ; [14.13461538 15.86538462],0
u3,1,0.418372,0.654884,[42 38] ; [3 5],[40.90909091 39.09090909] ; [4.09090909 3.90909091],0
r4,1,0.420208,0.649732,[251  33] ; [25  5],[249.63057325  34.36942675] ; [26.36942675  3.63057325],0
v4,1,0.509101,0.435915,[265  18] ; [29  1],[265.82108626  17.17891374] ; [28.17891374  1.82108626],0
a1,1,0.609876,0.260356,[ 13 271] ; [ 2 28],[ 13.56687898 270.43312102] ; [ 1.43312102 28.56687898],0
d1,1,0.623442,0.241059,[174 110] ; [17 13],[172.75159236 111.24840764] ; [18.24840764 11.75159236],0
a4,1,0.626645,0.236638,[119 164] ; [14 16],[120.25239617 162.74760383] ; [12.74760383 17.25239617],0
a2,1,0.628372,0.234275,[ 68 216] ; [ 6 24],[ 66.92993631 217.07006369] ; [ 7.07006369 22.92993631],0
s8,1,0.629937,0.232146,[107 176] ; [10 20],[105.78594249 177.21405751] ; [11.21405751 18.78594249],0
s1,1,0.650441,0.205345,[  6 275] ; [ 1 28],[  6.34516129 274.65483871] ; [ 0.65483871 28.34516129],0
p7,1,0.664257,0.188393,[175 104] ; [17 12],[173.92207792 105.07792208] ; [18.07792208 10.92207792],0
n2,1,0.673858,0.177123,[42 17] ; [4 1],[42.40625 16.59375] ; [3.59375 1.40625],0
r1,1,0.744564,0.106156,[234  50] ; [24  6],[233.35031847  50.64968153] ; [24.64968153  5.35031847],0
n1,1,0.787994,0.072316,[15 44] ; [1 4],[14.75 44.25] ; [1.25 3.75],0
a8,1,0.821875,0.050685,[ 35 219] ; [ 4 22],[ 35.37857143 218.62142857] ; [ 3.62142857 22.37857143],0
a3,1,0.861673,0.030361,[204  80] ; [22  8],[204.40764331  79.59235669] ; [21.59235669  8.40764331],0
d2,1,0.869754,0.026887,[137 147] ; [14 16],[136.57324841 147.42675159] ; [14.42675159 15.57324841],0
b5,1,0.883773,0.021371,[176 108] ; [19 11],[176.36942675 107.63057325] ; [18.63057325 11.36942675],0
d5,1,0.897613,0.016558,[234  50] ; [25  5],[234.25477707  49.74522293] ; [24.74522293  5.25477707],0
p9,1,0.940921,0.005493,[231  50] ; [24  5],[231.14516129  49.85483871] ; [23.85483871  5.14516129],0
b4,1,0.952128,0.003604,[172 112] ; [18 12],[171.84713376 112.15286624] ; [18.15286624 11.84713376],0
u1,1,0.986878,0.000271,[ 47 237] ; [ 5 25],[ 47.03184713 236.96815287] ; [ 4.96815287 25.03184713],0
d4,1,0.986878,0.000271,[237  47] ; [25  5],[236.96815287  47.03184713] ; [25.03184713  4.96815287],0
