Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,83.630132,[67 98] ; [373 100],[113.79310345  51.20689655] ; [326.20689655 146.79310345],1
d3,1,0.0,67.171673,[77 88] ; [379  94],[117.93103448  47.06896552] ; [338.06896552 134.93103448],1
a2,1,0.0,29.651511,[ 14 151] ; [140 334],[ 39.76525822 125.23474178] ; [114.23474178 359.76525822],1
b5,1,5e-06,20.777487,[72 93] ; [303 171],[96.83098592 68.16901408] ; [278.16901408 195.83098592],1
u1,1,2.1e-05,18.116082,[ 12 153] ; [105 369],[ 30.21126761 134.78873239] ; [ 86.78873239 387.21126761],1
u3,1,0.001043,10.750481,[14 25] ; [85 45],[22.84615385 16.15384615] ; [76.15384615 53.84615385],0
r4,1,0.002292,9.299764,[141  24] ; [442  32],[150.5399061  14.4600939] ; [432.4600939  41.5399061],0
r3,1,0.002527,9.120883,[152  13] ; [457  12],[158.49369085   6.50630915] ; [450.50630915  18.49369085],0
v4,1,0.003216,8.68045,[151  12] ; [458  11],[157.06803797   5.93196203] ; [451.93196203  17.06803797],0
d1,1,0.004225,8.184333,[85 80] ; [304 170],[100.44600939  64.55399061] ; [288.55399061 185.44600939],0
r2,1,0.016281,5.77232,[148  14] ; [451  18],[153.7844691   8.2155309] ; [445.2155309  23.7844691],0
b1,1,0.022131,5.23544,[71 94] ; [157 317],[ 58.87323944 106.12676056] ; [169.12676056 304.87323944],0
n5,1,0.024765,5.040231,[141  24] ; [363 107],[130.96062992  34.03937008] ; [373.03937008  96.96062992],0
r1,1,0.038036,4.303399,[126  39] ; [393  77],[134.85826772  30.14173228] ; [384.14173228  85.85826772],0
n4,1,0.04093,4.178922,[141  24] ; [370 104],[131.94835681  33.05164319] ; [379.05164319  94.94835681],0
v2,1,0.058179,3.588535,[83 78] ; [273 181],[93.19674797 67.80325203] ; [262.80325203 191.19674797],0
s7,1,0.076313,3.141734,[93 66] ; [228 225],[83.39705882 75.60294118] ; [237.60294118 215.39705882],0
d5,1,0.086796,2.932821,[130  34] ; [403  71],[137.00940439  26.99059561] ; [395.99059561  78.00940439],0
b3,1,0.088485,2.901721,[50 59] ; [ 98 171],[42.67724868 66.32275132] ; [105.32275132 163.67724868],0
b2,1,0.088485,2.901721,[50 59] ; [ 98 171],[42.67724868 66.32275132] ; [105.32275132 163.67724868],0
s5,1,0.122223,2.388597,[67 91] ; [163 296],[58.89789303 99.10210697] ; [171.10210697 287.89789303],0
b4,1,0.129656,2.296615,[87 78] ; [282 192],[95.28169014 69.71830986] ; [273.71830986 200.28169014],0
p4,1,0.142658,2.149054,[102  63] ; [322 151],[109.65517241  55.34482759] ; [314.34482759 158.65517241],0
d4,1,0.153027,2.04181,[132  32] ; [404  70],[137.78056426  26.21943574] ; [398.21943574  75.78056426],0
p12,1,0.157448,1.998566,[ 10 154] ; [ 46 427],[ 14.41758242 149.58241758] ; [ 41.58241758 431.41758242],0
a5,1,0.169037,1.891463,[119  46] ; [367 107],[125.49295775  39.50704225] ; [360.50704225 113.49295775],0
a1,1,0.173628,1.851336,[ 10 155] ; [ 17 457],[  6.97183099 158.02816901] ; [ 20.02816901 453.97183099],0
u2,1,0.186603,1.74424,[20 19] ; [82 48],[23.53846154 15.46153846] ; [78.46153846 51.53846154],0
a8,1,0.190609,1.712906,[ 17 140] ; [ 64 361],[ 21.85051546 135.14948454] ; [ 59.14948454 365.85051546],0
s8,1,0.210544,1.567685,[85 80] ; [216 255],[78.08962264 86.91037736] ; [222.91037736 248.08962264],0
a3,1,0.327951,0.956972,[126  39] ; [342 130],[121.2244898  43.7755102] ; [346.7755102 125.2244898],0
n3,1,0.343836,0.896077,[27 13] ; [62 20],[29.18032787 10.81967213] ; [59.81967213 22.18032787],0
s2,1,0.388884,0.742429,[84 81] ; [257 212],[88.74605678 76.25394322] ; [252.25394322 216.74605678],0
s4,1,0.396143,0.720002,[ 31 133] ; [ 75 393],[ 27.50632911 136.49367089] ; [ 78.49367089 389.50632911],0
p9,1,0.404403,0.695194,[155  10] ; [452  21],[156.98275862   8.01724138] ; [450.01724138  22.98275862],0
u4,1,0.422338,0.643799,[  4 161] ; [  7 466],[  2.84482759 162.15517241] ; [  8.15517241 464.84482759],0
n1,1,0.442674,0.589341,[16 24] ; [27 55],[14.09836066 25.90163934] ; [28.90163934 53.09836066],0
v3,1,0.480783,0.497088,[71 92] ; [185 273],[67.19484702 95.80515298] ; [188.80515298 269.19484702],0
n2,1,0.508453,0.437249,[28 12] ; [62 20],[29.50819672 10.49180328] ; [60.49180328 21.50819672],0
p1,1,0.580959,0.304686,[ 13 152] ; [ 44 429],[ 14.74137931 150.25862069] ; [ 42.25862069 430.74137931],0
