Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.001368,10.247807,[15 36] ; [17  8],[21.47368421 29.52631579] ; [10.52631579 14.47368421],0
s6,1,0.015063,5.909091,[17 35] ; [16 10],[22. 30.] ; [11. 15.],0
p7,1,0.025724,4.97449,[13 37] ; [13 12],[17.33333333 32.66666667] ; [ 8.66666667 16.33333333],0
p3,1,0.028766,4.781547,[16 37] ; [14 11],[20.38461538 32.61538462] ; [ 9.61538462 15.38461538],0
d3,1,0.029392,4.744534,[25 28] ; [19  7],[29.51898734 23.48101266] ; [14.48101266 11.51898734],0
n2,1,0.055571,3.664855,[14 11] ; [9 1],[16.42857143  8.57142857] ; [6.57142857 3.42857143],0
p6,1,0.069562,3.293331,[ 9 43] ; [ 9 16],[12.15584416 39.84415584] ; [ 5.84415584 19.15584416],0
a5,1,0.089851,2.877046,[26 27] ; [18  8],[29.51898734 23.48101266] ; [14.48101266 11.51898734],0
p9,1,0.104172,2.640486,[29 22] ; [19  6],[32.21052632 18.78947368] ; [15.78947368  9.21052632],0
p11,1,0.107533,2.590103,[31 22] ; [20  6],[34.21518987 18.78481013] ; [16.78481013  9.21518987],0
a6,1,0.129636,2.296853,[23 30] ; [16 10],[26.16455696 26.83544304] ; [12.83544304 13.16455696],0
r3,1,0.141563,2.160886,[30 21] ; [19  6],[32.88157895 18.11842105] ; [16.11842105  8.88157895],0
p5,1,0.143667,2.138231,[ 3 49] ; [ 4 21],[ 4.72727273 47.27272727] ; [ 2.27272727 22.72727273],0
d4,1,0.160117,1.973123,[34 18] ; [21  5],[36.66666667 15.33333333] ; [18.33333333  7.66666667],0
a3,1,0.164872,1.928959,[28 25] ; [18  8],[30.86075949 22.13924051] ; [15.13924051 10.86075949],0
b1,1,0.175588,1.83458,[22 31] ; [15 11],[24.82278481 28.17721519] ; [12.17721519 13.82278481],0
a4,1,0.181799,1.782857,[16 36] ; [12 14],[18.66666667 33.33333333] ; [ 9.33333333 16.66666667],0
p2,1,0.189487,1.721603,[34 18] ; [20  5],[36.46753247 15.53246753] ; [17.53246753  7.46753247],0
s8,1,0.199311,1.647414,[11 41] ; [ 9 17],[13.33333333 38.66666667] ; [ 6.66666667 19.33333333],0
p12,1,0.204598,1.609248,[ 1 52] ; [ 2 24],[ 2.01265823 50.98734177] ; [ 0.98734177 25.01265823],0
a2,1,0.218492,1.514246,[ 5 48] ; [ 5 21],[ 6.70886076 46.29113924] ; [ 3.29113924 22.70886076],0
b4,1,0.222521,1.488036,[36 17] ; [14 12],[33.5443038 19.4556962] ; [16.4556962  9.5443038],0
s4,1,0.237068,1.397943,[12 41] ; [ 3 23],[10.06329114 42.93670886] ; [ 4.93670886 21.06329114],0
d5,1,0.251413,1.315435,[34 19] ; [20  6],[36.2278481 16.7721519] ; [17.7721519  8.2278481],0
v4,1,0.342529,0.900941,[38 13] ; [16  9],[36.23684211 14.76315789] ; [17.76315789  7.23684211],0
b5,1,0.374273,0.789428,[27 26] ; [16 10],[28.84810127 24.15189873] ; [14.15189873 11.84810127],0
n3,1,0.39269,0.730595,[13 11] ; [7 3],[14.11764706  9.88235294] ; [5.88235294 4.11764706],0
s2,1,0.422544,0.64323,[16 36] ; [10 15],[17.55844156 34.44155844] ; [ 8.44155844 16.55844156],0
p4,1,0.422729,0.642716,[23 29] ; [14 12],[24.66666667 27.33333333] ; [12.33333333 13.66666667],0
u1,1,0.434081,0.611878,[ 5 48] ; [ 4 22],[ 6.03797468 46.96202532] ; [ 2.96202532 23.03797468],0
s1,1,0.455373,0.557242,[ 2 51] ; [ 2 24],[ 2.6835443 50.3164557] ; [ 1.3164557 24.6835443],0
s5,1,0.504036,0.446429,[ 7 43] ; [ 5 20],[ 8. 42.] ; [ 4. 21.],0
n4,1,0.543009,0.369992,[33 20] ; [18  8],[34.21518987 18.78481013] ; [16.78481013  9.21518987],0
r1,1,0.566406,0.328732,[15 38] ; [ 9 17],[16.10126582 36.89873418] ; [ 7.89873418 18.10126582],0
d1,1,0.580202,0.305908,[21 32] ; [12 14],[22.13924051 30.86075949] ; [10.86075949 15.13924051],0
