Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,54.52156,[15 76] ; [101  54],[42.91056911 48.08943089] ; [73.08943089 81.91056911],1
s7,1,0.0,49.231334,[17 69] ; [102  50],[43. 43.] ; [76. 76.],1
s8,1,0.0,47.036433,[17 75] ; [99 57],[43.03225806 48.96774194] ; [72.96774194 83.03225806],1
s3,1,0.0,36.974156,[26 64] ; [107  48],[48.85714286 41.14285714] ; [84.14285714 70.85714286],1
s5,1,0.0,28.603319,[14 76] ; [75 75],[33.375 56.625] ; [55.625 94.375],1
s4,1,3e-05,17.394286,[ 4 88] ; [ 39 116],[16.01619433 75.98380567] ; [ 26.98380567 128.01619433],1
p10,1,5.8e-05,16.154261,[53 38] ; [126  28],[66.48571429 24.51428571] ; [112.51428571  41.48571429],1
p3,1,0.000175,14.084389,[28 63] ; [86 69],[42.17073171 48.82926829] ; [71.82926829 83.17073171],1
r4,1,0.000282,13.189156,[67 25] ; [141  15],[77.16129032 14.83870968] ; [130.83870968  25.16129032],1
p6,1,0.00054,11.971702,[18 71] ; [64 88],[30.28215768 58.71784232] ; [ 51.71784232 100.28215768],1
p9,1,0.000806,11.227833,[61 29] ; [133  22],[71.26530612 18.73469388] ; [122.73469388  32.26530612],1
d3,1,0.001059,10.721406,[27 65] ; [79 77],[39.32258065 52.67741935] ; [66.67741935 89.32258065],0
p4,1,0.001634,9.921514,[34 54] ; [93 63],[45.80327869 42.19672131] ; [81.19672131 74.80327869],0
d5,1,0.001664,9.887951,[56 36] ; [123  32],[66.67206478 25.32793522] ; [112.32793522  42.67206478],0
n4,1,0.001706,9.841472,[59 33] ; [127  28],[69.27935223 22.72064777] ; [116.72064777  38.27935223],0
r1,1,0.004961,7.893712,[56 36] ; [121  35],[65.66129032 26.33870968] ; [111.33870968  44.66129032],0
d1,1,0.010874,6.485798,[33 59] ; [82 74],[42.66129032 49.33870968] ; [72.33870968 83.66129032],0
p12,1,0.011695,6.356542,[ 1 90] ; [ 14 140],[ 5.57142857 85.42857143] ; [  9.42857143 144.57142857],0
n1,1,0.022168,5.232558,[ 8 24] ; [22 21],[12.8 19.2] ; [17.2 25.8],0
r3,1,0.02528,5.004614,[79 13] ; [147   9],[83.83870968  8.16129032] ; [142.16129032  13.83870968],0
v1,1,0.030811,4.663463,[38 52] ; [86 66],[46.11570248 43.88429752] ; [77.88429752 74.11570248],0
a5,1,0.034158,4.486762,[54 38] ; [112  44],[61.58064516 30.41935484] ; [104.41935484  51.58064516],0
r2,1,0.042473,4.116263,[78 12] ; [146   9],[82.28571429  7.71428571] ; [141.71428571  13.28571429],0
p5,1,0.045575,3.997218,[ 5 86] ; [ 21 133],[ 9.65714286 81.34285714] ; [ 16.34285714 137.65714286],0
d4,1,0.049308,3.864826,[60 32] ; [119  36],[66.67206478 25.32793522] ; [112.32793522  42.67206478],0
a2,1,0.073506,3.202947,[ 4 88] ; [ 17 139],[ 7.79032258 84.20967742] ; [ 13.20967742 142.79032258],0
n5,1,0.074235,3.186796,[63 28] ; [123  32],[68.80487805 22.19512195] ; [117.19512195  37.80487805],0
v3,1,0.085943,2.948765,[28 60] ; [65 86],[34.24267782 53.75732218] ; [58.75732218 92.24267782],0
a4,1,0.126207,2.338556,[33 59] ; [71 84],[38.73684211 53.26315789] ; [65.26315789 89.73684211],0
p11,1,0.129305,2.300827,[66 26] ; [125  31],[70.85483871 21.14516129] ; [120.14516129  35.85483871],0
p2,1,0.165624,1.922116,[65 26] ; [122  32],[69.45714286 21.54285714] ; [117.54285714  36.45714286],0
n6,1,0.170422,1.879225,[70 22] ; [129  26],[74.12145749 17.87854251] ; [124.87854251  30.12145749],0
p8,1,0.186857,1.742229,[38 52] ; [78 75],[42.96296296 47.03703704] ; [73.03703704 79.96296296],0
b1,1,0.208886,1.579128,[39 53] ; [79 77],[43.77419355 48.22580645] ; [74.22580645 81.77419355],0
a1,1,0.300372,1.072541,[ 4 88] ; [ 12 144],[ 5.93548387 86.06451613] ; [ 10.06451613 145.93548387],0
u3,1,0.333448,0.935461,[12 19] ; [22 22],[14.05333333 16.94666667] ; [19.94666667 24.05333333],0
n3,1,0.368991,0.80706,[23  9] ; [26 16],[21.18918919 10.81081081] ; [27.81081081 14.18918919],0
a8,1,0.40765,0.685643,[ 8 79] ; [ 19 130],[ 9.95338983 77.04661017] ; [ 17.04661017 131.95338983],0
a3,1,0.430647,0.621079,[61 30] ; [112  44],[63.73684211 27.26315789] ; [109.26315789  46.73684211],0
