Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,4.1e-05,16.807427,[ 8 35] ; [146 134],[20.50154799 22.49845201] ; [133.49845201 146.50154799],1
b3,1,0.504642,0.44516,[10 13] ; [ 61 107],[ 8.54973822 14.45026178] ; [ 62.45026178 105.54973822],0
p10,1,0.530489,0.393454,[37  7] ; [252  36],[38.30120482  5.69879518] ; [250.69879518  37.30120482],0
p12,1,0.540727,0.374194,[ 4 41] ; [ 35 256],[ 5.22321429 39.77678571] ; [ 33.77678571 257.22321429],0
p3,1,0.5913,0.288318,[21 23] ; [151 139],[22.65868263 21.34131737] ; [149.34131737 140.65868263],0
u2,1,0.649784,0.206173,[10  8] ; [43 27],[10.84090909  7.15909091] ; [42.15909091 27.84090909],0
u4,1,0.654307,0.200513,[ 1 45] ; [ 10 281],[ 1.50148368 44.49851632] ; [  9.49851632 281.50148368],0
n3,1,0.670756,0.180719,[8 3] ; [44 12],[8.53731343 2.46268657] ; [43.46268657 12.53731343],0
a6,1,0.675659,0.175054,[34 12] ; [221  67],[35.11976048 10.88023952] ; [219.88023952  68.11976048],0
b4,1,0.715758,0.132594,[27 19] ; [179 112],[28.11869436 17.88130564] ; [177.88130564 113.11869436],0
d4,1,0.749627,0.101845,[40  6] ; [256  33],[40.64477612  5.35522388] ; [255.35522388  33.64477612],0
a8,1,0.795497,0.067174,[ 6 36] ; [ 42 223],[ 6.56677524 35.43322476] ; [ 41.43322476 223.56677524],0
s1,1,0.797828,0.065617,[ 2 44] ; [ 15 271],[ 2.35542169 43.64457831] ; [ 14.64457831 271.35542169],0
p11,1,0.807727,0.059224,[36 10] ; [223  68],[35.35311573 10.64688427] ; [223.64688427  67.35311573],0
r2,1,0.819656,0.051978,[44  1] ; [283   5],[44.18918919  0.81081081] ; [282.81081081   5.18918919],0
n4,1,0.862598,0.029953,[35 11] ; [224  66],[35.45833333 10.54166667] ; [223.54166667  66.45833333],0
n1,1,0.876422,0.024182,[4 7] ; [19 37],[3.7761194 7.2238806] ; [19.2238806 36.7761194],0
v3,1,0.88614,0.020504,[17 24] ; [112 166],[16.5799373 24.4200627] ; [112.4200627 165.5799373],0
a1,1,0.890819,0.018842,[ 2 44] ; [ 14 277],[ 2.18397626 43.81602374] ; [ 13.81602374 277.18397626],0
