Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,26.848345,[30 50] ; [202  90],[49.89247312 30.10752688] ; [182.10752688 109.89247312],1
p10,1,6.2e-05,16.053013,[42 36] ; [222  67],[56.10899183 21.89100817] ; [207.89100817  81.10899183],1
p11,1,0.000148,14.399706,[46 34] ; [230  63],[59.19571046 20.80428954] ; [216.80428954  76.19571046],1
n4,1,0.000149,14.38114,[39 41] ; [209  84],[53.19034853 26.80965147] ; [194.80965147  98.19034853],1
p9,1,0.000639,11.657417,[49 29] ; [232  54],[60.21428571 17.78571429] ; [220.78571429  65.21428571],1
r2,1,0.007926,7.050204,[69 10] ; [276  13],[74.0625  4.9375] ; [270.9375  18.0625],0
p7,1,0.034567,4.466419,[29 48] ; [145 138],[37.21666667 39.78333333] ; [136.78333333 146.21666667],0
s6,1,0.037623,4.321994,[36 43] ; [169 119],[44.1280654 34.8719346] ; [160.8719346 127.1280654],0
r4,1,0.038316,4.290922,[65 15] ; [263  30],[70.34852547  9.65147453] ; [257.65147453  35.34852547],0
b2,1,0.040973,4.177112,[ 8 30] ; [ 63 100],[13.42288557 24.57711443] ; [ 57.57711443 105.42288557],0
b3,1,0.040973,4.177112,[ 8 30] ; [ 63 100],[13.42288557 24.57711443] ; [ 57.57711443 105.42288557],0
a2,1,0.059571,3.549291,[ 9 71] ; [ 60 233],[14.79892761 65.20107239] ; [ 54.20107239 238.79892761],0
v3,1,0.064231,3.424632,[18 55] ; [103 182],[24.67318436 48.32681564] ; [ 96.32681564 188.67318436],0
p2,1,0.071896,3.239203,[51 29] ; [216  76],[57.41935484 22.58064516] ; [209.58064516  82.41935484],0
v4,1,0.080853,3.047673,[69  9] ; [274  17],[72.50406504  5.49593496] ; [270.49593496  20.50406504],0
s8,1,0.082964,3.005853,[21 59] ; [107 185],[27.52688172 52.47311828] ; [100.47311828 191.52688172],0
s1,1,0.083158,3.002074,[ 5 74] ; [  7 282],[ 2.57608696 76.42391304] ; [  9.42391304 279.57608696],0
u2,1,0.08491,2.96832,[18  9] ; [46 50],[14.04878049 12.95121951] ; [49.95121951 46.04878049],0
u1,1,0.09219,2.835712,[ 6 74] ; [ 43 250],[10.50938338 69.49061662] ; [ 38.49061662 254.50938338],0
s5,1,0.141047,2.166497,[14 60] ; [ 77 205],[18.91573034 55.08426966] ; [ 72.08426966 209.91573034],0
a4,1,0.141253,2.164253,[25 55] ; [118 175],[30.67024129 49.32975871] ; [112.32975871 180.67024129],0
b1,1,0.149364,2.078738,[34 46] ; [ 99 194],[28.52546917 51.47453083] ; [104.47453083 188.52546917],0
a5,1,0.149364,2.078738,[46 34] ; [194  99],[51.47453083 28.52546917] ; [188.52546917 104.47453083],0
d1,1,0.203861,1.614498,[34 46] ; [148 145],[39.03485255 40.96514745] ; [142.96514745 150.03485255],0
p8,1,0.211761,1.559345,[22 56] ; [103 185],[26.63934426 51.36065574] ; [ 98.36065574 189.63934426],0
v2,1,0.226819,1.460696,[34 39] ; [151 126],[38.58571429 34.41428571] ; [146.41428571 130.58571429],0
u3,1,0.252893,1.307251,[17 11] ; [47 50],[14.336 13.664] ; [49.664 47.336],0
s7,1,0.312376,1.020601,[24 50] ; [111 175],[27.75 46.25] ; [107.25 178.75],0
d5,1,0.316668,1.002658,[56 23] ; [223  69],[59.4097035 19.5902965] ; [219.5902965  72.4097035],0
p5,1,0.322282,0.979663,[ 1 77] ; [ 10 282],[ 2.31891892 75.68108108] ; [  8.68108108 283.31891892],0
p12,1,0.33925,0.913263,[ 2 75] ; [ 15 275],[ 3.56675749 73.43324251] ; [ 13.43324251 276.56675749],0
s3,1,0.34943,0.875525,[45 35] ; [146 144],[41.2972973 38.7027027] ; [149.7027027 140.2972973],0
b5,1,0.406246,0.689761,[54 26] ; [183 110],[50.8310992 29.1689008] ; [186.1689008 106.8310992],0
r1,1,0.406701,0.688423,[63 17] ; [216  75],[60.16172507 19.83827493] ; [218.83827493  72.16172507],0
p1,1,0.495147,0.465322,[ 5 74] ; [ 13 278],[ 3.84324324 75.15675676] ; [ 14.15675676 276.84324324],0
d2,1,0.506346,0.441611,[30 49] ; [123 169],[32.57951482 46.42048518] ; [120.42048518 171.57951482],0
a7,1,0.595986,0.281093,[57 23] ; [199  93],[55.05376344 24.94623656] ; [200.94623656  91.05376344],0
p6,1,0.596725,0.279964,[12 64] ; [ 53 235],[13.57142857 62.42857143] ; [ 51.42857143 236.57142857],0
n2,1,0.614209,0.254091,[22  9] ; [62 20],[23.04424779  7.95575221] ; [60.95575221 21.04424779],0
s2,1,0.619033,0.247229,[32 48] ; [125 165],[33.94594595 46.05405405] ; [123.05405405 166.94594595],0
n1,1,0.650273,0.205556,[ 9 21] ; [28 53],[10. 20.] ; [27. 54.],0
d3,1,0.650881,0.204791,[50 28] ; [179 113],[48.27567568 29.72432432] ; [180.72432432 111.27567568],0
a1,1,0.681694,0.168225,[ 2 78] ; [ 10 283],[ 2.57372654 77.42627346] ; [  9.42627346 283.57372654],0
a3,1,0.692036,0.15689,[52 28] ; [196  95],[53.47708895 26.52291105] ; [194.52291105  96.47708895],0
n3,1,0.760299,0.093079,[20  9] ; [59 23],[20.63963964  8.36036036] ; [58.36036036 23.63963964],0
a8,1,0.78498,0.074439,[10 66] ; [ 39 232],[10.73198847 65.26801153] ; [ 38.26801153 232.73198847],0
b4,1,0.803626,0.061831,[46 34] ; [173 120],[46.97050938 33.02949062] ; [172.02949062 120.97050938],0
p3,1,0.909415,0.012945,[18 61] ; [ 65 228],[17.62634409 61.37365591] ; [ 65.37365591 227.62634409],0
