Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,62.414516,[54 72] ; [319  82],[89.18026565 36.81973435] ; [283.81973435 117.18026565],1
d3,1,0.0,54.59047,[53 73] ; [309  92],[86.55028463 39.44971537] ; [275.44971537 125.55028463],1
a2,1,2e-06,22.290816,[  8 118] ; [105 297],[26.96590909 99.03409091] ; [ 86.03409091 315.96590909],1
d5,1,0.000252,13.398655,[86 40] ; [334  67],[100.41745731  25.58254269] ; [319.58254269  81.41745731],1
d1,1,0.000421,12.437427,[53 73] ; [241 161],[70.15909091 55.84090909] ; [223.84090909 178.15909091],1
u1,1,0.000478,12.201318,[  7 119] ; [ 74 328],[ 19.32954545 106.67045455] ; [ 61.67045455 340.32954545],1
d4,1,0.00072,11.435702,[86 39] ; [332  69],[99.33460076 25.66539924] ; [318.66539924  82.33460076],1
b5,1,0.002613,9.060006,[66 60] ; [270 132],[80.18181818 45.81818182] ; [255.81818182 146.18181818],0
p4,1,0.00732,7.192727,[56 68] ; [236 165],[68.96761905 55.03238095] ; [223.03238095 177.96761905],0
p2,1,0.020557,5.36398,[94 31] ; [338  63],[102.66159696  22.33840304] ; [329.33840304  71.66159696],0
u3,1,0.024175,5.082039,[18 24] ; [79 47],[24.25 17.75] ; [72.75 53.25],0
b4,1,0.043133,4.090171,[63 63] ; [242 160],[72.78409091 53.21590909] ; [232.21590909 169.78409091],0
p10,1,0.044187,4.049399,[87 37] ; [314  84],[95.25670498 28.74329502] ; [305.74329502  92.25670498],0
p5,1,0.045605,3.996126,[ 11 113] ; [ 17 383],[  6.6259542 117.3740458] ; [ 21.3740458 378.6259542],0
v2,1,0.046762,3.953939,[56 63] ; [220 163],[65.42629482 53.57370518] ; [210.57370518 172.42629482],0
r1,1,0.051794,3.78242,[100  26] ; [346  54],[106.8365019  19.1634981] ; [339.1634981  60.8365019],0
r2,1,0.053363,3.732526,[118   6] ; [393   7],[120.92366412   3.07633588] ; [390.07633588   9.92366412],0
s8,1,0.076375,3.140396,[55 71] ; [140 261],[46.62239089 79.37760911] ; [148.37760911 252.62239089],0
p9,1,0.076867,3.129927,[94 31] ; [327  70],[100.81417625  24.18582375] ; [320.18582375  76.81417625],0
p3,1,0.207643,1.587781,[51 75] ; [188 213],[57.14231499 68.85768501] ; [181.85768501 219.14231499],0
s7,1,0.215088,1.536847,[54 66] ; [148 235],[48.19085487 71.80914513] ; [153.80914513 229.19085487],0
b1,1,0.227012,1.459483,[52 74] ; [142 260],[46.29545455 79.70454545] ; [147.70454545 254.29545455],0
a5,1,0.237736,1.393968,[83 43] ; [287 115],[88.29545455 37.70454545] ; [281.70454545 120.29545455],0
v3,1,0.260263,1.26736,[50 69] ; [139 244],[44.80278884 74.19721116] ; [144.19721116 238.80278884],0
p6,1,0.275806,1.18764,[32 90] ; [125 273],[36.83461538 85.16538462] ; [120.16538462 277.83461538],0
n6,1,0.284197,1.146909,[99 27] ; [332  69],[103.04743833  22.95256167] ; [327.95256167  73.04743833],0
p8,1,0.359963,0.838023,[56 67] ; [199 197],[60.43352601 62.56647399] ; [194.56647399 201.43352601],0
n2,1,0.363023,0.827409,[26  8] ; [53 25],[23.98214286 10.01785714] ; [55.01785714 22.98214286],0
v4,1,0.366288,0.81622,[119   5] ; [392  10],[120.46387833   3.53612167] ; [390.53612167  11.46387833],0
n1,1,0.378299,0.776224,[13 20] ; [24 54],[11. 22.] ; [26. 52.],0
b3,1,0.390028,0.738856,[32 52] ; [ 77 157],[28.79245283 55.20754717] ; [ 80.20754717 153.79245283],0
b2,1,0.390028,0.738856,[32 52] ; [ 77 157],[28.79245283 55.20754717] ; [ 80.20754717 153.79245283],0
s6,1,0.434859,0.609812,[69 56] ; [236 163],[72.75763359 52.24236641] ; [232.24236641 166.75763359],0
v1,1,0.453105,0.562872,[58 66] ; [197 192],[61.6374269 62.3625731] ; [193.3625731 195.6374269],0
s3,1,0.478095,0.503206,[65 60] ; [192 205],[61.54214559 63.45785441] ; [195.45785441 201.54214559],0
a8,1,0.487445,0.482161,[ 14 102] ; [ 53 309],[16.25941423 99.74058577] ; [ 50.74058577 311.25941423],0
a4,1,0.545816,0.364867,[49 76] ; [169 231],[51.9047619 73.0952381] ; [166.0952381 233.9047619],0
u2,1,0.587746,0.293878,[23 19] ; [75 51],[24.5 17.5] ; [73.5 52.5],0
a1,1,0.626037,0.237473,[  3 123] ; [ 13 389],[  3.81818182 122.18181818] ; [ 12.18181818 389.81818182],0
s2,1,0.667408,0.18465,[47 78] ; [159 241],[49.04761905 75.95238095] ; [156.95238095 243.04761905],0
s1,1,0.670883,0.180571,[  4 120] ; [ 10 387],[  3.33205374 120.66794626] ; [ 10.66794626 386.33205374],0
a3,1,0.700308,0.148152,[84 42] ; [274 126],[85.75665399 40.24334601] ; [272.24334601 127.75665399],0
p1,1,0.71744,0.130959,[  7 118] ; [ 26 374],[  7.85714286 117.14285714] ; [ 25.14285714 374.85714286],0
p7,1,0.718534,0.129902,[73 50] ; [241 153],[74.7040619 48.2959381] ; [239.2959381 154.7040619],0
d2,1,0.73973,0.110364,[56 70] ; [185 216],[57.62049336 68.37950664] ; [183.37950664 217.62049336],0
r3,1,0.770932,0.084772,[124   2] ; [396   5],[124.32637571   1.67362429] ; [395.67362429   5.32637571],0
n4,1,0.783361,0.075593,[94 32] ; [304  97],[95.15749526 30.84250474] ; [302.84250474  98.15749526],0
n3,1,0.8353,0.043226,[24  8] ; [57 21],[23.56363636  8.43636364] ; [57.43636364 20.56363636],0
p12,1,0.856362,0.032763,[  6 118] ; [ 21 379],[  6.38931298 117.61068702] ; [ 20.61068702 379.38931298],0
n5,1,0.892527,0.018254,[91 34] ; [288 111],[90.41030534 34.58969466] ; [288.58969466 110.41030534],0
s4,1,0.923135,0.00931,[ 14 112] ; [ 43 355],[ 13.70610687 112.29389313] ; [ 43.29389313 354.70610687],0
p11,1,0.939971,0.005671,[101  25] ; [321  81],[100.70454545  25.29545455] ; [321.29545455  80.70454545],0
u4,1,0.946278,0.00454,[  3 123] ; [ 10 392],[  3.10227273 122.89772727] ; [  9.89772727 392.10227273],0
