Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000269,13.276086,[3 8] ; [22  3],[7.63888889 3.36111111] ; [17.36111111  7.63888889],1
d2,1,0.002366,9.241047,[ 1 10] ; [16  9],[5.19444444 5.80555556] ; [11.80555556 13.19444444],0
d3,1,0.010515,6.545455,[4 7] ; [20  5],[7.33333333 3.66666667] ; [16.66666667  8.33333333],0
a6,1,0.022564,5.201776,[4 7] ; [19  6],[7.02777778 3.97222222] ; [15.97222222  9.02777778],0
p8,1,0.031305,4.636173,[7 2] ; [ 9 16],[4.23529412 4.76470588] ; [11.76470588 13.23529412],0
a4,1,0.032439,4.575163,[2 8] ; [15 10],[4.85714286 5.14285714] ; [12.14285714 12.85714286],0
p7,1,0.051672,3.786364,[6 4] ; [ 6 18],[3.52941176 6.47058824] ; [ 8.47058824 15.52941176],0
n3,1,0.068628,3.315527,[5 1] ; [5 8],[3.15789474 2.84210526] ; [6.84210526 6.15789474],0
u3,1,0.09769,2.742857,[1 3] ; [6 2],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
s1,1,0.123496,2.372411,[3 8] ; [ 2 23],[1.52777778 9.47222222] ; [ 3.47222222 21.52777778],0
b5,1,0.126645,2.333159,[5 6] ; [18  7],[7.02777778 3.97222222] ; [15.97222222  9.02777778],0
v2,1,0.143672,2.138182,[ 1 10] ; [ 8 17],[2.75 8.25] ; [ 6.25 18.75],0
a2,1,0.143672,2.138182,[ 1 10] ; [ 8 17],[2.75 8.25] ; [ 6.25 18.75],0
r4,1,0.197999,1.657071,[5 6] ; [ 6 19],[3.36111111 7.63888889] ; [ 7.63888889 17.36111111],0
v1,1,0.201176,1.633813,[6 5] ; [ 8 17],[4.27777778 6.72222222] ; [ 9.72222222 15.27777778],0
b2,1,0.271644,1.208424,[4 4] ; [ 5 13],[2.76923077 5.23076923] ; [ 6.23076923 11.76923077],0
b3,1,0.271644,1.208424,[4 4] ; [ 5 13],[2.76923077 5.23076923] ; [ 6.23076923 11.76923077],0
p6,1,0.29627,1.090909,[4 7] ; [ 5 20],[2.75 8.25] ; [ 6.25 18.75],0
b4,1,0.306136,1.047273,[6 5] ; [18  7],[7.33333333 3.66666667] ; [16.66666667  8.33333333],0
n2,1,0.342104,0.902531,[5 1] ; [8 5],[4.10526316 1.89473684] ; [8.89473684 4.10526316],0
u2,1,0.407626,0.685714,[1 3] ; [4 4],[1.66666667 2.33333333] ; [3.33333333 4.66666667],0
p2,1,0.418492,0.654545,[6 5] ; [10 15],[4.88888889 6.11111111] ; [11.11111111 13.88888889],0
n4,1,0.438815,0.59938,[6 5] ; [17  8],[7.02777778 3.97222222] ; [15.97222222  9.02777778],0
p11,1,0.438815,0.59938,[5 6] ; [ 8 17],[3.97222222 7.02777778] ; [ 9.02777778 15.97222222],0
s2,1,0.445513,0.582042,[4 7] ; [ 6 19],[3.05555556 7.94444444] ; [ 6.94444444 18.05555556],0
a5,1,0.445513,0.582042,[7 4] ; [19  6],[7.94444444 3.05555556] ; [18.05555556  6.94444444],0
p3,1,0.463956,0.536333,[3 8] ; [10 15],[3.97222222 7.02777778] ; [ 9.02777778 15.97222222],0
s8,1,0.477748,0.504,[2 8] ; [ 8 17],[2.85714286 7.14285714] ; [ 7.14285714 17.85714286],0
r2,1,0.490021,0.47648,[9 2] ; [17  7],[8.17142857 2.82857143] ; [17.82857143  6.17142857],0
a8,1,0.531725,0.391094,[1 9] ; [ 1 22],[0.60606061 9.39393939] ; [ 1.39393939 21.60606061],0
a3,1,0.580926,0.304741,[7 2] ; [17  8],[6.35294118 2.64705882] ; [17.64705882  7.35294118],0
s3,1,0.654865,0.199821,[4 5] ; [ 9 16],[3.44117647 5.55882353] ; [ 9.55882353 15.44117647],0
p10,1,0.717491,0.130909,[5 6] ; [13 12],[5.5 5.5] ; [12.5 12.5],0
r1,1,0.717491,0.130909,[6 5] ; [12 13],[5.5 5.5] ; [12.5 12.5],0
n5,1,0.776689,0.08045,[8 3] ; [17  8],[7.63888889 3.36111111] ; [17.36111111  7.63888889],0
n6,1,0.80276,0.062389,[6 5] ; [12 12],[5.65714286 5.34285714] ; [12.34285714 11.65714286],0
s6,1,0.824899,0.048951,[4 6] ; [ 9 16],[3.71428571 6.28571429] ; [ 9.28571429 15.71428571],0
v4,1,0.834532,0.043636,[8 3] ; [19  6],[8.25 2.75] ; [18.75  6.25],0
v3,1,0.834532,0.043636,[3 8] ; [ 6 19],[2.75 8.25] ; [ 6.25 18.75],0
p4,1,0.836664,0.042503,[4 7] ; [10 15],[4.27777778 6.72222222] ; [ 9.72222222 15.27777778],0
p1,1,0.871457,0.026182,[2 9] ; [ 4 21],[1.83333333 9.16666667] ; [ 4.16666667 20.83333333],0
a1,1,0.871457,0.026182,[2 9] ; [ 4 21],[1.83333333 9.16666667] ; [ 4.16666667 20.83333333],0
s5,1,0.886436,0.020396,[3 8] ; [ 6 18],[2.82857143 8.17142857] ; [ 6.17142857 17.82857143],0
s4,1,0.898963,0.016122,[2 9] ; [ 5 20],[2.13888889 8.86111111] ; [ 4.86111111 20.13888889],0
s7,1,0.928308,0.008095,[4 6] ; [10 14],[4.11764706 5.88235294] ; [ 9.88235294 14.11764706],0
b1,1,0.983306,0.000438,[7 4] ; [16  9],[7.02777778 3.97222222] ; [15.97222222  9.02777778],0
p5,1,1.0,0.0,[2 8] ; [ 5 20],[2. 8.] ; [ 5. 20.],0
p9,1,1.0,0.0,[6 4] ; [15 10],[6. 4.] ; [15. 10.],0
