Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.00059,11.805901,[224  39] ; [23 14],[216.53666667  46.46333333] ; [30.46333333  6.53666667],1
r2,1,0.000856,11.114788,[253   9] ; [31  6],[248.85618729  13.14381271] ; [35.14381271  1.85618729],1
s7,1,0.001573,9.991527,[193  59] ; [18 17],[185.26829268  66.73170732] ; [25.73170732  9.26829268],0
r4,1,0.005657,7.656566,[249  16] ; [30  7],[244.81788079  20.18211921] ; [34.18211921  2.81788079],0
u2,1,0.006941,7.288057,[38 16] ; [3 8],[34.06153846 19.93846154] ; [6.93846154 4.06153846],0
s8,1,0.014366,5.99262,[182  82] ; [18 19],[175.41528239  88.58471761] ; [24.58471761 12.41528239],0
p2,1,0.020566,5.363168,[240  24] ; [29  8],[235.93355482  28.06644518] ; [33.06644518  3.93355482],0
p11,1,0.022534,5.20406,[215  50] ; [24 13],[209.71854305  55.28145695] ; [29.28145695  7.71854305],0
n5,1,0.035511,4.420429,[222  43] ; [25 11],[217.45847176  47.54152824] ; [29.54152824  6.45847176],0
p12,1,0.04281,4.102872,[ 39 225] ; [ 1 36],[ 35.08305648 228.91694352] ; [ 4.91694352 32.08305648],0
n1,1,0.056071,3.649943,[23 23] ; [2 9],[20.1754386 25.8245614] ; [4.8245614 6.1754386],0
n4,1,0.108236,2.579789,[221  43] ; [27 10],[217.51495017  46.48504983] ; [30.48504983  6.51495017],0
r3,1,0.123175,2.376476,[256   8] ; [34  3],[254.35215947   9.64784053] ; [35.64784053  1.35215947],0
n2,1,0.153982,2.032349,[39  8] ; [7 4],[37.27586207  9.72413793] ; [8.72413793 2.27586207],0
p9,1,0.175412,1.836068,[240  24] ; [31  6],[237.68770764  26.31229236] ; [33.31229236  3.68770764],0
a3,1,0.215913,1.53133,[210  55] ; [26 11],[207.08609272  57.91390728] ; [28.91390728  8.08609272],0
p5,1,0.217399,1.52146,[ 50 211] ; [ 4 33],[ 47.29530201 213.70469799] ; [ 6.70469799 30.29530201],0
p10,1,0.221997,1.491413,[232  31] ; [30  7],[229.68666667  33.31333333] ; [32.31333333  4.68666667],0
a5,1,0.259336,1.272297,[208  57] ; [32  5],[210.59602649  54.40397351] ; [29.40397351  7.59602649],0
p6,1,0.259737,1.270157,[137 125] ; [23 14],[140.2006689 121.7993311] ; [19.7993311 17.2006689],0
p1,1,0.268179,1.22604,[ 30 233] ; [ 2 35],[ 28.05333333 234.94666667] ; [ 3.94666667 33.05333333],0
b5,1,0.291869,1.110982,[155 110] ; [25 12],[157.94701987 107.05298013] ; [22.05298013 14.94701987],0
n3,1,0.292514,1.108016,[37 10] ; [7 4],[35.65517241 11.34482759] ; [8.34482759 2.65517241],0
