Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,33.010735,[44  7] ; [21 43],[28.82608696 22.17391304] ; [36.17391304 27.82608696],1
s2,1,0.000474,12.213596,[38 17] ; [25 42],[28.40163934 26.59836066] ; [34.59836066 32.40163934],1
s6,1,0.000645,11.640348,[45  9] ; [35 30],[36.30252101 17.69747899] ; [43.69747899 21.30252101],1
s3,1,0.003395,8.582274,[36 19] ; [26 41],[27.95081967 27.04918033] ; [34.04918033 32.95081967],0
n5,1,0.005948,7.566076,[49  6] ; [45 21],[42.72727273 12.27272727] ; [51.27272727 14.72727273],0
v1,1,0.0103,6.582279,[35 20] ; [27 40],[27.95081967 27.04918033] ; [34.04918033 32.95081967],0
a8,1,0.014801,5.939966,[14 39] ; [ 6 58],[ 9.05982906 43.94017094] ; [10.94017094 53.05982906],0
p9,1,0.022074,5.239905,[50  5] ; [51 17],[45.16260163  9.83739837] ; [55.83739837 12.16260163],0
n4,1,0.02222,5.228508,[47  8] ; [46 22],[41.58536585 13.41463415] ; [51.41463415 16.58536585],0
a5,1,0.022814,5.182587,[34 21] ; [28 40],[27.72357724 27.27642276] ; [34.27642276 33.72357724],0
v3,1,0.031203,4.641781,[26 29] ; [19 48],[20.28688525 34.71311475] ; [24.71311475 42.28688525],0
n6,1,0.048384,3.896587,[50  5] ; [52 15],[45.98360656  9.01639344] ; [56.01639344 10.98360656],0
p10,1,0.049098,3.872,[48  7] ; [48 18],[43.63636364 11.36363636] ; [52.36363636 13.63636364],0
d4,1,0.076945,3.128281,[37 18] ; [35 33],[32.19512195 22.80487805] ; [39.80487805 28.19512195],0
s5,1,0.111449,2.53355,[24 28] ; [21 45],[19.83050847 32.16949153] ; [25.16949153 40.83050847],0
b5,1,0.12068,2.408476,[39 16] ; [39 29],[34.87804878 20.12195122] ; [43.12195122 24.87804878],0
u3,1,0.121567,2.397017,[15  7] ; [15 17],[12.22222222  9.77777778] ; [17.77777778 14.22222222],0
v2,1,0.138771,2.191533,[35 19] ; [35 33],[30.98360656 23.01639344] ; [39.01639344 28.98360656],0
n2,1,0.170904,1.875,[5 5] ; [15  5],[6.66666667 3.33333333] ; [13.33333333  6.66666667],0
p11,1,0.179378,1.80277,[48  7] ; [53 15],[45.16260163  9.83739837] ; [55.83739837 12.16260163],0
r1,1,0.193975,1.687163,[43 12] ; [46 22],[39.79674797 15.20325203] ; [49.20325203 18.79674797],0
p5,1,0.199725,1.644385,[15 40] ; [12 56],[12.07317073 42.92682927] ; [14.92682927 53.07317073],0
p4,1,0.216975,1.524269,[42 13] ; [45 23],[38.90243902 16.09756098] ; [48.09756098 19.90243902],0
p7,1,0.247849,1.335387,[49  5] ; [56 11],[46.85950413  7.14049587] ; [58.14049587  8.85950413],0
a1,1,0.256443,1.28786,[ 1 54] ; [ 4 64],[ 2.23577236 52.76422764] ; [ 2.76422764 65.23577236],0
s4,1,0.262966,1.253074,[ 6 49] ; [12 54],[ 8.18181818 46.81818182] ; [ 9.81818182 56.18181818],0
a4,1,0.269033,1.221672,[19 36] ; [17 50],[16.2295082 38.7704918] ; [19.7704918 47.2295082],0
b3,1,0.28952,1.12185,[20 17] ; [15 21],[17.73972603 19.26027397] ; [17.26027397 18.73972603],0
b2,1,0.28952,1.12185,[20 17] ; [15 21],[17.73972603 19.26027397] ; [17.26027397 18.73972603],0
a7,1,0.309902,1.031093,[34 20] ; [48 19],[36.59504132 17.40495868] ; [45.40495868 21.59504132],0
a2,1,0.310474,1.028657,[ 6 49] ; [ 4 64],[ 4.47154472 50.52845528] ; [ 5.52845528 62.47154472],0
u2,1,0.311873,1.022727,[15  7] ; [18 15],[13.2  8.8] ; [19.8 13.2],0
d5,1,0.325374,0.967221,[32 23] ; [33 34],[29.30327869 25.69672131] ; [35.69672131 31.30327869],0
a3,1,0.34417,0.894836,[33 22] ; [35 33],[30.40650407 24.59349593] ; [37.59349593 30.40650407],0
p8,1,0.396881,0.717755,[38 17] ; [42 26],[35.77235772 19.22764228] ; [44.22764228 23.77235772],0
d2,1,0.400012,0.70829,[ 6 49] ; [11 57],[ 7.60162602 47.39837398] ; [ 9.39837398 58.60162602],0
p12,1,0.483823,0.490234,[ 7 48] ; [ 6 62],[ 5.81300813 49.18699187] ; [ 7.18699187 60.81300813],0
p2,1,0.533694,0.387353,[49  6] ; [58 10],[47.84552846  7.15447154] ; [59.15447154  8.84552846],0
r2,1,0.542365,0.371175,[51  4] ; [60  7],[50.04098361  4.95901639] ; [60.95901639  6.04098361],0
d3,1,0.546175,0.364214,[22 33] ; [30 36],[23.63636364 31.36363636] ; [28.36363636 37.63636364],0
b1,1,0.561095,0.337811,[23 32] ; [32 36],[24.59349593 30.40650407] ; [30.40650407 37.59349593],0
a6,1,0.567829,0.326328,[32 23] ; [43 25],[33.53658537 21.46341463] ; [41.46341463 26.53658537],0
r4,1,0.590497,0.289568,[48  7] ; [57 11],[46.95121951  8.04878049] ; [58.04878049  9.95121951],0
n1,1,0.604773,0.267857,[4 6] ; [10 10],[4.66666667 5.33333333] ; [ 9.33333333 10.66666667],0
b4,1,0.607943,0.263181,[29 26] ; [39 29],[30.40650407 24.59349593] ; [37.59349593 30.40650407],0
v4,1,0.755874,0.096661,[51  4] ; [64  4],[51.42276423  3.57723577] ; [63.57723577  4.42276423],0
p3,1,0.783637,0.075396,[31 24] ; [40 28],[31.74796748 23.25203252] ; [39.25203252 28.74796748],0
n3,1,0.784191,0.075,[7 3] ; [13  7],[6.66666667 3.33333333] ; [13.33333333  6.66666667],0
p1,1,0.834189,0.04382,[ 8 47] ; [ 9 59],[ 7.60162602 47.39837398] ; [ 9.39837398 58.60162602],0
s1,1,0.840697,0.040402,[ 2 53] ; [ 2 65],[ 1.80327869 53.19672131] ; [ 2.19672131 64.80327869],0
r3,1,0.918895,0.010369,[52  3] ; [64  4],[51.8699187  3.1300813] ; [64.1300813  3.8699187],0
