Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,110.426968,[356  75] ; [55 93],[305.94300518 125.05699482] ; [105.05699482  42.94300518],1
n6,1,0.0,39.009511,[374  58] ; [94 55],[347.97934596  84.02065404] ; [120.02065404  28.97934596],1
a5,1,1e-06,23.260345,[320 113] ; [79 71],[296.34133791 136.65866209] ; [102.65866209  47.34133791],1
s7,1,5e-06,20.800523,[183 226] ; [ 34 112],[159.91531532 249.08468468] ; [57.08468468 88.91531532],1
p11,1,1.5e-05,18.788327,[361  72] ; [100  50],[342.38936535  90.61063465] ; [118.61063465  31.38936535],1
a4,1,5.3e-05,16.320883,[196 235] ; [ 40 110],[175.07056799 255.92943201] ; [60.92943201 89.07056799],1
p10,1,6.1e-05,16.063191,[342  86] ; [94 54],[323.97222222 104.02777778] ; [112.02777778  35.97222222],1
p3,1,8.5e-05,15.433151,[207 224] ; [ 44 105],[186.51896552 244.48103448] ; [64.48103448 84.51896552],1
p4,1,0.000176,14.067597,[253 178] ; [61 88],[233.33448276 197.66551724] ; [80.66551724 68.33448276],1
v3,1,0.000212,13.725275,[170 247] ; [ 33 108],[151.70430108 265.29569892] ; [51.29569892 89.70430108],1
d1,1,0.000415,12.464742,[254 179] ; [63 87],[235.43910806 197.56089194] ; [81.56089194 68.43910806],1
d5,1,0.00055,11.93633,[354  78] ; [102  47],[339.05679862  92.94320138] ; [116.94320138  32.05679862],1
a3,1,0.000632,11.680417,[305 127] ; [83 67],[288. 144.] ; [100.  50.],1
a2,1,0.000962,10.899613,[104 329] ; [ 17 133],[ 89.86792453 343.13207547] ; [ 31.13207547 118.86792453],1
d2,1,0.001,10.827659,[211 221] ; [ 50 100],[193.73195876 238.26804124] ; [67.26804124 82.73195876],0
s8,1,0.001208,10.477441,[170 262] ; [ 37 113],[153.64948454 278.35051546] ; [53.35051546 96.64948454],0
p6,1,0.001881,9.662393,[142 284] ; [ 29 118],[127.13089005 298.86910995] ; [ 43.86910995 103.13089005],0
r1,1,0.002239,9.342349,[348  83] ; [103  47],[334.56282272  96.43717728] ; [116.43717728  33.56282272],0
v1,1,0.002374,9.235144,[219 200] ; [55 91],[203.19646018 215.80353982] ; [70.80353982 75.19646018],0
u1,1,0.002951,8.837356,[ 75 358] ; [ 11 139],[ 63.87307033 369.12692967] ; [ 22.12692967 127.87307033],0
p2,1,0.003661,8.444737,[361  69] ; [109  40],[349.05008636  80.94991364] ; [120.94991364  28.05008636],0
r2,1,0.004827,7.943138,[402  24] ; [131  19],[394.19791667  31.80208333] ; [138.80208333  11.19791667],0
d4,1,0.005104,7.842098,[354  78] ; [106  43],[342.03098107  89.96901893] ; [117.96901893  31.03098107],0
p12,1,0.006914,7.295195,[ 26 402] ; [  1 149],[ 19.99307958 408.00692042] ; [  7.00692042 142.99307958],0
s6,1,0.007277,7.20326,[257 174] ; [70 79],[242.99482759 188.00517241] ; [84.00517241 64.99482759],0
n1,1,0.007851,7.067125,[32 50] ; [ 9 43],[25.08955224 56.91044776] ; [15.91044776 36.08955224],0
p9,1,0.00917,6.789357,[353  76] ; [107  41],[342.01039861  86.98960139] ; [117.98960139  30.01039861],0
a8,1,0.011928,6.32153,[ 61 331] ; [ 10 130],[ 52.31578947 339.68421053] ; [ 18.68421053 121.31578947],0
r4,1,0.030308,4.691722,[394  39] ; [127  23],[386.95197256  46.04802744] ; [134.04802744  15.95197256],0
s4,1,0.030674,4.671107,[ 41 389] ; [ 24 126],[ 48.18965517 381.81034483] ; [ 16.81034483 133.18965517],0
s3,1,0.042392,4.11949,[217 212] ; [61 88],[206.33564014 222.66435986] ; [71.66435986 77.33564014],0
p8,1,0.061693,3.491281,[210 214] ; [61 89],[200.18118467 223.81881533] ; [70.81881533 79.18118467],0
v2,1,0.064945,3.406382,[235 181] ; [66 73],[225.61441441 190.38558559] ; [75.38558559 63.61441441],0
a1,1,0.083586,2.993761,[ 19 414] ; [  2 148],[ 15.59691252 417.40308748] ; [  5.40308748 144.59691252],0
b3,1,0.088145,2.907935,[ 97 175] ; [18 54],[ 90.93023256 181.06976744] ; [24.06976744 47.93023256],0
b2,1,0.088145,2.907935,[ 97 175] ; [18 54],[ 90.93023256 181.06976744] ; [24.06976744 47.93023256],0
p1,1,0.094269,2.799913,[ 31 400] ; [  5 144],[ 26.75172414 404.24827586] ; [  9.24827586 139.75172414],0
p7,1,0.100305,2.700681,[259 167] ; [78 69],[250.54450262 175.45549738] ; [86.45549738 60.54450262],0
s2,1,0.111849,2.527903,[176 254] ; [50 99],[167.84110535 262.15889465] ; [58.15889465 90.84110535],0
u4,1,0.132442,2.263644,[ 12 421] ; [  1 149],[  9.65523156 423.34476844] ; [  3.34476844 146.65523156],0
v4,1,0.186477,1.745231,[409  22] ; [137  12],[405.73448276  25.26551724] ; [140.26551724   8.73448276],0
p5,1,0.243346,1.361104,[ 25 405] ; [  5 144],[ 22.27979275 407.72020725] ; [  7.72020725 141.27979275],0
a6,1,0.459391,0.547379,[302 130] ; [100  50],[298.39175258 133.60824742] ; [103.60824742  46.39175258],0
n3,1,0.482697,0.492764,[61 20] ; [37 16],[59.23880597 21.76119403] ; [38.76119403 14.23880597],0
u2,1,0.518171,0.417532,[70 57] ; [39 26],[72.09895833 54.90104167] ; [36.90104167 28.09895833],0
d3,1,0.5428,0.370376,[292 140] ; [96 52],[288.99310345 143.00689655] ; [99.00689655 48.99310345],0
b1,1,0.610806,0.259002,[166 267] ; [54 96],[163.39622642 269.60377358] ; [56.60377358 93.39622642],0
n2,1,0.642387,0.215633,[59 24] ; [35 17],[57.79259259 25.20740741] ; [36.20740741 15.79259259],0
s1,1,0.713851,0.134461,[ 14 414] ; [  4 146],[ 13.32871972 414.67128028] ; [  4.67128028 145.32871972],0
b5,1,0.722817,0.12581,[273 160] ; [97 53],[274.80274443 158.19725557] ; [95.19725557 54.80274443],0
a7,1,0.832053,0.044973,[318 114] ; [111  38],[318.98106713 113.01893287] ; [110.01893287  38.98106713],0
u3,1,0.889591,0.019271,[69 58] ; [36 29],[69.453125 57.546875] ; [35.546875 29.453125],0
b4,1,0.896801,0.016823,[248 185] ; [85 65],[247.32246998 185.67753002] ; [85.67753002 64.32246998],0
