Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.223901,[ 28 201] ; [18 20],[ 39.45318352 189.54681648] ; [ 6.54681648 31.45318352],1
v3,1,2e-06,22.470314,[ 60 179] ; [24 14],[ 72.4765343 166.5234657] ; [11.5234657 26.4765343],1
p5,1,0.000316,12.97322,[  9 237] ; [ 7 32],[ 13.81052632 232.18947368] ; [ 2.18947368 36.81052632],1
p3,1,0.001231,10.443784,[ 79 166] ; [23 16],[ 87.99295775 157.00704225] ; [14.00704225 24.99295775],0
v2,1,0.001423,10.176218,[102 134] ; [27 11],[111.10948905 124.89051095] ; [17.89051095 20.10948905],0
p4,1,0.005279,7.781402,[ 92 151] ; [24 15],[ 99.95744681 143.04255319] ; [16.04255319 22.95744681],0
p9,1,0.005353,7.756132,[156  85] ; [34  5],[163.53571429  77.46428571] ; [26.46428571 12.53571429],0
v1,1,0.005888,7.584409,[ 87 156] ; [23 16],[ 94.78723404 148.21276596] ; [15.21276596 23.78723404],0
p8,1,0.006592,7.380877,[ 93 149] ; [24 15],[100.76156584 141.23843416] ; [16.23843416 22.76156584],0
n6,1,0.007418,7.168872,[169  76] ; [35  4],[175.98591549  69.01408451] ; [28.01408451 10.98591549],0
d1,1,0.017243,5.671494,[114 133] ; [26 13],[120.90909091 126.09090909] ; [19.09090909 19.90909091],0
p10,1,0.018556,5.542888,[146  98] ; [31  8],[152.60777385  91.39222615] ; [24.39222615 14.60777385],0
p6,1,0.020484,5.370157,[ 48 192] ; [14 24],[ 53.52517986 186.47482014] ; [ 8.47482014 29.52517986],0
a3,1,0.020693,5.352503,[154  90] ; [32  7],[160.36749117  83.63250883] ; [25.63250883 13.36749117],0
p11,1,0.022385,5.215578,[164  83] ; [33  6],[170.13636364  76.86363636] ; [26.86363636 12.13636364],0
r1,1,0.027166,4.880259,[157  88] ; [32  7],[163.04577465  81.95422535] ; [25.95422535 13.04577465],0
n1,1,0.040276,4.206222,[24 51] ; [6 3],[26.78571429 48.21428571] ; [3.21428571 5.78571429],0
p7,1,0.046248,3.972552,[114 129] ; [25 14],[119.77659574 123.22340426] ; [19.22340426 19.77659574],0
a8,1,0.052579,3.757241,[ 17 209] ; [ 6 28],[ 19.99230769 206.00769231] ; [ 3.00769231 30.99230769],0
s5,1,0.055255,3.674387,[ 22 222] ; [ 7 29],[ 25.27142857 218.72857143] ; [ 3.72857143 32.27142857],0
a5,1,0.057293,3.614057,[151  96] ; [30  9],[156.31818182  90.68181818] ; [24.68181818 14.31818182],0
p2,1,0.071117,3.257057,[166  79] ; [32  7],[170.80985915  74.19014085] ; [27.19014085 11.80985915],0
v4,1,0.07371,3.198405,[205  39] ; [37  2],[208.65017668  35.34982332] ; [33.34982332  5.65017668],0
r4,1,0.080449,3.055797,[176  71] ; [33  6],[180.5  66.5] ; [28.5 10.5],0
n4,1,0.082318,3.018535,[161  85] ; [31  8],[165.72631579  80.27368421] ; [26.27368421 12.72631579],0
b5,1,0.128448,2.31116,[146 101] ; [18 21],[141.63636364 105.36363636] ; [22.36363636 16.63636364],0
r3,1,0.131112,2.279287,[202  42] ; [36  3],[205.20141343  38.79858657] ; [32.79858657  6.20141343],0
d4,1,0.138681,2.192537,[173  72] ; [32  7],[176.84859155  68.15140845] ; [28.15140845 10.84859155],0
n5,1,0.139046,2.188484,[150  95] ; [28 10],[154.09893993  90.90106007] ; [23.90106007 14.09893993],0
d2,1,0.173963,1.848453,[103 141] ; [21 18],[106.91166078 137.08833922] ; [17.08833922 21.91166078],0
n2,1,0.193502,1.690754,[44 31] ; [8 2],[45.88235294 29.11764706] ; [6.11764706 3.88235294],0
b3,1,0.240004,1.380572,[52 90] ; [14 15],[54.80701754 87.19298246] ; [11.19298246 17.80701754],0
b2,1,0.240004,1.380572,[52 90] ; [14 15],[54.80701754 87.19298246] ; [11.19298246 17.80701754],0
b1,1,0.300466,1.072125,[104 143] ; [13 26],[101.04545455 145.95454545] ; [15.95454545 23.04545455],0
a7,1,0.324,0.972732,[156  89] ; [28 11],[158.73239437  86.26760563] ; [25.26760563 13.73239437],0
d3,1,0.336307,0.924459,[144 102] ; [26 13],[146.73684211  99.26315789] ; [23.26315789 15.73684211],0
u2,1,0.352067,0.865994,[43 49] ; [2 5],[41.81818182 50.18181818] ; [3.18181818 3.81818182],0
b4,1,0.42144,0.646295,[135 112] ; [24 15],[137.31818182 109.68181818] ; [21.68181818 17.31818182],0
n3,1,0.423987,0.639237,[47 26] ; [7 2],[48.07317073 24.92682927] ; [5.92682927 3.07317073],0
u1,1,0.437274,0.603425,[ 22 225] ; [ 5 34],[ 23.31818182 223.68181818] ; [ 3.68181818 35.31818182],0
s3,1,0.437592,0.602589,[ 38 206] ; [ 8 31],[ 39.66077739 204.33922261] ; [ 6.33922261 32.66077739],0
u3,1,0.455398,0.557182,[40 53] ; [2 5],[39.06 53.94] ; [2.94 4.06],0
r2,1,0.475285,0.509663,[206  35] ; [35  4],[207.43214286  33.56785714] ; [33.56785714  5.43214286],0
a1,1,0.654155,0.200702,[  9 238] ; [ 2 37],[  9.5 237.5] ; [ 1.5 37.5],0
a4,1,0.657213,0.196926,[ 98 148] ; [17 22],[ 99.26315789 146.73684211] ; [15.73684211 23.26315789],0
a6,1,0.658165,0.195761,[161  86] ; [24 15],[159.77272727  87.22727273] ; [25.22727273 13.77272727],0
p12,1,0.683976,0.165685,[  4 240] ; [ 1 38],[  4.31095406 239.68904594] ; [ 0.68904594 38.31095406],0
d5,1,0.727106,0.121785,[177  70] ; [29 10],[177.90909091  69.09090909] ; [28.09090909 10.90909091],0
p1,1,0.738416,0.111523,[ 23 223] ; [ 3 36],[ 22.44210526 223.55789474] ; [ 3.55789474 35.44210526],0
s1,1,0.746184,0.104765,[  9 236] ; [ 1 37],[  8.65724382 236.34275618] ; [ 1.34275618 36.65724382],0
s4,1,0.777142,0.080115,[ 16 231] ; [ 3 36],[ 16.40909091 230.59090909] ; [ 2.59090909 36.40909091],0
a2,1,0.801437,0.063246,[ 42 205] ; [ 6 33],[ 41.45454545 205.54545455] ; [ 6.54545455 32.45454545],0
