Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,122.695179,[607  48] ; [12 23],[587.60144928  67.39855072] ; [31.39855072  3.60144928],1
r2,1,0.0,34.847303,[622  26] ; [24  9],[614.69603524  33.30396476] ; [31.30396476  1.69603524],1
p9,1,0.0,25.634926,[548  96] ; [17 16],[537.45937962 106.54062038] ; [27.54062038  5.45937962],1
p11,1,1e-06,24.93054,[530 125] ; [16 19],[518.30434783 136.69565217] ; [27.69565217  7.30434783],1
r1,1,2e-06,23.071885,[522 130] ; [16 19],[510.59097525 141.40902475] ; [27.40902475  7.59097525],1
a7,1,3e-06,21.628791,[480 173] ; [13 22],[467.92005814 185.07994186] ; [25.07994186  9.92005814],1
v4,1,2.4e-05,17.839555,[627  27] ; [28  7],[621.72714078  32.27285922] ; [33.27285922  1.72714078],1
p10,1,5.1e-05,16.423014,[531 116] ; [19 16],[521.77419355 125.22580645] ; [28.22580645  6.77419355],1
p2,1,7.5e-05,15.672018,[545 108] ; [20 15],[536.25726744 116.74273256] ; [28.74273256  6.25726744],1
d5,1,0.000262,13.326258,[536 117] ; [20 15],[527.71511628 125.28488372] ; [28.28488372  6.71511628],1
d4,1,0.000926,10.969826,[539 115] ; [21 14],[531.55297533 122.44702467] ; [28.44702467  6.55297533],1
v2,1,0.001095,10.660136,[366 266] ; [10 24],[356.8048048 275.1951952] ; [19.1951952 14.8048048],0
v1,1,0.001902,9.64136,[337 303] ; [ 9 26],[328.05925926 311.94074074] ; [17.94074074 17.05925926],0
d1,1,0.002964,8.829674,[391 264] ; [12 23],[382.55797101 272.44202899] ; [20.44202899 14.55797101],0
p7,1,0.004539,8.054556,[401 240] ; [13 21],[393.14666667 247.85333333] ; [20.85333333 13.14666667],0
a6,1,0.006236,7.480824,[445 209] ; [16 19],[437.5820029 216.4179971] ; [23.4179971 11.5820029],0
a2,1,0.008014,7.030236,[167 488] ; [ 2 33],[160.42753623 494.57246377] ; [ 8.57246377 26.42753623],0
d3,1,0.008037,7.025256,[457 197] ; [17 18],[449.92162554 204.07837446] ; [24.07837446 10.92162554],0
s6,1,0.010834,6.49241,[429 214] ; [16 19],[422.0280236 220.9719764] ; [22.9719764 12.0280236],0
a4,1,0.01383,6.059748,[301 352] ; [ 8 25],[294.13556851 358.86443149] ; [14.86443149 18.13556851],0
n3,1,0.016886,5.708181,[107  33] ; [9 9],[102.78481013  37.21518987] ; [13.21518987  4.78481013],0
s3,1,0.017024,5.693874,[352 293] ; [11 22],[345.33185841 299.66814159] ; [17.66814159 15.33185841],0
s1,1,0.024975,5.025611,[ 15 630] ; [ 3 32],[ 17.07352941 627.92647059] ; [ 0.92647059 34.07352941],0
v3,1,0.032301,4.582462,[248 390] ; [ 7 27],[242.09821429 395.90178571] ; [12.90178571 21.09821429],0
u1,1,0.041522,4.154578,[128 527] ; [ 2 33],[123.4057971 531.5942029] ; [ 6.5942029 28.4057971],0
b1,1,0.052414,3.762515,[231 424] ; [18 17],[236.36956522 418.63043478] ; [12.63043478 22.36956522],0
a5,1,0.078057,3.10489,[482 173] ; [21 14],[477.48550725 177.51449275] ; [25.51449275  9.48550725],0
s7,1,0.082452,3.015902,[299 329] ; [11 23],[294.07854985 333.92145015] ; [15.92145015 18.07854985],0
s8,1,0.082566,3.013661,[283 368] ; [10 25],[278.05102041 372.94897959] ; [14.94897959 20.05102041],0
s4,1,0.091412,2.849327,[112 534] ; [10 25],[115.7298091 530.2701909] ; [ 6.2701909 28.7298091],0
p1,1,0.14598,2.113765,[ 36 616] ; [ 4 31],[ 37.96215429 614.03784571] ; [ 2.03784571 32.96215429],0
p3,1,0.148282,2.089833,[306 348] ; [12 23],[301.84615385 352.15384615] ; [16.15384615 18.84615385],0
u3,1,0.182635,1.776048,[105  89] ; [5 9],[102.59615385  91.40384615] ; [7.40384615 6.59615385],0
d2,1,0.207799,1.586698,[322 331] ; [13 21],[318.42066958 334.57933042] ; [16.57933042 17.42066958],0
s2,1,0.260226,1.267555,[322 325] ; [14 21],[318.75659824 328.24340176] ; [17.24340176 17.75659824],0
n2,1,0.27193,1.206984,[105  35] ; [12  7],[103.01886792  36.98113208] ; [13.98113208  5.01886792],0
a3,1,0.284284,1.146497,[459 193] ; [21 13],[456.20991254 195.79008746] ; [23.79008746 10.20991254],0
u2,1,0.293217,1.104792,[97 96] ; [5 9],[95.10144928 97.89855072] ; [6.89855072 7.10144928],0
n1,1,0.293285,1.10448,[49 91] ; [ 9 10],[51.06918239 88.93081761] ; [ 6.93081761 12.06918239],0
n4,1,0.308029,1.039108,[514 139] ; [25 10],[511.57994186 141.42005814] ; [27.42005814  7.57994186],0
p6,1,0.328847,0.953434,[224 423] ; [ 9 25],[221.3671072 425.6328928] ; [11.6328928 22.3671072],0
s5,1,0.365298,0.819598,[196 439] ; [ 8 26],[193.632287 441.367713] ; [10.367713 23.632287],0
a1,1,0.42059,0.648667,[ 21 634] ; [ 2 33],[ 21.83333333 633.16666667] ; [ 1.16666667 33.83333333],0
n5,1,0.442535,0.589701,[504 148] ; [29  6],[505.84570597 146.15429403] ; [27.15429403  7.84570597],0
b3,1,0.606151,0.265818,[141 240] ; [ 9 19],[139.73105134 241.26894866] ; [10.26894866 17.73105134],0
b2,1,0.606151,0.265818,[141 240] ; [ 9 19],[139.73105134 241.26894866] ; [10.26894866 17.73105134],0
p4,1,0.662377,0.190649,[370 282] ; [18 16],[368.7696793 283.2303207] ; [19.2303207 14.7696793],0
p8,1,0.672782,0.178365,[318 326] ; [16 19],[316.78350515 327.21649485] ; [17.21649485 17.78350515],0
b5,1,0.799604,0.064445,[407 248] ; [21 14],[406.28985507 248.71014493] ; [21.71014493 13.28985507],0
b4,1,0.900333,0.015685,[386 269] ; [21 14],[386.35507246 268.64492754] ; [20.64492754 14.35507246],0
p12,1,0.993899,5.8e-05,[ 37 614] ; [ 2 33],[ 37.01020408 613.98979592] ; [ 1.98979592 33.01020408],0
