Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,29.719448,[35 37] ; [ 15 103],[18.94736842 53.05263158] ; [31.05263158 86.94736842],1
v1,1,3e-06,21.797517,[43 30] ; [30 89],[27.75520833 45.24479167] ; [45.24479167 73.75520833],1
d3,1,0.002172,9.397936,[50 25] ; [52 66],[39.6373057 35.3626943] ; [62.3626943 55.6373057],0
d5,1,0.002262,9.32338,[55 20] ; [61 58],[44.84536082 30.15463918] ; [71.15463918 47.84536082],0
p11,1,0.003508,8.522375,[59 16] ; [70 50],[49.61538462 25.38461538] ; [79.38461538 40.61538462],0
d1,1,0.004365,8.125432,[29 46] ; [24 96],[20.38461538 54.61538462] ; [32.61538462 87.38461538],0
a3,1,0.014405,5.98779,[39 36] ; [40 77],[30.859375 44.140625] ; [48.140625 68.859375],0
r1,1,0.018338,5.563562,[51 24] ; [61 59],[43.07692308 31.92307692] ; [68.92307692 51.07692308],0
d4,1,0.041532,4.154172,[55 19] ; [72 48],[48.44329897 25.55670103] ; [78.55670103 41.44329897],0
r3,1,0.050353,3.829651,[67  6] ; [97 22],[62.35416667 10.64583333] ; [101.64583333  17.35416667],0
v4,1,0.079535,3.074369,[69  6] ; [99 20],[64.94845361 10.05154639] ; [103.05154639  15.94845361],0
s1,1,0.091812,2.842316,[ 1 71] ; [  8 111],[ 3.39267016 68.60732984] ; [  5.60732984 113.39267016],0
r4,1,0.091826,2.842062,[59 16] ; [81 39],[53.84615385 21.15384615] ; [86.15384615 33.84615385],0
p4,1,0.117703,2.447629,[33 39] ; [41 78],[27.89528796 44.10471204] ; [46.10471204 72.89528796],0
p6,1,0.122921,2.379697,[24 48] ; [27 90],[19.42857143 52.57142857] ; [31.57142857 85.42857143],0
s6,1,0.131829,2.270839,[36 35] ; [47 72],[31.01578947 39.98421053] ; [51.98421053 67.01578947],0
a8,1,0.140577,2.171631,[ 4 66] ; [14 99],[ 6.8852459 63.1147541] ; [ 11.1147541 101.8852459],0
b4,1,0.142581,2.149875,[51 24] ; [69 51],[46.15384615 28.84615385] ; [73.84615385 46.15384615],0
b1,1,0.162382,1.951906,[22 53] ; [47 73],[26.53846154 48.46153846] ; [42.46153846 77.53846154],0
s3,1,0.164672,1.930794,[26 48] ; [53 64],[30.60732984 43.39267016] ; [48.39267016 68.60732984],0
p7,1,0.167566,1.904587,[42 28] ; [57 58],[37.45945946 32.54054054] ; [61.54054054 53.45945946],0
p10,1,0.176184,1.829526,[48 24] ; [67 51],[43.57894737 28.42105263] ; [71.42105263 46.57894737],0
n6,1,0.178372,1.811137,[57 16] ; [83 37],[52.95336788 20.04663212] ; [87.04663212 32.95336788],0
p9,1,0.203737,1.615385,[52 20] ; [74 43],[48. 24.] ; [78. 39.],0
b5,1,0.208833,1.5795,[42 33] ; [78 42],[46.15384615 28.84615385] ; [73.84615385 46.15384615],0
a4,1,0.225005,1.472163,[15 60] ; [ 16 103],[11.98453608 63.01546392] ; [19.01546392 99.98453608],0
p1,1,0.226697,1.461465,[ 3 72] ; [ 10 108],[ 5.05181347 69.94818653] ; [  7.94818653 110.05181347],0
n4,1,0.228003,1.453279,[46 28] ; [64 56],[41.95876289 32.04123711] ; [68.04123711 51.95876289],0
p2,1,0.257455,1.282389,[56 18] ; [81 38],[52.52849741 21.47150259] ; [84.47150259 34.52849741],0
s7,1,0.287883,1.129494,[11 61] ; [25 91],[13.78723404 58.21276596] ; [22.21276596 93.78723404],0
r2,1,0.317879,0.997655,[65  9] ; [99 21],[62.55670103 11.44329897] ; [101.44329897  18.55670103],0
a6,1,0.364974,0.820707,[40 35] ; [56 64],[36.92307692 38.07692308] ; [59.07692308 60.92307692],0
n2,1,0.386329,0.750466,[12  9] ; [26 12],[13.52542373  7.47457627] ; [24.47457627 13.52542373],0
p5,1,0.391071,0.735608,[ 6 68] ; [  6 113],[ 4.60103627 69.39896373] ; [  7.39896373 111.60103627],0
n5,1,0.44335,0.587596,[47 26] ; [70 49],[44.484375 28.515625] ; [72.515625 46.484375],0
n3,1,0.44861,0.574163,[16  6] ; [24 14],[14.66666667  7.33333333] ; [25.33333333 12.66666667],0
d2,1,0.47748,0.504613,[18 56] ; [24 96],[16.02061856 57.97938144] ; [25.97938144 94.02061856],0
b2,1,0.54341,0.369256,[11 25] ; [17 51],[ 9.69230769 26.30769231] ; [18.30769231 49.69230769],0
b3,1,0.54341,0.369256,[11 25] ; [17 51],[ 9.69230769 26.30769231] ; [18.30769231 49.69230769],0
a7,1,0.543591,0.368924,[48 26] ; [72 47],[46.01036269 27.98963731] ; [73.98963731 45.01036269],0
u1,1,0.57605,0.312664,[ 1 74] ; [  3 117],[ 1.53846154 73.46153846] ; [  2.46153846 117.53846154],0
a1,1,0.583847,0.300057,[ 2 73] ; [  5 115],[ 2.69230769 72.30769231] ; [  4.30769231 115.69230769],0
s2,1,0.642643,0.215302,[22 53] ; [39 81],[23.46153846 51.53846154] ; [37.53846154 82.46153846],0
s5,1,0.670144,0.181433,[15 59] ; [27 91],[16.1875 57.8125] ; [25.8125 92.1875],0
u3,1,0.715574,0.132773,[16 20] ; [38 41],[16.90434783 19.09565217] ; [37.09565217 41.90434783],0
n1,1,0.725766,0.123035,[ 6 16] ; [12 26],[ 6.6 15.4] ; [11.4 26.6],0
p8,1,0.758415,0.094595,[27 45] ; [42 77],[26.0104712 45.9895288] ; [42.9895288 76.0104712],0
u2,1,0.864045,0.029319,[17 18] ; [37 42],[16.57894737 18.42105263] ; [37.42105263 41.57894737],0
s4,1,0.894487,0.01759,[12 62] ; [20 98],[12.33333333 61.66666667] ; [19.66666667 98.33333333],0
p3,1,0.896855,0.016805,[24 50] ; [40 80],[24.41237113 49.58762887] ; [39.58762887 80.41237113],0
p12,1,0.919021,0.010336,[ 2 71] ; [  3 117],[ 1.89119171 71.10880829] ; [  3.10880829 116.89119171],0
