Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,55.467076,[16 38] ; [120  22],[37.46938776 16.53061224] ; [98.53061224 43.46938776],1
s7,1,9e-06,19.623868,[21 31] ; [101  34],[33.92513369 18.07486631] ; [88.07486631 46.92513369],1
n6,1,2.3e-05,17.921356,[35 19] ; [128  14],[44.90816327  9.09183673] ; [118.09183673  23.90816327],1
a4,1,0.000123,14.744731,[11 43] ; [72 70],[22.86734694 31.13265306] ; [60.13265306 81.86734694],1
a3,1,0.00065,11.627062,[27 27] ; [107  35],[36.91836735 17.08163265] ; [97.08163265 44.91836735],1
r1,1,0.00114,10.585258,[33 20] ; [120  23],[41.37244898 11.62755102] ; [111.62755102  31.37244898],0
d2,1,0.008138,7.002752,[19 35] ; [80 62],[27.2755102 26.7244898] ; [71.7244898 70.2755102],0
a5,1,0.008886,6.845504,[29 25] ; [104  38],[36.64285714 17.35714286] ; [96.35714286 45.64285714],0
a2,1,0.009895,6.653753,[ 6 48] ; [ 41 102],[12.88324873 41.11675127] ; [ 34.11675127 108.88324873],0
p4,1,0.01635,5.764856,[24 30] ; [90 52],[31.40816327 22.59183673] ; [82.59183673 59.40816327],0
p10,1,0.021173,5.312481,[37 16] ; [120  22],[42.67179487 10.32820513] ; [114.32820513  27.67179487],0
d1,1,0.024287,5.07402,[24 30] ; [89 54],[30.97461929 23.02538071] ; [82.02538071 60.97461929],0
p11,1,0.026465,4.92536,[33 21] ; [110  33],[39.19796954 14.80203046] ; [103.80203046  39.19796954],0
s4,1,0.033403,4.525022,[22 32] ; [ 35 104],[15.94818653 38.05181347] ; [41.05181347 97.94818653],0
v3,1,0.03419,4.485176,[ 9 43] ; [46 94],[14.89583333 37.10416667] ; [40.10416667 99.89583333],0
p9,1,0.048364,3.897287,[39 14] ; [120  20],[43.66321244  9.33678756] ; [115.33678756  24.66321244],0
u1,1,0.048703,3.885568,[ 6 48] ; [ 34 109],[10.96446701 43.03553299] ; [ 29.03553299 113.96446701],0
p3,1,0.057248,3.61538,[19 35] ; [71 70],[24.92307692 29.07692308] ; [65.07692308 75.92307692],0
p2,1,0.061492,3.496687,[40 13] ; [123  19],[44.3025641  8.6974359] ; [118.6974359  23.3025641],0
d5,1,0.09404,2.803821,[37 16] ; [115  27],[41.31282051 11.68717949] ; [110.68717949  31.31282051],0
d4,1,0.125493,2.347389,[40 14] ; [118  23],[43.75384615 10.24615385] ; [114.24615385  26.75384615],0
p5,1,0.129821,2.294644,[ 1 52] ; [ 11 131],[ 3.26153846 49.73846154] ; [  8.73846154 133.26153846],0
v4,1,0.160753,1.967125,[48  5] ; [136   6],[50.01025641  2.98974359] ; [133.98974359   8.01025641],0
r4,1,0.175159,1.83823,[44 10] ; [127  16],[46.87309645  7.12690355] ; [124.12690355  18.87309645],0
p1,1,0.205678,1.60159,[ 2 51] ; [ 13 128],[ 4.09793814 48.90206186] ; [ 10.90206186 130.09793814],0
