Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,30.010042,[13 50] ; [19  3],[23.71764706 39.28235294] ; [ 8.28235294 13.71764706],1
s2,1,2.4e-05,17.879365,[13 53] ; [15  7],[21. 45.] ; [ 7. 15.],1
s3,1,4.2e-05,16.761905,[16 50] ; [16  6],[24. 42.] ; [ 8. 14.],1
s6,1,0.00018,14.030061,[17 49] ; [16  7],[24.47191011 41.52808989] ; [ 8.52808989 14.47191011],1
p4,1,0.001399,10.206823,[18 47] ; [15  8],[24.375 40.625] ; [ 8.625 14.375],0
p9,1,0.001562,10.004038,[34 30] ; [20  2],[40.18604651 23.81395349] ; [13.81395349  8.18604651],0
r3,1,0.001959,9.587599,[26 38] ; [18  5],[32.36781609 31.63218391] ; [11.63218391 11.36781609],0
p11,1,0.003616,8.46747,[32 35] ; [19  4],[37.96666667 29.03333333] ; [13.03333333  9.96666667],0
p6,1,0.003738,8.406757,[11 53] ; [11 12],[16.18390805 47.81609195] ; [ 5.81609195 17.18390805],0
p10,1,0.010592,6.532456,[33 32] ; [18  4],[38.10344828 26.89655172] ; [12.89655172  9.10344828],0
p2,1,0.013386,6.117314,[31 33] ; [18  5],[36.04597701 27.95402299] ; [12.95402299 10.04597701],0
v2,1,0.022079,5.239538,[19 45] ; [13 10],[23.54022989 40.45977011] ; [ 8.45977011 14.54022989],0
p8,1,0.025363,4.998963,[15 50] ; [11 12],[19.20454545 45.79545455] ; [ 6.79545455 16.20454545],0
p7,1,0.026053,4.952517,[21 44] ; [13  9],[25.40229885 39.59770115] ; [ 8.59770115 13.40229885],0
p3,1,0.042308,4.122854,[14 51] ; [10 13],[17.72727273 47.27272727] ; [ 6.27272727 16.72727273],0
d4,1,0.044955,4.020327,[36 30] ; [18  5],[40.04494382 25.95505618] ; [13.95505618  9.04494382],0
n2,1,0.061664,3.492063,[20 13] ; [10  1],[22.5 10.5] ; [7.5 3.5],0
a5,1,0.069398,3.297204,[35 32] ; [17  6],[38.71111111 28.28888889] ; [13.28888889  9.71111111],0
v1,1,0.090232,2.870236,[18 47] ; [10 11],[21.1627907 43.8372093] ; [ 6.8372093 14.1627907],0
a1,1,0.110393,2.548581,[12 55] ; [ 1 22],[ 9.67777778 57.32222222] ; [ 3.32222222 19.67777778],0
n6,1,0.115102,2.482734,[39 26] ; [18  5],[42.10227273 22.89772727] ; [14.89772727  8.10227273],0
v3,1,0.193874,1.687933,[14 52] ; [ 8 15],[16.31460674 49.68539326] ; [ 5.68539326 17.31460674],0
a3,1,0.205036,1.606132,[39 27] ; [17  6],[41.52808989 24.47191011] ; [14.47191011  8.52808989],0
p1,1,0.231619,1.430889,[ 9 58] ; [ 1 22],[ 7.44444444 59.55555556] ; [ 2.55555556 20.44444444],0
r1,1,0.255414,1.293447,[15 51] ; [ 8 15],[17.05617978 48.94382022] ; [ 5.94382022 17.05617978],0
b5,1,0.277881,1.177422,[32 35] ; [14  9],[34.24444444 32.75555556] ; [11.75555556 11.24444444],0
n1,1,0.288159,1.128205,[12 21] ; [6 5],[13.5 19.5] ; [4.5 6.5],0
d1,1,0.308201,1.038371,[24 43] ; [11 12],[26.05555556 40.94444444] ; [ 8.94444444 14.05555556],0
v4,1,0.316622,1.002849,[37 29] ; [15  7],[39. 27.] ; [13.  9.],0
r2,1,0.359208,0.840659,[40 25] ; [10 10],[38.23529412 26.76470588] ; [11.76470588  8.23529412],0
a4,1,0.382605,0.762316,[22 44] ; [10 13],[23.73033708 42.26966292] ; [ 8.26966292 14.73033708],0
b2,1,0.396443,0.719087,[14 25] ; [ 5 15],[12.55932203 26.44067797] ; [ 6.44067797 13.55932203],0
b3,1,0.396443,0.719087,[14 25] ; [ 5 15],[12.55932203 26.44067797] ; [ 6.44067797 13.55932203],0
d5,1,0.399877,0.708696,[40 27] ; [16  7],[41.68888889 25.31111111] ; [14.31111111  8.68888889],0
s5,1,0.422709,0.642771,[ 8 58] ; [ 4 17],[ 9.10344828 56.89655172] ; [ 2.89655172 18.10344828],0
a8,1,0.468939,0.524474,[ 3 59] ; [ 2 20],[ 3.69047619 58.30952381] ; [ 1.30952381 20.69047619],0
a2,1,0.50699,0.440274,[ 8 59] ; [ 4 19],[ 8.93333333 58.06666667] ; [ 3.06666667 19.93333333],0
n4,1,0.518353,0.417169,[51 16] ; [19  4],[52.11111111 14.88888889] ; [17.88888889  5.11111111],0
b1,1,0.539485,0.376495,[37 30] ; [11 12],[35.73333333 31.26666667] ; [12.26666667 10.73333333],0
n3,1,0.601132,0.273292,[15 18] ; [6 5],[15.75 17.25] ; [5.25 5.75],0
s1,1,0.605359,0.266988,[ 5 62] ; [ 1 22],[ 4.46666667 62.53333333] ; [ 1.53333333 21.46666667],0
a6,1,0.624707,0.239308,[36 31] ; [11 12],[34.98888889 32.01111111] ; [12.01111111 10.98888889],0
u3,1,0.674576,0.176296,[ 7 21] ; [2 4],[ 7.41176471 20.58823529] ; [1.58823529 4.41176471],0
d3,1,0.678735,0.171553,[32 34] ; [10 13],[31.14606742 34.85393258] ; [10.85393258 12.14606742],0
p5,1,0.767719,0.087238,[ 7 58] ; [ 3 20],[ 7.38636364 57.61363636] ; [ 2.61363636 20.38636364],0
p12,1,0.772833,0.083331,[ 2 63] ; [ 1 22],[ 2.21590909 62.78409091] ; [ 0.78409091 22.21590909],0
a7,1,0.78254,0.076182,[28 38] ; [ 9 14],[27.43820225 38.56179775] ; [ 9.56179775 13.43820225],0
d2,1,0.790414,0.070635,[29 36] ; [11 12],[29.54545455 35.45454545] ; [10.45454545 12.54545455],0
s4,1,0.808598,0.058678,[13 53] ; [ 4 19],[12.60674157 53.39325843] ; [ 4.39325843 18.60674157],0
u2,1,0.864547,0.029101,[10 17] ; [2 4],[ 9.81818182 17.18181818] ; [2.18181818 3.81818182],0
b4,1,0.913934,0.011681,[37 30] ; [13 10],[37.22222222 29.77777778] ; [12.77777778 10.22222222],0
u1,1,0.969893,0.001424,[ 6 61] ; [ 2 21],[ 5.95555556 61.04444444] ; [ 2.04444444 20.95555556],0
