Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3.6e-05,17.073444,[24 53] ; [200 150],[40.39344262 36.60655738] ; [183.60655738 166.39344262],1
r3,1,0.000702,11.482652,[65 11] ; [338  15],[71.39393939  4.60606061] ; [331.60606061  21.39393939],1
n4,1,0.001545,10.024649,[46 31] ; [274  81],[57.03703704 19.96296296] ; [262.96296296  92.03703704],0
p4,1,0.005221,7.801259,[34 43] ; [217 136],[44.94651163 32.05348837] ; [206.05348837 146.94651163],0
b1,1,0.007125,7.241255,[40 37] ; [126 229],[29.58796296 47.41203704] ; [136.41203704 218.58796296],0
p2,1,0.007715,7.098523,[58 19] ; [308  45],[65.53953488 11.46046512] ; [300.46046512  52.53953488],0
n5,1,0.012222,6.278446,[47 29] ; [267  85],[55.75700935 20.24299065] ; [258.24299065  93.75700935],0
r4,1,0.014028,6.034574,[60 17] ; [314  41],[66.66203704 10.33796296] ; [307.33796296  47.66203704],0
n6,1,0.019088,5.493435,[57 19] ; [304  50],[63.80465116 12.19534884] ; [297.19534884  56.80465116],0
p3,1,0.020287,5.387029,[26 51] ; [171 183],[35.19489559 41.80510441] ; [161.80510441 192.19489559],0
p9,1,0.049909,3.844509,[67  9] ; [335  20],[70.8863109  5.1136891] ; [331.1136891  23.8863109],0
a5,1,0.071713,3.243366,[49 28] ; [262  93],[55.43287037 21.56712963] ; [255.56712963  99.43287037],0
v4,1,0.080059,3.063696,[69  8] ; [333  18],[72.32242991  4.67757009] ; [329.67757009  21.32242991],0
b4,1,0.104449,2.636257,[38 39] ; [211 144],[44.38194444 32.61805556] ; [204.61805556 150.38194444],0
p7,1,0.144536,2.128985,[43 34] ; [222 121],[48.58333333 28.41666667] ; [216.41666667 126.58333333],0
a6,1,0.145199,2.121973,[47 30] ; [247 108],[52.40277778 24.59722222] ; [241.59722222 113.40277778],0
d2,1,0.169896,1.88386,[39 38] ; [149 205],[33.58700696 43.41299304] ; [154.41299304 199.58700696],0
u2,1,0.238494,1.389474,[10 12] ; [65 45],[12.5  9.5] ; [62.5 47.5],0
s4,1,0.244564,1.354093,[20 57] ; [ 70 280],[16.2295082 60.7704918] ; [ 73.7704918 276.2295082],0
p12,1,0.266353,1.235433,[ 2 75] ; [ 20 332],[ 3.94871795 73.05128205] ; [ 18.05128205 333.94871795],0
s3,1,0.267638,1.228815,[47 30] ; [191 162],[42.61860465 34.38139535] ; [195.38139535 157.61860465],0
a8,1,0.371386,0.799021,[ 7 63] ; [ 47 289],[ 9.31034483 60.68965517] ; [ 44.68965517 291.31034483],0
p5,1,0.384946,0.754848,[ 5 72] ; [ 34 319],[ 6.98372093 70.01627907] ; [ 32.01627907 320.98372093],0
s5,1,0.392691,0.730592,[28 44] ; [116 229],[24.86330935 47.13669065] ; [119.13669065 225.86330935],0
s1,1,0.411798,0.673603,[ 3 74] ; [  8 345],[ 1.96976744 75.03023256] ; [  9.03023256 343.96976744],0
n2,1,0.44292,0.588705,[24  5] ; [53 17],[22.55555556  6.44444444] ; [54.44444444 15.55555556],0
d5,1,0.47146,0.518552,[58 18] ; [284  71],[60.3062645 15.6937355] ; [281.6937355  73.3062645],0
s2,1,0.50035,0.454193,[41 36] ; [173 180],[38.32093023 38.67906977] ; [175.67906977 177.32093023],0
d1,1,0.504357,0.445758,[44 33] ; [188 167],[41.35185185 35.64814815] ; [190.64814815 164.35185185],0
v1,1,0.516192,0.421494,[33 44] ; [161 182],[35.56666667 41.43333333] ; [158.43333333 184.56666667],0
s6,1,0.519787,0.414317,[49 27] ; [239 111],[51.38028169 24.61971831] ; [236.61971831 113.38028169],0
u1,1,0.577152,0.310861,[10 67] ; [ 55 300],[11.58564815 65.41435185] ; [ 53.41435185 301.58564815],0
a7,1,0.608427,0.262473,[57 19] ; [256  99],[55.19257541 20.80742459] ; [257.80742459  97.19257541],0
b5,1,0.610697,0.259161,[44 33] ; [214 141],[45.98611111 31.01388889] ; [212.01388889 142.98611111],0
u3,1,0.61189,0.257432,[12 10] ; [67 44],[13.06766917  8.93233083] ; [65.93233083 45.06766917],0
p6,1,0.642574,0.215392,[26 51] ; [128 222],[27.7704918 49.2295082] ; [126.2295082 223.7704918],0
