Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,6.6e-05,15.930979,[32 82] ; [65 56],[47.05531915 66.94468085] ; [49.94468085 71.05531915],1
b3,1,6.7e-05,15.90168,[ 8 55] ; [34 44],[18.76595745 44.23404255] ; [23.23404255 54.76595745],1
b2,1,6.7e-05,15.90168,[ 8 55] ; [34 44],[18.76595745 44.23404255] ; [23.23404255 54.76595745],1
a5,1,0.000212,13.719412,[76 41] ; [106  18],[88.35684647 28.64315353] ; [93.64315353 30.35684647],1
v2,1,0.000485,12.172147,[51 60] ; [83 38],[64.11206897 46.88793103] ; [69.88793103 51.11206897],1
n5,1,0.003678,8.436144,[75 41] ; [100  23],[84.93723849 31.06276151] ; [90.06276151 32.93723849],0
p4,1,0.004313,8.147035,[59 56] ; [86 38],[69.76987448 45.23012552] ; [75.23012552 48.76987448],0
p9,1,0.00541,7.737118,[91 24] ; [112  10],[98.5021097 16.4978903] ; [104.4978903  17.5021097],0
a3,1,0.009379,6.749163,[68 49] ; [91 32],[77.5125 39.4875] ; [81.4875 41.5125],0
n4,1,0.012071,6.300463,[77 39] ; [100  24],[85.55 30.45] ; [91.45 32.55],0
d1,1,0.013144,6.149683,[55 62] ; [78 46],[64.56846473 52.43153527] ; [68.43153527 55.56846473],0
a2,1,0.018434,5.554389,[ 16 101] ; [32 92],[23.30290456 93.69709544] ; [24.69709544 99.30290456],0
n2,1,0.019042,5.497666,[15 10] ; [19  2],[18.47826087  6.52173913] ; [15.52173913  5.47826087],0
a4,1,0.021814,5.260546,[35 82] ; [54 68],[43.56903766 73.43096234] ; [45.43096234 76.56903766],0
p2,1,0.023937,5.099172,[98 18] ; [116   8],[103.43333333  12.56666667] ; [110.56666667  13.43333333],0
n1,1,0.027411,4.864724,[ 5 19] ; [11 10],[ 8.53333333 15.46666667] ; [ 7.46666667 13.53333333],0
s8,1,0.034816,4.454165,[39 78] ; [57 65],[46.9958159 70.0041841] ; [49.0041841 72.9958159],0
p1,1,0.047437,3.929818,[  5 110] ; [ 14 110],[  9.14225941 105.85774059] ; [  9.85774059 114.14225941],0
n6,1,0.049224,3.867687,[92 24] ; [109  14],[97.55648536 18.44351464] ; [103.44351464  19.55648536],0
