Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n3,1,0.031218,4.640955,[1 2] ; [10  1],[2.35714286 0.64285714] ; [8.64285714 2.35714286],0
p9,1,0.035422,4.424727,[2 4] ; [23  7],[4.16666667 1.83333333] ; [20.83333333  9.16666667],0
a7,1,0.042141,4.129518,[1 5] ; [18 11],[3.25714286 2.74285714] ; [15.74285714 13.25714286],0
r4,1,0.121335,2.4,[3 3] ; [24  6],[4.5 1.5] ; [22.5  7.5],0
n5,1,0.121335,2.4,[3 3] ; [24  6],[4.5 1.5] ; [22.5  7.5],0
p7,1,0.126279,2.337662,[2 4] ; [20 10],[3.66666667 2.33333333] ; [18.33333333 11.66666667],0
r2,1,0.131379,2.276129,[4 2] ; [27  3],[5.16666667 0.83333333] ; [25.83333333  4.16666667],0
r3,1,0.131379,2.276129,[4 2] ; [27  3],[5.16666667 0.83333333] ; [25.83333333  4.16666667],0
p8,1,0.133614,2.25,[1 5] ; [15 15],[2.66666667 3.33333333] ; [13.33333333 16.66666667],0
a3,1,0.173617,1.851429,[1 5] ; [14 16],[2.5 3.5] ; [12.5 17.5],0
p10,1,0.183097,1.772308,[3 3] ; [23  7],[4.33333333 1.66666667] ; [21.66666667  8.33333333],0
v1,1,0.221272,1.496104,[1 5] ; [13 17],[2.33333333 3.66666667] ; [11.66666667 18.33333333],0
u2,1,0.247879,1.335216,[3 2] ; [ 5 11],[1.9047619 3.0952381] ; [6.0952381 9.9047619],0
s7,1,0.329919,0.949215,[2 4] ; [16 13],[3.08571429 2.91428571] ; [14.91428571 14.08571429],0
s8,1,0.342782,0.9,[1 5] ; [11 19],[2. 4.] ; [10. 20.],0
b4,1,0.371093,0.8,[4 2] ; [14 16],[3. 3.] ; [15. 15.],0
b1,1,0.418492,0.654545,[1 5] ; [10 20],[1.83333333 4.16666667] ; [ 9.16666667 20.83333333],0
a6,1,0.45536,0.557276,[4 2] ; [15 15],[3.16666667 2.83333333] ; [15.83333333 14.16666667],0
u3,1,0.525392,0.403295,[2 3] ; [9 7],[2.61904762 2.38095238] ; [8.38095238 7.61904762],0
p4,1,0.548506,0.36,[2 4] ; [14 16],[2.66666667 3.33333333] ; [13.33333333 16.66666667],0
b5,1,0.548506,0.36,[4 2] ; [16 14],[3.33333333 2.66666667] ; [16.66666667 13.33333333],0
s2,1,0.556664,0.345513,[3 3] ; [17 10],[3.63636364 2.36363636] ; [16.36363636 10.63636364],0
s6,1,0.565659,0.33,[4 2] ; [21  6],[4.54545455 1.45454545] ; [20.45454545  6.54545455],0
n2,1,0.57077,0.321396,[2 1] ; [9 2],[2.35714286 0.64285714] ; [8.64285714 2.35714286],0
a5,1,0.650147,0.205714,[2 4] ; [13 17],[2.5 3.5] ; [12.5 17.5],0
v4,1,0.693282,0.155556,[4 1] ; [26  4],[4.28571429 0.71428571] ; [25.71428571  4.28571429],0
d2,1,0.719918,0.128571,[1 5] ; [ 7 23],[1.33333333 4.66666667] ; [ 6.66666667 23.33333333],0
s3,1,0.785413,0.074132,[4 2] ; [17 11],[3.70588235 2.29411765] ; [17.29411765 10.70588235],0
d5,1,0.816921,0.053596,[3 3] ; [13 16],[2.74285714 3.25714286] ; [13.25714286 15.74285714],0
p1,1,0.829357,0.046452,[1 5] ; [ 4 26],[0.83333333 5.16666667] ; [ 4.16666667 25.83333333],0
p6,1,0.850618,0.035468,[1 5] ; [ 6 24],[1.16666667 4.83333333] ; [ 5.83333333 24.16666667],0
a4,1,0.850618,0.035468,[1 5] ; [ 6 24],[1.16666667 4.83333333] ; [ 5.83333333 24.16666667],0
s5,1,0.864547,0.029101,[2 4] ; [10 17],[2.18181818 3.81818182] ; [ 9.81818182 17.18181818],0
n4,1,0.871457,0.026182,[4 2] ; [21  9],[4.16666667 1.83333333] ; [20.83333333  9.16666667],0
p11,1,0.871457,0.026182,[4 2] ; [21  9],[4.16666667 1.83333333] ; [20.83333333  9.16666667],0
r1,1,0.876681,0.02408,[4 2] ; [19 11],[3.83333333 2.16666667] ; [19.16666667 10.83333333],0
p3,1,0.876681,0.02408,[2 4] ; [11 19],[2.16666667 3.83333333] ; [10.83333333 19.16666667],0
d3,1,0.956941,0.002915,[2 4] ; [10 19],[2.05714286 3.94285714] ; [ 9.94285714 19.05714286],0
v3,1,0.972877,0.001156,[1 5] ; [ 5 24],[1.02857143 4.97142857] ; [ 4.97142857 24.02857143],0
