Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,8e-06,19.865899,[ 18 103] ; [22 24],[28.98203593 92.01796407] ; [11.01796407 34.98203593],1
s2,1,0.002047,9.50646,[ 20 100] ; [18 28],[27.46987952 92.53012048] ; [10.53012048 35.46987952],0
a8,1,0.00406,8.256569,[ 10 100] ; [11 29],[15.4 94.6] ; [ 5.6 34.4],0
p6,1,0.005001,7.878908,[37 80] ; [25 20],[44.77777778 72.22222222] ; [17.22222222 27.77777778],0
v3,1,0.005917,7.575383,[39 79] ; [25 19],[46.61728395 71.38271605] ; [17.38271605 26.61728395],0
p10,1,0.006193,7.493405,[82 38] ; [41  5],[88.91566265 31.08433735] ; [34.08433735 11.91566265],0
p3,1,0.008825,6.857812,[59 61] ; [33 13],[66.5060241 53.4939759] ; [25.4939759 20.5060241],0
a3,1,0.014913,5.926724,[78 42] ; [38  7],[84.36363636 35.63636364] ; [31.63636364 13.36363636],0
b3,1,0.023044,5.165182,[23 50] ; [19 16],[28.38888889 44.61111111] ; [13.61111111 21.38888889],0
b2,1,0.023044,5.165182,[23 50] ; [19 16],[28.38888889 44.61111111] ; [13.61111111 21.38888889],0
p4,1,0.023323,5.144319,[65 54] ; [34 12],[71.4 47.6] ; [27.6 18.4],0
s3,1,0.024054,5.090745,[30 88] ; [20 26],[35.97560976 82.02439024] ; [14.02439024 31.97560976],0
p11,1,0.043165,4.088943,[94 27] ; [42  4],[98.53892216 22.46107784] ; [37.46107784  8.53892216],0
u1,1,0.057391,3.611209,[  9 112] ; [ 8 38],[ 12.31736527 108.68263473] ; [ 4.68263473 41.31736527],0
a7,1,0.142308,2.152826,[77 43] ; [35 11],[80.96385542 39.03614458] ; [31.03614458 14.96385542],0
v2,1,0.142868,2.146794,[66 53] ; [30 14],[70.08588957 48.91411043] ; [25.91411043 18.08588957],0
b5,1,0.144924,2.124886,[73 48] ; [22 24],[68.83233533 52.16766467] ; [26.16766467 19.83233533],0
n4,1,0.154669,2.025588,[84 37] ; [37  9],[87.67065868 33.32934132] ; [33.32934132 12.67065868],0
v4,1,0.156332,2.009349,[111  10] ; [45  1],[113.02994012   7.97005988] ; [42.97005988  3.02994012],0
p12,1,0.214046,1.543845,[  3 117] ; [ 3 43],[  4.3373494 115.6626506] ; [ 1.6626506 44.3373494],0
p2,1,0.226622,1.461939,[100  19] ; [42  4],[102.41212121  16.58787879] ; [39.58787879  6.41212121],0
u3,1,0.228487,1.450258,[17 26] ; [5 3],[18.54901961 24.45098039] ; [3.45098039 4.54901961],0
r2,1,0.23575,1.405832,[107  12] ; [44  2],[108.9030303  10.0969697] ; [42.0969697  3.9030303],0
n1,1,0.256839,1.285714,[ 8 20] ; [4 4],[ 9.33333333 18.66666667] ; [2.66666667 5.33333333],0
d3,1,0.279626,1.168905,[72 47] ; [32 14],[75.00606061 43.99393939] ; [28.99393939 17.00606061],0
r4,1,0.291428,1.113011,[103  18] ; [42  4],[105.05988024  15.94011976] ; [39.94011976  6.05988024],0
n5,1,0.323852,0.973327,[77 44] ; [33 13],[79.7005988 41.2994012] ; [30.2994012 15.7005988],0
p5,1,0.345291,0.890688,[  8 112] ; [ 5 40],[  9.45454545 110.54545455] ; [ 3.54545455 41.45454545],0
s4,1,0.358884,0.841794,[  8 113] ; [ 5 41],[  9.41916168 111.58083832] ; [ 3.58083832 42.41916168],0
r1,1,0.398015,0.714316,[89 31] ; [37  9],[91.08433735 28.91566265] ; [34.91566265 11.08433735],0
p9,1,0.459776,0.546441,[90 30] ; [37  9],[91.80722892 28.19277108] ; [35.19277108 10.80722892],0
d1,1,0.472397,0.516365,[68 53] ; [23 23],[65.93413174 55.06586826] ; [25.06586826 20.93413174],0
n3,1,0.516836,0.420202,[26  4] ; [7 2],[25.38461538  4.61538462] ; [7.61538462 1.38461538],0
a1,1,0.526759,0.400641,[  3 118] ; [ 2 44],[  3.62275449 117.37724551] ; [ 1.37724551 44.62275449],0
s1,1,0.532671,0.389293,[  5 114] ; [ 1 45],[  4.32727273 114.67272727] ; [ 1.67272727 44.32727273],0
d2,1,0.541351,0.373042,[59 62] ; [20 26],[57.23952096 63.76047904] ; [21.76047904 24.23952096],0
s5,1,0.588689,0.292396,[ 17 104] ; [ 8 38],[ 18.11377246 102.88622754] ; [ 6.88622754 39.11377246],0
d4,1,0.60268,0.270973,[90 31] ; [36 10],[91.29341317 29.70658683] ; [34.70658683 11.29341317],0
a6,1,0.671757,0.179554,[80 41] ; [32 14],[81.1497006 39.8502994] ; [30.8502994 15.1497006],0
a5,1,0.671757,0.179554,[80 41] ; [32 14],[81.1497006 39.8502994] ; [30.8502994 15.1497006],0
p1,1,0.707278,0.141011,[ 10 111] ; [ 3 43],[  9.41916168 111.58083832] ; [ 3.58083832 42.41916168],0
a2,1,0.739639,0.110444,[ 21 100] ; [ 9 37],[21.73652695 99.26347305] ; [ 8.26347305 37.73652695],0
n2,1,0.749543,0.101916,[21  8] ; [7 2],[21.36842105  7.63157895] ; [6.63157895 2.36842105],0
r3,1,0.786399,0.073435,[112   9] ; [42  4],[111.58083832   9.41916168] ; [42.41916168  3.58083832],0
n6,1,0.792781,0.069012,[97 23] ; [38  8],[97.59036145 22.40963855] ; [37.40963855  8.59036145],0
a4,1,0.817227,0.053413,[45 76] ; [18 28],[45.64670659 75.35329341] ; [17.35329341 28.64670659],0
b1,1,0.82275,0.05018,[47 74] ; [17 29],[46.37125749 74.62874251] ; [17.62874251 28.37125749],0
