Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,79.005349,[289  21] ; [17 22],[271.80515759  38.19484241] ; [34.19484241  4.80515759],1
p11,1,3e-06,22.044337,[279  34] ; [24 15],[269.42897727  43.57102273] ; [33.57102273  5.42897727],1
b1,1,0.000715,11.450349,[ 99 214] ; [23 16],[108.48295455 204.51704545] ; [13.51704545 25.48295455],1
v1,1,0.001242,10.426074,[191 113] ; [14 25],[181.6909621 122.3090379] ; [23.3090379 15.6909621],0
s5,1,0.002812,8.925849,[115 184] ; [ 5 32],[106.78571429 192.21428571] ; [13.21428571 23.78571429],0
r4,1,0.007485,7.152844,[294  19] ; [32  7],[289.88068182  23.11931818] ; [36.11931818  2.88068182],0
p3,1,0.008442,6.937236,[200 112] ; [16 22],[192.54857143 119.45142857] ; [23.45142857 14.54857143],0
a4,1,0.009995,6.635831,[139 172] ; [ 9 30],[131.50857143 179.49142857] ; [16.49142857 22.50857143],0
s8,1,0.026945,4.894321,[148 161] ; [11 27],[141.58789625 167.41210375] ; [17.41210375 20.58789625],0
n6,1,0.037191,4.341625,[273  36] ; [29  9],[268.92795389  40.07204611] ; [33.07204611  4.92795389],0
b2,1,0.047932,3.912383,[ 69 117] ; [ 4 20],[ 64.65714286 121.34285714] ; [ 8.34285714 15.65714286],0
b3,1,0.047932,3.912383,[ 69 117] ; [ 4 20],[ 64.65714286 121.34285714] ; [ 8.34285714 15.65714286],0
d5,1,0.050581,3.822101,[263  49] ; [28 11],[258.66666667  53.33333333] ; [32.33333333  6.66666667],0
v4,1,0.055927,3.654222,[302   7] ; [36  3],[300.12068966   8.87931034] ; [37.87931034  1.12068966],0
v3,1,0.067532,3.34201,[134 167] ; [11 27],[128.74631268 172.25368732] ; [16.25368732 21.74631268],0
p5,1,0.076679,3.133929,[ 60 252] ; [ 3 36],[ 56. 256.] ; [ 7. 32.],0
a2,1,0.097392,2.747744,[ 87 226] ; [ 6 33],[ 82.69602273 230.30397727] ; [10.30397727 28.69602273],0
p6,1,0.097839,2.740426,[154 157] ; [13 24],[149.24425287 161.75574713] ; [17.75574713 19.24425287],0
n5,1,0.098364,2.731878,[244  67] ; [26 13],[239.91428571  71.08571429] ; [30.08571429  8.91428571],0
n4,1,0.104357,2.637662,[245  68] ; [26 13],[240.97443182  72.02556818] ; [30.02556818  8.97443182],0
b5,1,0.104746,2.631758,[191 122] ; [29 10],[195.625 117.375] ; [24.375 14.625],0
v2,1,0.148348,2.089151,[183 118] ; [19 20],[178.82941176 122.17058824] ; [23.17058824 15.82941176],0
a3,1,0.150601,2.066152,[225  85] ; [24 15],[221.1747851  88.8252149] ; [27.8252149 11.1747851],0
a5,1,0.169761,1.885053,[247  66] ; [27 12],[243.64204545  69.35795455] ; [30.35795455  8.64204545],0
s6,1,0.202369,1.625197,[214  89] ; [23 15],[210.58944282  92.41055718] ; [26.41055718 11.58944282],0
b4,1,0.273644,1.198387,[180 133] ; [26 13],[183.17613636 129.82386364] ; [22.82386364 16.17613636],0
p2,1,0.314621,1.011178,[286  25] ; [34  5],[284.34285714  26.65714286] ; [35.65714286  3.34285714],0
r3,1,0.324823,0.969428,[297  13] ; [36  3],[295.78796562  14.21203438] ; [37.21203438  1.78796562],0
p4,1,0.326997,0.960753,[231  81] ; [26 13],[228.44444444  83.55555556] ; [28.55555556 10.44444444],0
d2,1,0.36417,0.82346,[144 168] ; [21 18],[146.66666667 165.33333333] ; [18.33333333 20.66666667],0
n1,1,0.367649,0.811594,[16 30] ; [5 5],[17.25 28.75] ; [3.75 6.25],0
s2,1,0.370702,0.80131,[162 147] ; [17 21],[159.39769452 149.60230548] ; [19.60230548 18.39769452],0
s7,1,0.408083,0.684377,[153 142] ; [17 21],[150.6006006 144.3993994] ; [19.3993994 18.6006006],0
n3,1,0.438592,0.599962,[34 13] ; [6 4],[32.98245614 14.01754386] ; [7.01754386 2.98245614],0
u1,1,0.455104,0.557909,[ 64 249] ; [ 6 33],[ 62.24431818 250.75568182] ; [ 7.75568182 31.24431818],0
u2,1,0.464776,0.534368,[50 38] ; [7 8],[48.69902913 39.30097087] ; [8.30097087 6.69902913],0
s1,1,0.536039,0.382931,[ 10 301] ; [ 2 37],[ 10.66285714 300.33714286] ; [ 1.33714286 37.66285714],0
d3,1,0.55142,0.354779,[243  69] ; [32  7],[244.44444444  67.55555556] ; [30.55555556  8.44444444],0
u3,1,0.603745,0.269384,[52 34] ; [8 7],[51.08910891 34.91089109] ; [8.91089109 6.08910891],0
r2,1,0.626483,0.23686,[298  11] ; [37  2],[297.45689655  11.54310345] ; [37.54310345  1.45689655],0
d4,1,0.63783,0.221591,[265  47] ; [32  7],[264.  48.] ; [33.  6.],0
p1,1,0.638838,0.220266,[ 40 270] ; [ 4 35],[ 39.08309456 270.91690544] ; [ 4.91690544 34.08309456],0
r1,1,0.643932,0.213636,[264  47] ; [32  7],[263.01714286  47.98285714] ; [32.98285714  6.01714286],0
a8,1,0.657576,0.196481,[ 43 235] ; [ 4 28],[ 42.1483871 235.8516129] ; [ 4.8516129 27.1483871],0
p7,1,0.680957,0.16905,[250  56] ; [30  8],[249.06976744  56.93023256] ; [30.93023256  7.06976744],0
n2,1,0.687594,0.161702,[40  7] ; [8 2],[39.57894737  7.42105263] ; [8.42105263 1.57894737],0
d1,1,0.742542,0.107905,[201 112] ; [24 15],[200.07102273 112.92897727] ; [24.92897727 14.07102273],0
u4,1,0.787186,0.072882,[  6 306] ; [ 1 38],[  6.22222222 305.77777778] ; [ 0.77777778 38.22222222],0
s4,1,0.836945,0.042355,[ 46 262] ; [ 6 31],[ 46.42318841 261.57681159] ; [ 5.57681159 31.42318841],0
a6,1,0.88614,0.020503,[236  75] ; [30  9],[236.36  74.64] ; [29.64  9.36],0
s3,1,0.88883,0.01954,[169 137] ; [22 17],[169.40869565 136.59130435] ; [21.59130435 17.40869565],0
a1,1,0.937041,0.006239,[ 17 296] ; [ 2 37],[ 16.89488636 296.10511364] ; [ 2.10511364 36.89488636],0
