Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,69.677612,[189  78] ; [24 80],[153.29110512 113.70889488] ; [59.70889488 44.29110512],1
s2,1,0.0,68.448121,[176  92] ; [19 86],[140.10723861 127.89276139] ; [54.89276139 50.10723861],1
s5,1,0.0,38.798181,[134 127] ; [17 89],[107.38692098 153.61307902] ; [43.61307902 62.38692098],1
s7,1,0.0,37.988595,[167  90] ; [28 70],[141.16901408 115.83098592] ; [53.83098592 44.16901408],1
s8,1,0.0,31.505687,[161 105] ; [30 76],[136.57526882 129.42473118] ; [54.42473118 51.57526882],1
s4,1,0.000271,13.259058,[ 60 204] ; [ 7 99],[ 47.80540541 216.19459459] ; [19.19459459 86.80540541],1
r3,1,0.002421,9.199088,[262   5] ; [97  9],[256.97855228  10.02144772] ; [102.02144772   3.97855228],0
p5,1,0.00433,8.140122,[ 56 212] ; [ 9 97],[ 46.57754011 221.42245989] ; [18.42245989 87.57754011],0
d4,1,0.005588,7.678646,[230  36] ; [79 27],[220.9516129  45.0483871] ; [88.0483871 17.9516129],0
u3,1,0.014423,5.985581,[43 24] ; [15 23],[37.00952381 29.99047619] ; [20.99047619 17.00952381],0
p12,1,0.015042,5.911588,[ 36 232] ; [  5 101],[ 29.37967914 238.62032086] ; [11.62032086 94.37967914],0
p4,1,0.015495,5.859289,[215  52] ; [73 33],[206.15549598  60.84450402] ; [81.84450402 24.15549598],0
p6,1,0.017749,5.620713,[154 112] ; [46 58],[143.78378378 122.21621622] ; [56.21621622 47.78378378],0
a1,1,0.030915,4.657677,[ 21 247] ; [  2 104],[ 16.48128342 251.51871658] ; [ 6.51871658 99.48128342],0
p10,1,0.038492,4.283153,[240  27] ; [87 19],[234.07238606  32.92761394] ; [92.92761394 13.07238606],0
n5,1,0.041705,4.147141,[220  48] ; [77 29],[212.82352941  55.17647059] ; [84.17647059 21.82352941],0
a3,1,0.049727,3.850645,[200  67] ; [68 37],[192.35483871  74.64516129] ; [75.64516129 29.35483871],0
u1,1,0.050812,3.814445,[ 50 218] ; [11 95],[ 43.71122995 224.28877005] ; [17.28877005 88.71122995],0
r4,1,0.101402,2.683354,[253  15] ; [95 11],[249.36898396  18.63101604] ; [98.63101604  7.36898396],0
n2,1,0.156416,2.008537,[35  6] ; [14  6],[32.93442623  8.06557377] ; [16.06557377  3.93442623],0
u2,1,0.198921,1.650275,[41 27] ; [18 20],[37.8490566 30.1509434] ; [21.1509434 16.8490566],0
p9,1,0.201528,1.631264,[239  28] ; [89 16],[235.41935484  31.58064516] ; [92.58064516 12.41935484],0
a5,1,0.227928,1.453746,[208  60] ; [76 30],[203.50802139  64.49197861] ; [80.49197861 25.50802139],0
a8,1,0.24874,1.330364,[ 40 206] ; [11 86],[ 36.57725948 209.42274052] ; [14.42274052 82.57725948],0
d3,1,0.255126,1.295016,[197  70] ; [72 34],[192.55495979  74.44504021] ; [76.44504021 29.55495979],0
a2,1,0.27033,1.215071,[ 62 206] ; [19 87],[ 58.04278075 209.95721925] ; [22.95721925 83.04278075],0
b5,1,0.270874,1.212317,[145 123] ; [64 42],[149.76470588 118.23529412] ; [59.23529412 46.76470588],0
v2,1,0.275721,1.18806,[151 110] ; [66 37],[155.59615385 105.40384615] ; [61.40384615 41.59615385],0
b4,1,0.296074,1.091795,[155 113] ; [55 51],[150.48128342 117.51871658] ; [59.51871658 46.48128342],0
r2,1,0.313368,1.016426,[251  13] ; [97  8],[248.97560976  15.02439024] ; [99.02439024  5.97560976],0
n6,1,0.356597,0.849843,[234  31] ; [89 16],[231.33783784  33.66216216] ; [91.66216216 13.33783784],0
d5,1,0.384631,0.755849,[221  45] ; [84 22],[218.09139785  47.90860215] ; [86.90860215 19.09139785],0
p2,1,0.450849,0.568516,[248  19] ; [96 10],[246.24128686  20.75871314] ; [97.75871314  8.24128686],0
v1,1,0.496871,0.461613,[161 103] ; [60 45],[158.11382114 105.88617886] ; [62.88617886 42.11382114],0
a4,1,0.500345,0.454204,[116 151] ; [42 64],[113.09919571 153.90080429] ; [44.90080429 61.09919571],0
p3,1,0.521523,0.41088,[183  84] ; [69 37],[180.38605898  86.61394102] ; [71.61394102 34.38605898],0
v4,1,0.553128,0.351743,[260   7] ; [102   4],[259.12600536   7.87399464] ; [102.87399464   3.12600536],0
r1,1,0.569247,0.323943,[226  42] ; [86 19],[224.17158177  43.82841823] ; [87.82841823 17.17158177],0
b2,1,0.744149,0.106514,[ 62 100] ; [23 41],[ 60.92920354 101.07079646] ; [24.07079646 39.92920354],0
b3,1,0.744149,0.106514,[ 62 100] ; [23 41],[ 60.92920354 101.07079646] ; [24.07079646 39.92920354],0
n4,1,0.831321,0.045372,[215  53] ; [84 22],[214.25668449  53.74331551] ; [84.74331551 21.25668449],0
p1,1,0.83231,0.044834,[ 28 237] ; [12 94],[ 28.57142857 236.42857143] ; [11.42857143 94.57142857],0
n3,1,0.836454,0.042614,[29 11] ; [15  5],[29.33333333 10.66666667] ; [14.66666667  5.33333333],0
