Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.4e-05,18.823714,[28 60] ; [25  8],[38.54545455 49.45454545] ; [14.45454545 18.54545455],1
p3,1,2.2e-05,18.005952,[22 66] ; [22 11],[32. 56.] ; [12. 21.],1
p7,1,0.000311,13.00437,[36 52] ; [25  7],[44.73333333 43.26666667] ; [16.26666667 15.73333333],1
p1,1,0.000312,12.997543,[ 2 86] ; [ 7 25],[ 6.6 81.4] ; [ 2.4 29.6],1
a2,1,0.001496,10.083333,[10 78] ; [12 21],[16. 72.] ; [ 6. 27.],0
u1,1,0.018944,5.506675,[ 9 79] ; [ 9 24],[13.09090909 74.90909091] ; [ 4.90909091 28.09090909],0
s8,1,0.037718,4.317696,[25 63] ; [16 17],[29.81818182 58.18181818] ; [11.18181818 21.81818182],0
v1,1,0.039402,4.243445,[35 50] ; [20 12],[39.95726496 45.04273504] ; [15.04273504 16.95726496],0
b1,1,0.045876,3.98616,[28 60] ; [17 16],[32.72727273 55.27272727] ; [12.27272727 20.72727273],0
a4,1,0.061047,3.508708,[29 59] ; [17 16],[33.45454545 54.54545455] ; [12.54545455 20.45454545],0
n4,1,0.06147,3.497272,[34 54] ; [19 14],[38.54545455 49.45454545] ; [14.45454545 18.54545455],0
b5,1,0.071143,3.256445,[51 37] ; [25  8],[55.27272727 32.72727273] ; [20.72727273 12.27272727],0
s7,1,0.083155,3.002133,[27 60] ; [15 16],[30.96610169 56.03389831] ; [11.03389831 19.96610169],0
s5,1,0.084097,2.983896,[21 62] ; [13 18],[24.75438596 58.24561404] ; [ 9.24561404 21.75438596],0
s2,1,0.090821,2.859769,[33 55] ; [18 15],[37.09090909 50.90909091] ; [13.90909091 19.09090909],0
r4,1,0.095174,2.78461,[72 16] ; [31  2],[74.90909091 13.09090909] ; [28.09090909  4.90909091],0
a6,1,0.112239,2.52241,[56 32] ; [26  7],[59.63636364 28.36363636] ; [22.36363636 10.63636364],0
d2,1,0.12704,2.328308,[37 51] ; [19 14],[40.72727273 47.27272727] ; [15.27272727 17.72727273],0
p10,1,0.1281,2.315386,[53 34] ; [25  8],[56.55 30.45] ; [21.45 11.55],0
d3,1,0.132558,2.262286,[63 25] ; [28  5],[66.18181818 21.81818182] ; [24.81818182  8.18181818],0
p12,1,0.140138,2.176444,[ 4 83] ; [ 4 29],[ 5.8 81.2] ; [ 2.2 30.8],0
n6,1,0.164384,1.933423,[57 31] ; [25  7],[60.13333333 27.86666667] ; [21.86666667 10.13333333],0
u3,1,0.167219,1.9077,[12 15] ; [7 3],[13.86486486 13.13513514] ; [5.13513514 4.86486486],0
u2,1,0.167219,1.9077,[12 15] ; [7 3],[13.86486486 13.13513514] ; [5.13513514 4.86486486],0
p2,1,0.169131,1.890625,[61 27] ; [27  6],[64. 24.] ; [24.  9.],0
s4,1,0.208938,1.578769,[15 73] ; [ 9 24],[17.45454545 70.54545455] ; [ 6.54545455 26.45454545],0
d5,1,0.22091,1.498452,[72 16] ; [30  3],[74.18181818 13.81818182] ; [27.81818182  5.18181818],0
p8,1,0.242608,1.365378,[32 55] ; [16 17],[34.8 52.2] ; [13.2 19.8],0
p9,1,0.270975,1.211804,[59 27] ; [26  7],[61.42857143 24.57142857] ; [23.57142857  9.42857143],0
b4,1,0.284451,1.1457,[52 36] ; [23 10],[54.54545455 33.45454545] ; [20.45454545 12.54545455],0
s6,1,0.305699,1.049167,[48 39] ; [21 11],[50.44537815 36.55462185] ; [18.55462185 13.44537815],0
v4,1,0.375659,0.78486,[77 10] ; [31  2],[78.3  8.7] ; [29.7  3.3],0
d1,1,0.446377,0.579835,[52 36] ; [22 11],[53.81818182 34.18181818] ; [20.18181818 12.81818182],0
a5,1,0.486586,0.484067,[61 27] ; [25  8],[62.54545455 25.45454545] ; [23.45454545  9.54545455],0
r2,1,0.534423,0.385975,[81  5] ; [32  1],[81.66386555  4.33613445] ; [31.33613445  1.66386555],0
a7,1,0.576392,0.312103,[65 23] ; [26  7],[66.18181818 21.81818182] ; [24.81818182  8.18181818],0
v3,1,0.610265,0.259789,[32 51] ; [14 18],[33.2 49.8] ; [12.8 19.2],0
