Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,143.650784,[122  37] ; [ 54 233],[62.74439462 96.25560538] ; [113.25560538 173.74439462],1
s6,1,0.0,56.209197,[137  26] ; [140 150],[99.67108168 63.32891832] ; [177.32891832 112.67108168],1
s2,1,0.0,56.063348,[114  49] ; [ 98 195],[75.78070175 87.21929825] ; [136.21929825 156.78070175],1
s3,1,0.0,50.307393,[120  42] ; [114 176],[83.86725664 78.13274336] ; [150.13274336 139.86725664],1
s5,1,0.0,30.738835,[66 90] ; [ 52 237],[ 41.36629213 114.63370787] ; [ 76.63370787 212.36629213],1
p6,1,5.4e-05,16.297604,[ 58 105] ; [ 54 237],[ 40.21145374 122.78854626] ; [ 71.78854626 219.21145374],1
p10,1,0.000122,14.755359,[137  25] ; [198  93],[119.8013245  42.1986755] ; [215.1986755  75.8013245],1
v1,1,0.000871,11.083918,[89 71] ; [114 176],[72.17777778 87.82222222] ; [130.82222222 159.17777778],1
p4,1,0.001139,10.586744,[77 86] ; [ 93 199],[ 60.9010989 102.0989011] ; [109.0989011 182.9010989],0
d2,1,0.001836,9.706749,[86 78] ; [110 184],[70.18340611 93.81659389] ; [125.81659389 168.18340611],0
r1,1,0.002032,9.520463,[139  24] ; [215  81],[125.7124183  37.2875817] ; [228.2875817  67.7124183],0
n4,1,0.00236,9.245709,[126  37] ; [188 108],[111.50762527  51.49237473] ; [202.49237473  93.50762527],0
p9,1,0.003584,8.483464,[140  23] ; [212  74],[127.78619154  35.21380846] ; [224.21380846  61.78619154],0
u1,1,0.004061,8.25635,[ 30 134] ; [ 27 270],[ 20.27765727 143.72234273] ; [ 36.72234273 260.27765727],0
p7,1,0.004745,7.974292,[92 64] ; [128 157],[77.82312925 78.17687075] ; [142.17687075 142.82312925],0
v3,1,0.008595,6.905073,[64 94] ; [ 80 203],[ 51.59183673 106.40816327] ; [ 92.40816327 190.59183673],0
a5,1,0.012336,6.261943,[120  44] ; [183 114],[107.79175705  56.20824295] ; [195.20824295 101.79175705],0
d1,1,0.013984,6.040106,[98 66] ; [142 155],[85.37960954 78.62039046] ; [154.62039046 142.37960954],0
a8,1,0.014304,6.000183,[ 28 119] ; [ 29 247],[ 19.80851064 127.19148936] ; [ 37.19148936 238.80851064],0
n5,1,0.014914,5.926606,[124  39] ; [192 103],[112.4628821  50.5371179] ; [203.5371179  91.4628821],0
r4,1,0.019989,5.41285,[151  13] ; [251  46],[143.01084599  20.98915401] ; [258.98915401  38.01084599],0
u3,1,0.024861,5.03357,[32 14] ; [55 55],[25.65384615 20.34615385] ; [61.34615385 48.65384615],0
d5,1,0.027989,4.828764,[134  30] ; [214  81],[124.33986928  39.66013072] ; [223.66013072  71.33986928],0
a4,1,0.034725,4.458628,[76 88] ; [107 188],[65.38562092 98.61437908] ; [117.61437908 177.38562092],0
s4,1,0.036597,4.369079,[ 36 127] ; [ 42 250],[ 27.94285714 135.05714286] ; [ 50.05714286 241.94285714],0
a3,1,0.045219,4.010464,[118  46] ; [185 110],[108.26143791  55.73856209] ; [194.73856209 100.26143791],0
v2,1,0.052642,3.755259,[88 70] ; [128 150],[78.27522936 79.72477064] ; [137.72477064 140.27522936],0
a2,1,0.062303,3.475003,[ 40 124] ; [ 51 246],[ 32.37310195 131.62689805] ; [ 58.62689805 238.37310195],0
u2,1,0.091571,2.846539,[31 15] ; [58 52],[26.24358974 19.75641026] ; [62.75641026 47.24358974],0
n6,1,0.135644,2.22669,[137  27] ; [230  66],[130.84347826  33.15652174] ; [236.15652174  59.84347826],0
p5,1,0.141328,2.163438,[ 11 151] ; [ 11 285],[  7.78165939 154.21834061] ; [ 14.21834061 281.78165939],0
p8,1,0.181814,1.782731,[68 93] ; [104 186],[61.40133038 99.59866962] ; [110.59866962 179.40133038],0
d3,1,0.189073,1.724823,[118  46] ; [194 100],[111.72052402  52.27947598] ; [200.27947598  93.72052402],0
n3,1,0.204634,1.608992,[28 17] ; [72 27],[31.25 13.75] ; [68.75 30.25],0
n1,1,0.210883,1.565354,[19 25] ; [32 67],[15.69230769 28.30769231] ; [35.30769231 63.69230769],0
a1,1,0.219921,1.504887,[  8 156] ; [  8 289],[  5.69197397 158.30802603] ; [ 10.30802603 286.69197397],0
u4,1,0.229709,1.442664,[  4 160] ; [  3 294],[  2.49023861 161.50976139] ; [  4.50976139 292.49023861],0
d4,1,0.266429,1.235043,[134  30] ; [228  67],[129.34204793  34.65795207] ; [232.65795207  62.34204793],0
