Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8e-06,20.041032,[ 8 41] ; [8 1],[13.51724138 35.48275862] ; [2.48275862 6.51724138],1
s5,1,0.000743,11.379348,[ 6 42] ; [6 4],[ 9.93103448 38.06896552] ; [2.06896552 7.93103448],1
s2,1,0.00148,10.10301,[ 7 42] ; [6 4],[10.79661017 38.20338983] ; [2.20338983 7.79661017],0
p8,1,0.004984,7.88529,[10 38] ; [6 3],[13.47368421 34.52631579] ; [2.52631579 6.47368421],0
p9,1,0.006249,7.476967,[18 28] ; [8 1],[21.74545455 24.25454545] ; [4.25454545 4.74545455],0
n6,1,0.007754,7.089464,[21 27] ; [9 1],[24.82758621 23.17241379] ; [5.17241379 4.82758621],0
s8,1,0.009116,6.799934,[ 5 44] ; [4 5],[ 7.60344828 41.39655172] ; [1.39655172 7.60344828],0
a7,1,0.017096,5.686498,[19 30] ; [8 2],[22.42372881 26.57627119] ; [4.57627119 5.42372881],0
r1,1,0.018909,5.509931,[15 34] ; [7 3],[18.27118644 30.72881356] ; [3.72881356 6.27118644],0
b5,1,0.072752,3.219803,[24 25] ; [8 2],[26.57627119 22.42372881] ; [5.42372881 4.57627119],0
p3,1,0.074109,3.189591,[11 38] ; [5 5],[13.28813559 35.71186441] ; [2.71186441 7.28813559],0
d1,1,0.07692,3.128802,[15 34] ; [6 4],[17.44067797 31.55932203] ; [3.55932203 6.44067797],0
p10,1,0.078496,3.095773,[19 29] ; [7 3],[21.51724138 26.48275862] ; [4.48275862 5.51724138],0
p11,1,0.103155,2.65608,[16 33] ; [6 4],[18.27118644 30.72881356] ; [3.72881356 6.27118644],0
a4,1,0.123292,2.375,[18 30] ; [1 8],[16. 32.] ; [3. 6.],0
n1,1,0.125825,2.343277,[12 16] ; [4 1],[13.57575758 14.42424242] ; [2.42424242 2.57575758],0
s3,1,0.134707,2.237409,[14 33] ; [5 4],[15.94642857 31.05357143] ; [3.05357143 5.94642857],0
d4,1,0.14411,2.133518,[27 22] ; [8 2],[29.06779661 19.93220339] ; [5.93220339 4.06779661],0
b4,1,0.14411,2.133518,[27 22] ; [8 2],[29.06779661 19.93220339] ; [5.93220339 4.06779661],0
p6,1,0.164394,1.933333,[ 6 42] ; [3 7],[ 7.44827586 40.55172414] ; [1.55172414 8.44827586],0
v2,1,0.164394,1.933333,[ 6 42] ; [3 7],[ 7.44827586 40.55172414] ; [1.55172414 8.44827586],0
b1,1,0.172292,1.862886,[31 18] ; [4 6],[29.06779661 19.93220339] ; [5.93220339 4.06779661],0
v1,1,0.18445,1.761399,[10 39] ; [4 6],[11.62711864 37.37288136] ; [2.37288136 7.62711864],0
n4,1,0.258437,1.277111,[30 19] ; [8 2],[31.55932203 17.44067797] ; [6.44067797 3.55932203],0
d5,1,0.272258,1.205336,[25 24] ; [7 3],[26.57627119 22.42372881] ; [5.42372881 4.57627119],0
p7,1,0.276526,1.184086,[15 32] ; [5 5],[16.49122807 30.50877193] ; [3.50877193 6.49122807],0
s7,1,0.335869,0.926136,[10 36] ; [3 5],[11.07407407 34.92592593] ; [1.92592593 6.07407407],0
u3,1,0.408809,0.682261,[ 7 17] ; [2 2],[ 7.71428571 16.28571429] ; [1.28571429 2.71428571],0
a3,1,0.420207,0.649736,[25 23] ; [6 3],[26.10526316 21.89473684] ; [4.89473684 4.10526316],0
p2,1,0.451499,0.566887,[23 26] ; [6 4],[24.08474576 24.91525424] ; [4.91525424 5.08474576],0
p4,1,0.474424,0.511653,[14 35] ; [4 6],[14.94915254 34.05084746] ; [3.05084746 6.94915254],0
b3,1,0.515599,0.422687,[13 22] ; [2 6],[12.20930233 22.79069767] ; [2.79069767 5.20930233],0
b2,1,0.515599,0.422687,[13 22] ; [2 6],[12.20930233 22.79069767] ; [2.79069767 5.20930233],0
d2,1,0.56991,0.322832,[19 29] ; [3 7],[18.20689655 29.79310345] ; [3.79310345 6.20689655],0
n5,1,0.578466,0.308721,[35 14] ; [8 2],[35.71186441 13.28813559] ; [7.28813559 2.71186441],0
a5,1,0.604299,0.26856,[25 24] ; [6 4],[25.74576271 23.25423729] ; [5.25423729 4.74576271],0
u2,1,0.629063,0.233333,[ 9 15] ; [1 3],[ 8.57142857 15.42857143] ; [1.42857143 2.57142857],0
s1,1,0.656682,0.197579,[ 3 46] ; [1 9],[ 3.3220339 45.6779661] ; [0.6779661 9.3220339],0
a6,1,0.688144,0.161102,[23 26] ; [4 6],[22.42372881 26.57627119] ; [4.57627119 5.42372881],0
d3,1,0.767896,0.087101,[22 27] ; [5 5],[22.42372881 26.57627119] ; [4.57627119 5.42372881],0
a1,1,0.84143,0.040026,[ 6 43] ; [1 9],[ 5.81355932 43.18644068] ; [1.18644068 8.81355932],0
p1,1,0.84143,0.040026,[ 6 43] ; [1 9],[ 5.81355932 43.18644068] ; [1.18644068 8.81355932],0
s4,1,0.864791,0.028995,[11 38] ; [2 8],[10.79661017 38.20338983] ; [2.20338983 7.79661017],0
p5,1,0.968604,0.001549,[ 5 43] ; [1 9],[ 4.96551724 43.03448276] ; [1.03448276 8.96551724],0
