Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.002277,9.311501,[26 17] ; [ 8 24],[19.49333333 23.50666667] ; [14.50666667 17.49333333],0
s5,1,0.013189,6.143599,[12 29] ; [ 2 30],[ 7.8630137 33.1369863] ; [ 6.1369863 25.8630137],0
d2,1,0.022168,5.232558,[22 21] ; [ 8 24],[17.2 25.8] ; [12.8 19.2],0
v4,1,0.046662,3.957521,[32  9] ; [18 14],[28.08219178 12.91780822] ; [21.91780822 10.08219178],0
d5,1,0.059859,3.541275,[33 10] ; [18 14],[29.24 13.76] ; [21.76 10.24],0
d3,1,0.069306,3.299376,[26 16] ; [13 19],[22.13513514 19.86486486] ; [16.86486486 15.13513514],0
a6,1,0.077017,3.126757,[25 18] ; [12 20],[21.21333333 21.78666667] ; [15.78666667 16.21333333],0
p6,1,0.085875,2.950044,[14 27] ; [ 5 26],[10.81944444 30.18055556] ; [ 8.18055556 22.81944444],0
n3,1,0.100648,2.695249,[8 9] ; [12  4],[10.3030303  6.6969697] ; [9.6969697 6.3030303],0
s3,1,0.10265,2.663887,[23 19] ; [11 20],[19.56164384 22.43835616] ; [14.43835616 16.56164384],0
v3,1,0.127887,2.317962,[13 29] ; [ 5 27],[10.21621622 31.78378378] ; [ 7.78378378 24.21621622],0
s1,1,0.179014,1.805793,[ 1 42] ; [ 3 29],[ 2.29333333 40.70666667] ; [ 1.70666667 30.29333333],0
s2,1,0.180653,1.792241,[22 21] ; [11 20],[19.17567568 23.82432432] ; [13.82432432 17.17567568],0
d4,1,0.204717,1.6084,[35  8] ; [22 10],[32.68 10.32] ; [24.32  7.68],0
a4,1,0.221012,1.497788,[15 28] ; [ 7 25],[12.61333333 30.38666667] ; [ 9.38666667 22.61333333],0
v2,1,0.246069,1.345483,[23 17] ; [14 18],[20.55555556 19.44444444] ; [16.44444444 15.55555556],0
b5,1,0.267988,1.227015,[27 16] ; [16 16],[24.65333333 18.34666667] ; [18.34666667 13.65333333],0
s7,1,0.284117,1.14729,[17 23] ; [ 9 21],[14.85714286 25.14285714] ; [11.14285714 18.85714286],0
a2,1,0.285106,1.142588,[ 6 37] ; [ 2 30],[ 4.58666667 38.41333333] ; [ 3.41333333 28.58666667],0
b4,1,0.294442,1.099201,[28 15] ; [17 15],[25.8 17.2] ; [19.2 12.8],0
a3,1,0.305794,1.048753,[26 16] ; [16 16],[23.83783784 18.16216216] ; [18.16216216 13.83783784],0
s6,1,0.315631,1.006964,[22 20] ; [13 19],[19.86486486 22.13513514] ; [15.13513514 16.86486486],0
n1,1,0.329131,0.952315,[ 4 14] ; [ 6 10],[ 5.29411765 12.70588235] ; [ 4.70588235 11.29411765],0
b1,1,0.333474,0.935359,[18 25] ; [17 15],[20.06666667 22.93333333] ; [14.93333333 17.06666667],0
p7,1,0.384042,0.757724,[20 22] ; [12 20],[18.16216216 23.83783784] ; [13.83783784 18.16216216],0
n2,1,0.387556,0.746596,[11  7] ; [12  4],[12.17647059  5.82352941] ; [10.82352941  5.17647059],0
p1,1,0.403129,0.698972,[ 1 41] ; [ 2 30],[ 1.7027027 40.2972973] ; [ 1.2972973 30.7027027],0
a1,1,0.41728,0.657963,[ 2 41] ; [ 3 29],[ 2.86666667 40.13333333] ; [ 2.13333333 29.86666667],0
s8,1,0.438744,0.599564,[10 33] ; [10 22],[11.46666667 31.53333333] ; [ 8.53333333 23.46666667],0
p5,1,0.448909,0.573406,[ 3 39] ; [ 1 31],[ 2.27027027 39.72972973] ; [ 1.72972973 30.27027027],0
a7,1,0.483716,0.490474,[25 18] ; [16 16],[23.50666667 19.49333333] ; [17.49333333 14.50666667],0
p10,1,0.499047,0.456963,[27 14] ; [18 13],[25.625 15.375] ; [19.375 11.625],0
u3,1,0.520171,0.413555,[ 6 11] ; [ 4 12],[ 5.15151515 11.84848485] ; [ 4.84848485 11.15151515],0
p4,1,0.582013,0.302991,[17 25] ; [15 17],[18.16216216 23.83783784] ; [13.83783784 18.16216216],0
p11,1,0.591715,0.287674,[27 16] ; [22 10],[28.09333333 14.90666667] ; [20.90666667 11.09333333],0
n4,1,0.611485,0.258018,[23 20] ; [19 13],[24.08 18.92] ; [17.92 14.08],0
p9,1,0.633995,0.226682,[30 13] ; [20 11],[29.05405405 13.94594595] ; [20.94594595 10.05405405],0
n6,1,0.683726,0.165962,[29 13] ; [20 11],[28.19178082 13.80821918] ; [20.80821918 10.19178082],0
p3,1,0.695785,0.152894,[14 28] ; [ 9 22],[13.23287671 28.76712329] ; [ 9.76712329 21.23287671],0
a5,1,0.713358,0.134946,[21 22] ; [17 15],[21.78666667 21.21333333] ; [16.21333333 15.78666667],0
u1,1,0.760535,0.09289,[ 2 41] ; [ 2 30],[ 2.29333333 40.70666667] ; [ 1.70666667 30.29333333],0
p8,1,0.766542,0.08815,[14 27] ; [12 20],[14.60273973 26.39726027] ; [11.39726027 20.60273973],0
b2,1,0.903482,0.014705,[ 5 13] ; [ 6 17],[ 4.82926829 13.17073171] ; [ 6.17073171 16.82926829],0
b3,1,0.903482,0.014705,[ 5 13] ; [ 6 17],[ 4.82926829 13.17073171] ; [ 6.17073171 16.82926829],0
r1,1,0.905869,0.013983,[10 32] ; [ 8 24],[10.21621622 31.78378378] ; [ 7.78378378 24.21621622],0
p2,1,0.908908,0.013091,[28 12] ; [22 10],[27.77777778 12.22222222] ; [22.22222222  9.77777778],0
n5,1,0.938777,0.005899,[24 18] ; [18 14],[23.83783784 18.16216216] ; [18.16216216 13.83783784],0
s4,1,0.987252,0.000255,[ 8 35] ; [ 6 26],[ 8.02666667 34.97333333] ; [ 5.97333333 26.02666667],0
u2,1,1.0,0.0,[7 9] ; [7 9],[7. 9.] ; [7. 9.],0
v1,1,1.0,0.0,[15 25] ; [12 20],[15. 25.] ; [12. 20.],0
