Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,23.952342,[93 29] ; [22 35],[78.37988827 43.62011173] ; [36.62011173 20.37988827],1
a5,1,0.002078,9.479463,[75 47] ; [21 36],[65.4301676 56.5698324] ; [30.5698324 26.4301676],0
n1,1,0.020921,5.333344,[15 14] ; [ 5 19],[10.94339623 18.05660377] ; [ 9.05660377 14.94339623],0
s7,1,0.042692,4.107571,[37 78] ; [10 47],[31.4244186 83.5755814] ; [15.5755814 41.4244186],0
a8,1,0.046178,3.975093,[19 95] ; [ 3 51],[14.92857143 99.07142857] ; [ 7.07142857 46.92857143],0
n6,1,0.077314,3.12047,[90 31] ; [35 22],[84.97191011 36.02808989] ; [40.02808989 16.97191011],0
a3,1,0.110859,2.541927,[68 52] ; [25 32],[63.05084746 56.94915254] ; [29.94915254 27.05084746],0
a4,1,0.12773,2.319878,[34 87] ; [10 47],[29.91011236 91.08988764] ; [14.08988764 42.91011236],0
u3,1,0.132335,2.264898,[23 31] ; [19 13],[26.37209302 27.62790698] ; [15.62790698 16.37209302],0
r1,1,0.15125,2.059594,[82 40] ; [32 25],[77.69832402 44.30167598] ; [36.30167598 20.69832402],0
p4,1,0.162888,1.94721,[40 81] ; [13 44],[36.02808989 84.97191011] ; [16.97191011 40.02808989],0
p3,1,0.165509,1.923153,[33 89] ; [10 47],[29.30726257 92.69273743] ; [13.69273743 43.30726257],0
p2,1,0.184253,1.762979,[79 43] ; [31 26],[74.97206704 47.02793296] ; [35.02793296 21.97206704],0
n3,1,0.197513,1.660667,[20  8] ; [13 11],[17.76923077 10.23076923] ; [15.23076923  8.76923077],0
p11,1,0.225574,1.468556,[82 40] ; [33 24],[78.37988827 43.62011173] ; [36.62011173 20.37988827],0
p6,1,0.232962,1.422684,[ 13 108] ; [ 3 54],[ 10.87640449 110.12359551] ; [ 5.12359551 51.87640449],0
v3,1,0.234523,1.413215,[36 82] ; [12 43],[32.73988439 85.26011561] ; [15.26011561 39.73988439],0
v1,1,0.257913,1.279927,[52 66] ; [20 37],[48.54857143 69.45142857] ; [23.45142857 33.54857143],0
d2,1,0.263276,1.251448,[23 98] ; [ 7 50],[ 20.39325843 100.60674157] ; [ 9.60674157 47.39325843],0
r4,1,0.265406,1.240336,[95 27] ; [40 17],[92.01117318 29.98882682] ; [42.98882682 14.01117318],0
b2,1,0.277655,1.178533,[28 39] ; [ 6 15],[25.88636364 41.11363636] ; [ 8.11363636 12.88636364],0
b3,1,0.277655,1.178533,[28 39] ; [ 6 15],[25.88636364 41.11363636] ; [ 8.11363636 12.88636364],0
p9,1,0.277814,1.177752,[82 38] ; [42 13],[85.02857143 34.97142857] ; [38.97142857 16.02857143],0
s4,1,0.293229,1.104737,[ 18 104] ; [12 45],[ 20.44692737 101.55307263] ; [ 9.55307263 47.44692737],0
p12,1,0.30056,1.071707,[  6 114] ; [ 1 56],[  4.74576271 115.25423729] ; [ 2.25423729 54.74576271],0
a6,1,0.310741,1.027524,[74 48] ; [30 27],[70.88268156 51.11731844] ; [33.11731844 23.88268156],0
s3,1,0.320533,0.986768,[46 71] ; [18 39],[43.03448276 73.96551724] ; [20.96551724 36.03448276],0
s2,1,0.366017,0.817144,[39 79] ; [15 42],[36.41142857 81.58857143] ; [17.58857143 39.41142857],0
