Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.978271,[73  7] ; [ 9 15],[63.07692308 16.92307692] ; [18.92307692  5.07692308],1
r2,1,2.4e-05,17.828571,[76  4] ; [15  9],[70. 10.] ; [21.  3.],1
a5,1,5.2e-05,16.378858,[54 26] ; [ 5 19],[45.38461538 34.61538462] ; [13.61538462 10.38461538],1
d5,1,0.00126,10.4,[66 14] ; [12 12],[60. 20.] ; [18.  6.],0
r3,1,0.001276,10.377211,[76  3] ; [18  6],[72.09708738  6.90291262] ; [21.90291262  2.09708738],0
d1,1,0.003272,8.649301,[44 36] ; [ 5 19],[37.69230769 42.30769231] ; [11.30769231 12.69230769],0
d3,1,0.00353,8.510918,[59 21] ; [10 14],[53.07692308 26.92307692] ; [15.92307692  8.07692308],0
a3,1,0.011627,6.366817,[50 30] ; [ 8 16],[44.61538462 35.38461538] ; [13.38461538 10.61538462],0
d4,1,0.016929,5.703701,[59 19] ; [12 12],[54.29411765 23.70588235] ; [16.70588235  7.29411765],0
n4,1,0.019945,5.416667,[60 20] ; [12 12],[55.38461538 24.61538462] ; [16.61538462  7.38461538],0
v4,1,0.029823,4.719491,[75  3] ; [20  4],[72.64705882  5.35294118] ; [22.35294118  1.64705882],0
u3,1,0.038011,4.304514,[19 11] ; [ 5 11],[15.65217391 14.34782609] ; [8.34782609 7.65217391],0
a4,1,0.051884,3.779494,[30 49] ; [ 4 20],[26.0776699 52.9223301] ; [ 7.9223301 16.0776699],0
a2,1,0.052351,3.764513,[17 63] ; [ 1 23],[13.84615385 66.15384615] ; [ 4.15384615 19.84615385],0
s4,1,0.056762,3.629544,[12 65] ; [ 8 16],[15.24752475 61.75247525] ; [ 4.75247525 19.24752475],0
v1,1,0.079883,3.067281,[36 44] ; [ 6 18],[32.30769231 47.69230769] ; [ 9.69230769 14.30769231],0
u1,1,0.102961,2.659076,[14 66] ; [ 1 23],[11.53846154 68.46153846] ; [ 3.46153846 20.53846154],0
b4,1,0.118406,2.438278,[54 26] ; [12 12],[50.76923077 29.23076923] ; [15.23076923  8.76923077],0
d2,1,0.136779,2.213822,[40 39] ; [ 8 16],[36.81553398 42.18446602] ; [11.18446602 12.81553398],0
p7,1,0.18631,1.74656,[44 35] ; [17  7],[46.78640777 32.21359223] ; [14.21359223  9.78640777],0
p6,1,0.220382,1.50188,[19 58] ; [ 9 15],[21.34653465 55.65346535] ; [ 6.65346535 17.34653465],0
b5,1,0.226683,1.461556,[51 29] ; [12 12],[48.46153846 31.53846154] ; [14.53846154  9.46153846],0
a6,1,0.231442,1.431975,[54 26] ; [13 11],[51.53846154 28.46153846] ; [15.46153846  8.53846154],0
a7,1,0.24843,1.332112,[56 23] ; [14 10],[53.68932039 25.31067961] ; [16.31067961  7.68932039],0
n5,1,0.263806,1.248676,[47 33] ; [11 13],[44.61538462 35.38461538] ; [13.38461538 10.61538462],0
n1,1,0.282864,1.153276,[ 9 13] ; [ 3 10],[ 7.54285714 14.45714286] ; [4.45714286 8.54285714],0
v3,1,0.291551,1.112447,[25 53] ; [ 5 19],[22.94117647 55.05882353] ; [ 7.05882353 16.94117647],0
s6,1,0.307417,1.041742,[39 40] ; [ 9 15],[36.81553398 42.18446602] ; [11.18446602 12.81553398],0
s3,1,0.323807,0.973505,[42 37] ; [10 14],[39.88349515 39.11650485] ; [12.11650485 11.88349515],0
a8,1,0.351116,0.869421,[ 7 60] ; [ 1 23],[ 5.89010989 61.10989011] ; [ 2.10989011 21.89010989],0
s7,1,0.357856,0.845405,[27 47] ; [ 6 17],[25.17525773 48.82474227] ; [ 7.82474227 15.17525773],0
b2,1,0.461743,0.541667,[13 39] ; [ 2 11],[12. 40.] ; [ 3. 10.],0
b3,1,0.461743,0.541667,[13 39] ; [ 2 11],[12. 40.] ; [ 3. 10.],0
v2,1,0.492574,0.470898,[35 42] ; [ 9 15],[33.54455446 43.45544554] ; [10.45544554 13.54455446],0
p10,1,0.534194,0.386408,[25 54] ; [ 6 18],[23.77669903 55.22330097] ; [ 7.22330097 16.77669903],0
p11,1,0.535077,0.384741,[49 31] ; [13 11],[47.69230769 32.30769231] ; [14.30769231  9.69230769],0
s2,1,0.542827,0.370325,[31 46] ; [ 8 16],[29.73267327 47.26732673] ; [ 9.26732673 14.73267327],0
p8,1,0.586746,0.295455,[35 45] ; [ 9 15],[33.84615385 46.15384615] ; [10.15384615 13.84615385],0
s1,1,0.650053,0.205834,[ 2 77] ; [ 1 22],[ 2.32352941 76.67647059] ; [ 0.67647059 22.32352941],0
b1,1,0.666508,0.185714,[44 36] ; [12 12],[43.07692308 36.92307692] ; [12.92307692 11.07692308],0
s5,1,0.697049,0.15156,[15 64] ; [ 5 17],[15.64356436 63.35643564] ; [ 4.35643564 17.64356436],0
n2,1,0.752172,0.099715,[16  5] ; [10  4],[15.6  5.4] ; [10.4  3.6],0
s8,1,0.783583,0.075434,[22 57] ; [ 6 18],[21.47572816 57.52427184] ; [ 6.52427184 17.47572816],0
p4,1,0.801949,0.062914,[41 39] ; [13 11],[41.53846154 38.46153846] ; [12.46153846 11.53846154],0
u2,1,0.832988,0.044466,[15 15] ; [8 7],[15.33333333 14.66666667] ; [7.66666667 7.33333333],0
p3,1,0.854056,0.033836,[28 51] ; [ 9 15],[28.37864078 50.62135922] ; [ 8.62135922 15.37864078],0
n3,1,0.904273,0.014464,[16  7] ; [10  4],[16.16216216  6.83783784] ; [9.83783784 4.16216216],0
n6,1,0.939156,0.005826,[54 26] ; [16  8],[53.84615385 26.15384615] ; [16.15384615  7.84615385],0
