Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,48.540363,[53 50] ; [ 12 113],[29.36403509 73.63596491] ; [35.63596491 89.36403509],1
s1,1,0.013621,6.086667,[  1 103] ; [ 10 116],[ 4.97391304 99.02608696] ; [  6.02608696 119.97391304],0
a7,1,0.027214,4.87719,[86 19] ; [88 39],[78.75 26.25] ; [95.25 31.75],0
p12,1,0.036339,4.381148,[ 9 97] ; [  3 123],[  5.48275862 100.51724138] ; [  6.51724138 119.48275862],0
p9,1,0.055603,3.663907,[87 18] ; [91 35],[80.90909091 24.09090909] ; [97.09090909 28.90909091],0
n3,1,0.0699,3.285365,[20  5] ; [27 19],[16.54929577  8.45070423] ; [30.45070423 15.54929577],0
p10,1,0.077198,3.122923,[85 21] ; [89 38],[79.15879828 26.84120172] ; [94.84120172 32.15879828],0
r3,1,0.083931,2.987088,[99  5] ; [112  14],[95.40869565  8.59130435] ; [115.59130435  10.40869565],0
d2,1,0.087262,2.924174,[82 23] ; [85 40],[76.23913043 28.76086957] ; [90.76086957 34.23913043],0
p5,1,0.088046,2.909734,[  4 102] ; [ 12 115],[ 7.27896996 98.72103004] ; [  8.72103004 118.27896996],0
a6,1,0.122203,2.388853,[82 24] ; [86 40],[76.75862069 29.24137931] ; [91.24137931 34.75862069],0
n5,1,0.144266,2.131855,[64 41] ; [89 38],[69.24568966 35.75431034] ; [83.75431034 43.24568966],0
a2,1,0.159649,1.977544,[41 65] ; [38 89],[35.93991416 70.06008584] ; [43.06008584 83.93991416],0
n2,1,0.166884,1.910716,[18  7] ; [26 21],[15.27777778  9.72222222] ; [28.72222222 18.27777778],0
p6,1,0.168082,1.899964,[26 78] ; [42 84],[30.74782609 73.25217391] ; [37.25217391 88.74782609],0
a8,1,0.205131,1.605465,[13 81] ; [ 10 109],[10.15023474 83.84976526] ; [ 12.84976526 106.15023474],0
r1,1,0.20644,1.596216,[88 17] ; [98 29],[84.18103448 20.81896552] ; [101.81896552  25.18103448],0
a3,1,0.229876,1.44163,[87 19] ; [96 31],[83.25321888 22.74678112] ; [99.74678112 27.25321888],0
d4,1,0.247816,1.335575,[104   1] ; [122   4],[102.72727273   2.27272727] ; [123.27272727   2.72727273],0
u1,1,0.271542,1.208939,[30 76] ; [28 99],[26.38626609 79.61373391] ; [31.61373391 95.38626609],0
u2,1,0.318924,0.993354,[9 9] ; [20 11],[10.65306122  7.34693878] ; [18.34693878 12.65306122],0
p1,1,0.3243,0.971526,[ 7 99] ; [ 13 114],[ 9.09871245 96.90128755] ; [ 10.90128755 116.09871245],0
p11,1,0.328559,0.95457,[78 28] ; [86 41],[74.60944206 31.39055794] ; [89.39055794 37.60944206],0
s8,1,0.341505,0.904772,[47 58] ; [49 78],[43.44827586 61.55172414] ; [52.55172414 74.44827586],0
d3,1,0.378609,0.775213,[93 13] ; [115  11],[95.03448276 10.96551724] ; [112.96551724  13.03448276],0
s3,1,0.404513,0.69487,[60 43] ; [67 60],[56.87391304 46.12608696] ; [70.12608696 56.87391304],0
s2,1,0.427355,0.63,[53 52] ; [57 69],[50. 55.] ; [60. 66.],0
s4,1,0.433232,0.614144,[23 83] ; [ 22 103],[20.64935065 85.35064935] ; [ 24.35064935 100.64935065],0
b2,1,0.483927,0.49,[26 46] ; [23 52],[24. 48.] ; [25. 50.],0
b3,1,0.483927,0.49,[26 46] ; [23 52],[24. 48.] ; [25. 50.],0
p7,1,0.492873,0.470247,[60 44] ; [67 59],[57.42608696 46.57391304] ; [69.57391304 56.42608696],0
r2,1,0.508711,0.436717,[101   4] ; [116   7],[99.93421053  5.06578947] ; [117.06578947   5.93421053],0
b4,1,0.535062,0.384769,[66 40] ; [74 53],[63.69098712 42.30901288] ; [76.30901288 50.69098712],0
b1,1,0.543989,0.368197,[36 70] ; [48 79],[38.21459227 67.78540773] ; [45.78540773 81.21459227],0
p2,1,0.549101,0.358931,[78 28] ; [97 29],[79.95689655 26.04310345] ; [95.04310345 30.95689655],0
n4,1,0.554471,0.349369,[82 24] ; [94 33],[80.06866953 25.93133047] ; [95.93133047 31.06866953],0
b5,1,0.587434,0.29437,[63 43] ; [71 56],[60.96137339 45.03862661] ; [73.03862661 53.96137339],0
s5,1,0.607836,0.263338,[30 67] ; [35 91],[28.2735426 68.7264574] ; [36.7264574 89.2735426],0
a5,1,0.650492,0.20528,[86 20] ; [100  27],[84.61802575 21.38197425] ; [101.38197425  25.61802575],0
v4,1,0.666611,0.185592,[96  9] ; [114  13],[95.04310345  9.95689655] ; [114.95689655  12.04310345],0
a4,1,0.670274,0.181282,[61 45] ; [69 57],[59.39655172 46.60344828] ; [70.60344828 55.39655172],0
p3,1,0.724515,0.124208,[43 63] ; [54 72],[44.31896552 61.68103448] ; [52.68103448 73.31896552],0
s6,1,0.812403,0.056324,[64 40] ; [75 50],[63.12663755 40.87336245] ; [75.87336245 49.12663755],0
n6,1,0.826419,0.048091,[87 19] ; [102  24],[86.35344828 19.64655172] ; [102.64655172  23.35344828],0
r4,1,0.83113,0.045476,[92 14] ; [109  18],[91.44206009 14.55793991] ; [109.55793991  17.44206009],0
p4,1,0.868764,0.027301,[56 48] ; [67 60],[55.37662338 48.62337662] ; [67.62337662 59.37662338],0
s7,1,0.880422,0.022631,[49 52] ; [57 63],[48.44343891 52.55656109] ; [57.55656109 62.44343891],0
n1,1,0.891647,0.018556,[ 8 17] ; [14 32],[ 7.74647887 17.25352113] ; [14.25352113 31.74647887],0
u3,1,0.894939,0.017439,[12  7] ; [19 12],[11.78  7.22] ; [19.22 11.78],0
p8,1,0.902173,0.015108,[45 57] ; [55 72],[44.54148472 57.45851528] ; [55.45851528 71.54148472],0
a1,1,0.960759,0.002421,[  6 100] ; [  7 120],[  5.91416309 100.08583691] ; [  7.08583691 119.91416309],0
