Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,35.865584,[106  14] ; [13 20],[93.33333333 26.66666667] ; [25.66666667  7.33333333],1
n6,1,0.0,28.19118,[111   9] ; [18 15],[101.17647059  18.82352941] ; [27.82352941  5.17647059],1
a5,1,0.001966,9.58112,[97 23] ; [18 15],[90.19607843 29.80392157] ; [24.80392157  8.19607843],0
r1,1,0.003961,8.301457,[103  17] ; [21 12],[97.25490196 22.74509804] ; [26.74509804  6.25490196],0
d5,1,0.00429,8.156762,[102  17] ; [21 12],[96.29605263 22.70394737] ; [26.70394737  6.29605263],0
a4,1,0.007944,7.046002,[64 56] ; [ 9 24],[57.25490196 62.74509804] ; [15.74509804 17.25490196],0
d1,1,0.011936,6.320314,[83 37] ; [15 18],[76.8627451 43.1372549] ; [21.1372549 11.8627451],0
d4,1,0.018508,5.547428,[101  18] ; [22 11],[96.29605263 22.70394737] ; [26.70394737  6.29605263],0
v3,1,0.033195,4.535708,[31 85] ; [ 3 30],[26.46979866 89.53020134] ; [ 7.53020134 25.46979866],0
r4,1,0.042169,4.128413,[112   8] ; [27  6],[109.01960784  10.98039216] ; [29.98039216  3.01960784],0
a2,1,0.046609,3.959445,[35 85] ; [ 4 29],[30.58823529 89.41176471] ; [ 8.41176471 24.58823529],0
r2,1,0.049177,3.8693,[112   6] ; [28  5],[109.40397351   8.59602649] ; [30.59602649  2.40397351],0
a3,1,0.065064,3.403366,[92 28] ; [20 13],[87.84313725 32.15686275] ; [24.15686275  8.84313725],0
p4,1,0.122356,2.386899,[86 34] ; [19 14],[82.35294118 37.64705882] ; [22.64705882 10.35294118],0
p11,1,0.134315,2.241907,[98 22] ; [23 10],[94.90196078 25.09803922] ; [26.09803922  6.90196078],0
p1,1,0.144457,2.12983,[ 11 109] ; [ 6 27],[ 13.33333333 106.66666667] ; [ 3.66666667 29.33333333],0
d2,1,0.146247,2.110971,[68 52] ; [14 19],[64.31372549 55.68627451] ; [17.68627451 15.31372549],0
p6,1,0.146938,2.10375,[57 63] ; [11 22],[53.33333333 66.66666667] ; [14.66666667 18.33333333],0
b5,1,0.171549,1.869351,[64 56] ; [22 11],[67.45098039 52.54901961] ; [18.54901961 14.45098039],0
p3,1,0.200223,1.640749,[66 54] ; [14 19],[62.74509804 57.25490196] ; [17.25490196 15.74509804],0
n1,1,0.231647,1.43072,[16 13] ; [5 9],[14.1627907 14.8372093] ; [6.8372093 7.1627907],0
s4,1,0.253875,1.30185,[28 91] ; [11 22],[30.53289474 88.46710526] ; [ 8.46710526 24.53289474],0
d3,1,0.262143,1.257407,[85 35] ; [20 13],[82.35294118 37.64705882] ; [22.64705882 10.35294118],0
u2,1,0.308456,1.037277,[17 11] ; [10  3],[18.43902439  9.56097561] ; [8.56097561 4.43902439],0
p7,1,0.3397,0.911563,[80 39] ; [18 13],[77.74666667 41.25333333] ; [20.25333333 10.74666667],0
b4,1,0.374873,0.787447,[65 55] ; [15 18],[62.74509804 57.25490196] ; [17.25490196 15.74509804],0
p9,1,0.404315,0.695455,[108  12] ; [28  5],[106.66666667  13.33333333] ; [29.33333333  3.66666667],0
v4,1,0.47473,0.510946,[116   4] ; [31  2],[115.29411765   4.70588235] ; [31.70588235  1.29411765],0
s7,1,0.477201,0.505254,[86 30] ; [21 10],[84.43537415 31.56462585] ; [22.56462585  8.43537415],0
p10,1,0.482059,0.494202,[104  16] ; [27  6],[102.74509804  17.25490196] ; [28.25490196  4.74509804],0
n3,1,0.494525,0.466667,[17 11] ; [10  4],[18. 10.] ; [9. 5.],0
v1,1,0.495096,0.465432,[55 61] ; [13 19],[53.2972973 62.7027027] ; [14.7027027 17.2972973],0
r3,1,0.502518,0.449614,[113   7] ; [30  3],[112.15686275   7.84313725] ; [30.84313725  2.15686275],0
s5,1,0.554538,0.349249,[48 66] ; [12 21],[46.53061224 67.46938776] ; [13.46938776 19.53061224],0
s3,1,0.626238,0.237197,[88 31] ; [23 10],[86.90131579 32.09868421] ; [24.09868421  8.90131579],0
s2,1,0.655005,0.199649,[78 41] ; [23 10],[79.07236842 39.92763158] ; [21.92763158 11.07236842],0
n2,1,0.698289,0.150258,[19 10] ; [10  4],[19.55813953  9.44186047] ; [9.44186047 4.55813953],0
s6,1,0.714753,0.133576,[103  15] ; [28  5],[102.37086093  15.62913907] ; [28.62913907  4.37086093],0
u3,1,0.756014,0.096546,[18 10] ; [9 4],[18.43902439  9.56097561] ; [8.56097561 4.43902439],0
p2,1,0.837385,0.042123,[100  20] ; [27  6],[99.60784314 20.39215686] ; [27.39215686  5.60784314],0
b3,1,0.844734,0.038354,[37 46] ; [ 8 11],[36.61764706 46.38235294] ; [ 8.38235294 10.61764706],0
b2,1,0.844734,0.038354,[37 46] ; [ 8 11],[36.61764706 46.38235294] ; [ 8.38235294 10.61764706],0
p8,1,0.869373,0.027045,[71 49] ; [19 14],[70.58823529 49.41176471] ; [19.41176471 13.58823529],0
a6,1,0.881426,0.022249,[71 49] ; [20 13],[71.37254902 48.62745098] ; [19.62745098 13.37254902],0
a8,1,0.8817,0.022146,[15 96] ; [ 4 28],[14.74825175 96.25174825] ; [ 4.25174825 27.74825175],0
b1,1,0.969144,0.001496,[55 65] ; [15 18],[54.90196078 65.09803922] ; [15.09803922 17.90196078],0
a7,1,0.974469,0.001024,[76 44] ; [21 12],[76.07843137 43.92156863] ; [20.92156863 12.07843137],0
