Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,52.34788,[56  6] ; [27 61],[34.30666667 27.69333333] ; [48.69333333 39.30666667],1
d5,1,0.0,41.514555,[59  3] ; [39 49],[40.50666667 21.49333333] ; [57.49333333 30.50666667],1
d4,1,0.0,40.394238,[58  2] ; [41 47],[40.13513514 19.86486486] ; [58.86486486 29.13513514],1
d2,1,0.0,40.147038,[46 14] ; [21 67],[27.16216216 32.83783784] ; [39.83783784 48.16216216],1
a5,1,7e-06,20.231062,[47 15] ; [34 54],[33.48 28.52] ; [47.52 40.48],1
a2,1,7e-06,20.17133,[21 41] ; [ 5 83],[10.74666667 51.25333333] ; [15.25333333 72.74666667],1
a4,1,3.5e-05,17.117809,[36 25] ; [22 65],[23.90540541 37.09459459] ; [34.09459459 52.90540541],1
a3,1,9.4e-05,15.250901,[47 15] ; [37 48],[35.42857143 26.57142857] ; [48.57142857 36.42857143],1
a6,1,0.000154,14.326795,[48 14] ; [41 47],[36.78666667 25.21333333] ; [52.21333333 35.78666667],1
u1,1,0.000171,14.125122,[13 49] ; [ 2 86],[ 6.2 55.8] ; [ 8.8 79.2],1
a7,1,0.000433,12.38365,[47 14] ; [42 45],[36.68243243 24.31756757] ; [52.31756757 34.68243243],1
v2,1,0.002433,9.189948,[30 30] ; [22 64],[21.36986301 38.63013699] ; [30.63013699 55.36986301],0
s7,1,0.021263,5.305102,[14 44] ; [ 8 74],[ 9.11428571 48.88571429] ; [12.88571429 69.11428571],0
r2,1,0.029575,4.733851,[54  6] ; [66 21],[48.97959184 11.02040816] ; [71.02040816 15.97959184],0
u3,1,0.030685,4.6705,[10  5] ; [18 33],[6.36363636 8.63636364] ; [21.63636364 29.36363636],0
s8,1,0.042718,4.106531,[11 51] ; [ 6 80],[ 7.12162162 54.87837838] ; [ 9.87837838 76.12162162],0
u2,1,0.0582,3.587954,[9 5] ; [18 32],[5.90625 8.09375] ; [21.09375 28.90625],0
p1,1,0.059337,3.555832,[ 7 55] ; [ 3 84],[ 4.16107383 57.83892617] ; [ 5.83892617 81.16107383],0
r1,1,0.093335,2.815888,[42 19] ; [48 39],[37.09459459 23.90540541] ; [52.90540541 34.09459459],0
r3,1,0.11109,2.538644,[51 10] ; [63 24],[46.98648649 14.01351351] ; [67.01351351 19.98648649],0
a8,1,0.120333,2.412978,[ 3 52] ; [11 69],[ 5.7037037 49.2962963] ; [ 8.2962963 71.7037037],0
p8,1,0.159602,1.977991,[19 42] ; [18 68],[15.3537415 45.6462585] ; [21.6462585 64.3537415],0
n2,1,0.170295,1.880342,[15 15] ; [24 12],[17.72727273 12.27272727] ; [21.27272727 14.72727273],0
s4,1,0.17039,1.879506,[ 3 58] ; [10 78],[ 5.32214765 55.67785235] ; [ 7.67785235 80.32214765],0
s3,1,0.19581,1.673357,[12 49] ; [25 61],[15.3537415 45.6462585] ; [21.6462585 64.3537415],0
