Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,32.642597,[111  24] ; [58 62],[89.47058824 45.52941176] ; [79.52941176 40.47058824],1
p8,1,9.7e-05,15.199033,[95 41] ; [56 66],[79.59689922 56.40310078] ; [71.40310078 50.59689922],1
d1,1,0.000206,13.779599,[100  37] ; [64 62],[85.42965779 51.57034221] ; [78.57034221 47.42965779],1
n6,1,0.001315,10.320847,[126   9] ; [99 25],[117.27799228  17.72200772] ; [107.72200772  16.27799228],0
p3,1,0.003537,8.50738,[87 49] ; [57 67],[75.32307692 60.67692308] ; [68.67692308 55.32307692],0
p12,1,0.004191,8.199134,[ 27 110] ; [  9 113],[ 19.04247104 117.95752896] ; [ 16.95752896 105.04247104],0
d3,1,0.004238,8.178827,[108  28] ; [80 46],[97.58778626 38.41221374] ; [90.41221374 35.58778626],0
r4,1,0.004928,7.905781,[133   4] ; [111  15],[127.1026616   9.8973384] ; [116.8973384   9.1026616],0
n5,1,0.008054,7.021477,[121  16] ; [94 30],[112.85440613  24.14559387] ; [102.14559387  21.85440613],0
n4,1,0.008739,6.875416,[120  17] ; [93 31],[111.8045977  25.1954023] ; [101.1954023  22.8045977],0
d5,1,0.019815,5.428108,[117  18] ; [95 31],[109.65517241  25.34482759] ; [102.34482759  23.65517241],0
p4,1,0.025169,5.012198,[97 39] ; [72 52],[88.4 47.6] ; [80.6 43.4],0
s8,1,0.026116,4.94831,[95 40] ; [72 54],[86.37931034 48.62068966] ; [80.62068966 45.37931034],0
p11,1,0.028055,4.824704,[117  20] ; [94 32],[109.91254753  27.08745247] ; [101.08745247  24.91254753],0
s7,1,0.028486,4.798436,[99 33] ; [74 45],[90.98007968 41.01992032] ; [82.01992032 36.98007968],0
a5,1,0.034779,4.45601,[111  26] ; [88 38],[103.66159696  33.33840304] ; [95.33840304 30.66159696],0
s4,1,0.038712,4.273466,[ 21 116] ; [32 93],[ 27.71374046 109.28625954] ; [25.28625954 99.71374046],0
r1,1,0.046827,3.951582,[120  17] ; [98 27],[113.99236641  23.00763359] ; [104.00763359  20.99236641],0
u4,1,0.071667,3.244414,[  8 129] ; [  2 124],[  5.20912548 131.79087452] ; [  4.79087452 121.20912548],0
r2,1,0.075448,3.160331,[136   1] ; [119   5],[133.85057471   3.14942529] ; [121.14942529   2.85057471],0
p2,1,0.088734,2.897186,[120  17] ; [99 25],[114.95402299  22.04597701] ; [104.04597701  19.95402299],0
p5,1,0.104442,2.636366,[ 28 109] ; [ 16 108],[ 23.09578544 113.90421456] ; [ 20.90421456 103.09578544],0
p1,1,0.125209,2.350919,[ 19 117] ; [ 10 115],[ 15.11111111 120.88888889] ; [ 13.88888889 111.11111111],0
u1,1,0.176584,1.826137,[ 32 105] ; [ 21 105],[ 27.60836502 109.39163498] ; [ 25.39163498 100.60836502],0
p7,1,0.186097,1.748253,[98 33] ; [80 39],[93.272 37.728] ; [84.728 34.272],0
s2,1,0.197978,1.657229,[117  20] ; [100  26],[113.03802281  23.96197719] ; [103.96197719  22.03802281],0
d4,1,0.270342,1.215008,[118  17] ; [104  22],[114.82758621  20.17241379] ; [107.17241379  18.82758621],0
a1,1,0.316101,1.005013,[ 12 125] ; [  7 119],[  9.8973384 127.1026616] ; [  9.1026616 116.8973384],0
u2,1,0.325387,0.967169,[19  9] ; [16 13],[17.19298246 10.80701754] ; [17.80701754 11.19298246],0
s6,1,0.330696,0.946172,[117  16] ; [103  20],[114.296875  18.703125] ; [105.703125  17.296875],0
d2,1,0.331658,0.942412,[74 62] ; [61 65],[70.07633588 65.92366412] ; [64.92366412 61.07633588],0
n1,1,0.353268,0.861685,[11 13] ; [17 12],[12.67924528 11.32075472] ; [15.32075472 13.67924528],0
p9,1,0.372799,0.794312,[122  15] ; [105  18],[119.61153846  17.38846154] ; [107.38846154  15.61153846],0
s5,1,0.386959,0.748476,[71 61] ; [58 62],[67.57142857 64.42857143] ; [61.42857143 58.57142857],0
a2,1,0.401834,0.702832,[40 97] ; [31 95],[ 36.98479087 100.01520913] ; [34.01520913 91.98479087],0
b5,1,0.40497,0.693518,[79 58] ; [79 47],[82.30418251 54.69581749] ; [75.69581749 50.30418251],0
b4,1,0.486161,0.485012,[83 54] ; [71 55],[80.22053232 56.77946768] ; [73.77946768 52.22053232],0
n2,1,0.496829,0.461704,[19  5] ; [25  4],[19.9245283  4.0754717] ; [24.0754717  4.9245283],0
a6,1,0.498887,0.457303,[89 46] ; [78 48],[86.37931034 48.62068966] ; [80.62068966 45.37931034],0
a3,1,0.532644,0.389346,[109  27] ; [97 29],[106.93129771  29.06870229] ; [99.06870229 26.93129771],0
p10,1,0.539272,0.37689,[119  18] ; [101  19],[117.27626459  19.72373541] ; [102.72373541  17.27626459],0
b3,1,0.569985,0.322707,[37 47] ; [35 53],[35.1627907 48.8372093] ; [36.8372093 51.1627907],0
