Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.013407,6.114656,[5 3] ; [ 1 10],[2.52631579 5.47368421] ; [3.47368421 7.52631579],0
d5,1,0.025815,4.968363,[7 1] ; [4 7],[4.63157895 3.36842105] ; [6.36842105 4.63157895],0
d1,1,0.04557,3.997403,[4 4] ; [ 1 10],[2.10526316 5.89473684] ; [2.89473684 8.10526316],0
d2,1,0.048014,3.909497,[5 3] ; [2 9],[2.94736842 5.05263158] ; [4.05263158 6.94736842],0
v1,1,0.048014,3.909497,[5 3] ; [2 9],[2.94736842 5.05263158] ; [4.05263158 6.94736842],0
n5,1,0.060676,3.518804,[7 1] ; [5 6],[5.05263158 2.94736842] ; [6.94736842 4.05263158],0
v3,1,0.095852,2.773232,[6 2] ; [4 7],[4.21052632 3.78947368] ; [5.78947368 5.21052632],0
v4,1,0.124656,2.357825,[3 5] ; [8 3],[4.63157895 3.36842105] ; [6.36842105 4.63157895],0
p4,1,0.12707,2.327943,[7 1] ; [6 5],[5.47368421 2.52631579] ; [7.52631579 3.47368421],0
a4,1,0.133696,2.249053,[3 5] ; [ 1 10],[1.68421053 6.31578947] ; [2.31578947 8.68421053],0
u3,1,0.196706,1.666667,[4 1] ; [2 3],[3. 2.] ; [3. 2.],0
r1,1,0.197796,1.658574,[6 2] ; [5 6],[4.63157895 3.36842105] ; [6.36842105 4.63157895],0
b1,1,0.197796,1.658574,[2 6] ; [6 5],[3.36842105 4.63157895] ; [4.63157895 6.36842105],0
b2,1,0.220671,1.5,[1 5] ; [3 3],[2. 4.] ; [2. 4.],0
b3,1,0.220671,1.5,[1 5] ; [3 3],[2. 4.] ; [2. 4.],0
n6,1,0.243498,1.360227,[7 1] ; [7 4],[5.89473684 2.10526316] ; [8.10526316 2.89473684],0
s4,1,0.347756,0.881629,[2 6] ; [ 1 10],[1.26315789 6.73684211] ; [1.73684211 9.26315789],0
b4,1,0.361466,0.832792,[6 2] ; [6 5],[5.05263158 2.94736842] ; [6.94736842 4.05263158],0
s3,1,0.387094,0.748052,[4 3] ; [4 7],[3.11111111 3.88888889] ; [4.88888889 6.11111111],0
d3,1,0.462527,0.539773,[5 3] ; [5 6],[4.21052632 3.78947368] ; [5.78947368 5.21052632],0
a7,1,0.462527,0.539773,[5 3] ; [5 6],[4.21052632 3.78947368] ; [5.78947368 5.21052632],0
a3,1,0.462527,0.539773,[3 5] ; [6 5],[3.78947368 4.21052632] ; [5.21052632 5.78947368],0
b5,1,0.462527,0.539773,[5 3] ; [5 6],[4.21052632 3.78947368] ; [5.78947368 5.21052632],0
a5,1,0.552248,0.353306,[4 4] ; [7 4],[4.63157895 3.36842105] ; [6.36842105 4.63157895],0
s7,1,0.585106,0.298052,[3 3] ; [7 4],[3.52941176 2.47058824] ; [6.47058824 4.52941176],0
n1,1,0.635256,0.225,[1 2] ; [3 3],[1.33333333 1.66666667] ; [2.66666667 3.33333333],0
p3,1,0.635848,0.224213,[3 5] ; [3 8],[2.52631579 5.47368421] ; [3.47368421 7.52631579],0
p7,1,0.728794,0.120222,[5 3] ; [6 5],[4.63157895 3.36842105] ; [6.36842105 4.63157895],0
p8,1,0.728794,0.120222,[5 3] ; [6 5],[4.63157895 3.36842105] ; [6.36842105 4.63157895],0
a6,1,0.728794,0.120222,[3 5] ; [5 6],[3.36842105 4.63157895] ; [4.63157895 6.36842105],0
p9,1,0.73244,0.116883,[6 1] ; [10  1],[6.22222222 0.77777778] ; [9.77777778 1.22222222],0
p2,1,0.737369,0.112453,[7 1] ; [9 2],[6.73684211 1.26315789] ; [9.26315789 1.73684211],0
p11,1,0.737369,0.112453,[7 1] ; [9 2],[6.73684211 1.26315789] ; [9.26315789 1.73684211],0
s2,1,0.782935,0.075898,[3 4] ; [4 7],[2.72222222 4.27777778] ; [4.27777778 6.72222222],0
s1,1,0.811055,0.057152,[1 7] ; [ 1 10],[0.84210526 7.15789474] ; [1.15789474 9.84210526],0
p5,1,0.811055,0.057152,[1 7] ; [ 1 10],[0.84210526 7.15789474] ; [1.15789474 9.84210526],0
a8,1,0.828812,0.046753,[1 6] ; [2 9],[1.16666667 5.83333333] ; [1.83333333 9.16666667],0
s6,1,0.911557,0.012338,[6 2] ; [8 3],[5.89473684 2.10526316] ; [8.10526316 2.89473684],0
s5,1,0.911557,0.012338,[2 6] ; [3 8],[2.10526316 5.89473684] ; [2.89473684 8.10526316],0
d4,1,0.911557,0.012338,[6 2] ; [8 3],[5.89473684 2.10526316] ; [8.10526316 2.89473684],0
r4,1,0.959566,0.00257,[3 5] ; [4 7],[2.94736842 5.05263158] ; [4.05263158 6.94736842],0
n3,1,1.0,0.0,[2 1] ; [4 2],[2. 1.] ; [4. 2.],0
n2,1,1.0,0.0,[2 1] ; [4 2],[2. 1.] ; [4. 2.],0
