Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,23.635072,[54 24] ; [13 38],[40.51162791 37.48837209] ; [26.48837209 24.51162791],1
s2,1,6e-06,20.373443,[66 12] ; [23 26],[54.66141732 23.33858268] ; [34.33858268 14.66141732],1
s3,1,0.002239,9.342509,[62 16] ; [27 23],[54.234375 23.765625] ; [34.765625 15.234375],0
a3,1,0.005145,7.827704,[61 17] ; [28 23],[53.81395349 24.18604651] ; [35.18604651 15.81395349],0
s5,1,0.006322,7.456271,[47 27] ; [17 28],[39.79831933 34.20168067] ; [24.20168067 20.79831933],0
p7,1,0.010165,6.605677,[58 16] ; [29 22],[51.504 22.496] ; [35.496 15.504],0
d2,1,0.015245,5.887932,[43 35] ; [17 34],[36.27906977 41.72093023] ; [23.72093023 27.27906977],0
u1,1,0.026086,4.950313,[20 58] ; [ 5 46],[15.11627907 62.88372093] ; [ 9.88372093 41.11627907],0
p6,1,0.026709,4.909492,[41 36] ; [17 34],[34.890625 42.109375] ; [23.109375 27.890625],0
s6,1,0.032806,4.55587,[68  8] ; [36 12],[63.74193548 12.25806452] ; [40.25806452  7.74193548],0
p8,1,0.040358,4.202763,[49 27] ; [23 27],[43.42857143 32.57142857] ; [28.57142857 21.42857143],0
p3,1,0.066537,3.366442,[45 33] ; [21 30],[39.90697674 38.09302326] ; [26.09302326 24.90697674],0
p2,1,0.104157,2.640711,[67 11] ; [38 13],[63.48837209 14.51162791] ; [41.51162791  9.48837209],0
u2,1,0.109769,2.557545,[11  6] ; [ 9 14],[8.5 8.5] ; [11.5 11.5],0
d1,1,0.117716,2.447446,[52 26] ; [27 24],[47.76744186 30.23255814] ; [31.23255814 19.76744186],0
n3,1,0.129279,2.301136,[15  3] ; [7 5],[13.2  4.8] ; [8.8 3.2],0
p1,1,0.1299,2.293694,[ 9 69] ; [ 2 49],[ 6.65116279 71.34883721] ; [ 4.34883721 46.65116279],0
a7,1,0.156531,2.007422,[50 28] ; [38 12],[53.625 24.375] ; [34.375 15.625],0
p4,1,0.157567,1.997425,[51 27] ; [27 24],[47.1627907 30.8372093] ; [30.8372093 20.1627907],0
v3,1,0.164681,1.930708,[27 51] ; [11 37],[23.52380952 54.47619048] ; [14.47619048 33.52380952],0
p12,1,0.188343,1.73053,[ 8 70] ; [ 2 49],[ 6.04651163 71.95348837] ; [ 3.95348837 47.04651163],0
n4,1,0.191952,1.702569,[56 22] ; [31 20],[52.60465116 25.39534884] ; [34.39534884 16.60465116],0
d5,1,0.200361,1.639739,[65 13] ; [37 13],[62.15625 15.84375] ; [39.84375 10.15625],0
v2,1,0.211628,1.560253,[34 42] ; [27 21],[37.38709677 38.61290323] ; [23.61290323 24.38709677],0
p11,1,0.221928,1.491862,[65 13] ; [38 13],[62.27906977 15.72093023] ; [40.72093023 10.27906977],0
u3,1,0.239918,1.381074,[12  5] ; [12 11],[10.2  6.8] ; [13.8  9.2],0
s1,1,0.249438,1.326451,[ 5 73] ; [ 1 49],[ 3.65625 74.34375] ; [ 2.34375 47.65625],0
b2,1,0.264811,1.243432,[12 37] ; [ 3 20],[10.20833333 38.79166667] ; [ 4.79166667 18.20833333],0
