Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,69.408032,[51 87] ; [230  65],[89.55658199 48.44341801] ; [191.44341801 103.55658199],1
a6,1,0.0,48.609968,[63 75] ; [234  62],[94.43778802 43.56221198] ; [202.56221198  93.43778802],1
a2,1,3e-06,21.666208,[ 15 123] ; [ 94 203],[ 34.57931034 103.42068966] ; [ 74.42068966 222.57931034],1
u1,1,5e-06,20.788279,[  8 130] ; [ 71 226],[ 25.06206897 112.93793103] ; [ 53.93793103 243.06206897],1
r4,1,3.3e-05,17.247763,[108  30] ; [274  23],[121.1862069  16.8137931] ; [260.8137931  36.1862069],1
r3,1,0.000116,14.863646,[119  19] ; [286  11],[128.48275862   9.51724138] ; [276.51724138  20.48275862],1
d1,1,0.000165,14.197348,[56 82] ; [178 119],[74.23448276 63.76551724] ; [159.76551724 137.23448276],1
d4,1,0.000314,12.984965,[94 43] ; [248  48],[108.20785219  28.79214781] ; [233.79214781  62.20785219],1
d5,1,0.000939,10.943331,[96 42] ; [247  49],[109.06451613  28.93548387] ; [233.93548387  62.06451613],1
b5,1,0.001439,10.154526,[73 65] ; [204  93],[87.87586207 50.12413793] ; [189.12413793 107.87586207],0
v4,1,0.002005,9.545061,[119  17] ; [284  13],[126.57736721   9.42263279] ; [276.42263279  20.57736721],0
p2,1,0.003763,8.394613,[82 54] ; [220  77],[94.85450346 41.14549654] ; [207.14549654  89.85450346],0
v2,1,0.004414,8.105262,[53 78] ; [156 125],[66.4538835 64.5461165] ; [142.5461165 138.4538835],0
p10,1,0.004724,7.982317,[84 52] ; [220  73],[96.37296037 39.62703963] ; [207.62703963  85.37296037],0
p4,1,0.006963,7.282599,[45 92] ; [138 158],[57.90069284 79.09930716] ; [125.09930716 170.90069284],0
r1,1,0.008413,6.943345,[96 42] ; [238  56],[106.69444444  31.30555556] ; [227.30555556  66.69444444],0
p9,1,0.035483,4.421759,[94 42] ; [230  63],[102.71328671  33.28671329] ; [221.28671329  71.71328671],0
u2,1,0.056752,3.629847,[17 23] ; [51 33],[21.93548387 18.06451613] ; [46.06451613 37.93548387],0
n2,1,0.060032,3.536497,[43 11] ; [55 30],[38.07194245 15.92805755] ; [59.92805755 25.07194245],0
n6,1,0.067306,3.347534,[99 38] ; [238  59],[106.38018433  30.61981567] ; [230.61981567  66.38018433],0
s6,1,0.087578,2.918341,[75 60] ; [190 106],[83.00464037 51.99535963] ; [181.99535963 114.00464037],0
a1,1,0.088205,2.906831,[ 11 127] ; [ 12 285],[  7.29655172 130.70344828] ; [ 15.70344828 281.29655172],0
s2,1,0.092739,2.826181,[58 78] ; [151 143],[66.10232558 69.89767442] ; [142.89767442 151.10232558],0
b1,1,0.115934,2.471407,[63 75] ; [112 185],[55.51724138 82.48275862] ; [119.48275862 177.51724138],0
u3,1,0.133941,2.246223,[21 20] ; [56 30],[24.85826772 16.14173228] ; [52.14173228 33.85826772],0
a5,1,0.168509,1.896155,[88 50] ; [209  88],[94.22068966 43.77931034] ; [202.77931034  94.22068966],0
p3,1,0.173426,1.85308,[42 95] ; [111 186],[48.29723502 88.70276498] ; [104.70276498 192.29723502],0
b2,1,0.189645,1.720372,[40 51] ; [ 61 110],[35.08015267 55.91984733] ; [ 65.91984733 105.08015267],0
b3,1,0.189645,1.720372,[40 51] ; [ 61 110],[35.08015267 55.91984733] ; [ 65.91984733 105.08015267],0
u4,1,0.238311,1.390555,[  1 137] ; [  7 290],[  2.53793103 135.46206897] ; [  5.46206897 291.53793103],0
s1,1,0.314437,1.011944,[  8 127] ; [ 11 281],[  6.00702576 128.99297424] ; [ 12.99297424 279.00702576],0
p6,1,0.331941,0.941311,[ 27 109] ; [ 71 224],[ 30.92343387 105.07656613] ; [ 67.07656613 227.92343387],0
s5,1,0.340921,0.906965,[40 89] ; [ 76 211],[35.97115385 93.02884615] ; [ 80.02884615 206.97115385],0
v3,1,0.353008,0.862615,[40 89] ; [101 182],[44.14805825 84.85194175] ; [ 96.85194175 186.14805825],0
n1,1,0.368574,0.808467,[23 30] ; [30 54],[20.50364964 32.49635036] ; [32.49635036 51.50364964],0
p11,1,0.411518,0.67441,[97 41] ; [197 100],[93.26896552 44.73103448] ; [200.73103448  96.26896552],0
b4,1,0.419653,0.651286,[78 60] ; [180 117],[81.84827586 56.15172414] ; [176.15172414 120.84827586],0
s3,1,0.42548,0.635129,[72 65] ; [166 127],[75.82790698 61.17209302] ; [162.17209302 130.82790698],0
a8,1,0.43262,0.61578,[ 12 118] ; [ 32 238],[ 14.3 115.7] ; [ 29.7 240.3],0
n4,1,0.434872,0.609777,[95 42] ; [216  80],[98.39953811 38.60046189] ; [212.60046189  83.39953811],0
s4,1,0.489059,0.478595,[ 21 116] ; [ 53 241],[ 23.52204176 113.47795824] ; [ 50.47795824 243.52204176],0
n5,1,0.57177,0.31973,[95 41] ; [198  97],[92.45475638 43.54524362] ; [200.54524362  94.45475638],0
s8,1,0.591502,0.288005,[48 89] ; [112 185],[50.50691244 86.49308756] ; [109.49308756 187.50691244],0
p5,1,0.605901,0.266187,[  7 128] ; [ 12 282],[  5.97902098 129.02097902] ; [ 13.02097902 280.97902098],0
v1,1,0.614336,0.253909,[64 69] ; [131 157],[61.60332542 71.39667458] ; [133.39667458 154.60332542],0
p12,1,0.624834,0.239131,[  8 129] ; [ 14 282],[  6.96073903 130.03926097] ; [ 15.03926097 280.96073903],0
p1,1,0.775861,0.081063,[  7 131] ; [ 17 279],[  7.63133641 130.36866359] ; [ 16.36866359 279.63133641],0
p7,1,0.809023,0.058412,[54 81] ; [120 171],[55.14084507 79.85915493] ; [118.85915493 172.14084507],0
d2,1,0.861402,0.030482,[67 69] ; [148 147],[67.84222738 68.15777262] ; [147.15777262 147.84222738],0
n3,1,0.893161,0.018038,[38 14] ; [63 22],[38.33576642 13.66423358] ; [62.66423358 22.33576642],0
s7,1,0.915697,0.011205,[57 74] ; [122 162],[56.50361446 74.49638554] ; [122.49638554 161.50361446],0
a3,1,0.983725,0.000416,[97 40] ; [210  87],[96.91013825 40.08986175] ; [210.08986175  86.91013825],0
a4,1,0.98777,0.000235,[64 72] ; [140 157],[64.073903 71.926097] ; [139.926097 157.073903],0
