Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.008401,6.945903,[15  2] ; [3 5],[12.24  4.76] ; [5.76 2.24],0
p4,1,0.040424,4.2,[7 9] ; [7 1],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
p7,1,0.055991,3.652315,[7 8] ; [7 1],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
r1,1,0.092838,2.824463,[14  3] ; [4 4],[12.24  4.76] ; [5.76 2.24],0
b1,1,0.114324,2.493401,[ 7 10] ; [6 2],[8.84 8.16] ; [4.16 3.84],0
a3,1,0.115184,2.481618,[12  5] ; [3 5],[10.2  6.8] ; [4.8 3.2],0
d4,1,0.133456,2.251838,[15  2] ; [5 3],[13.6  3.4] ; [6.4 1.6],0
v4,1,0.170016,1.882799,[16  1] ; [6 2],[14.96  2.04] ; [7.04 0.96],0
r2,1,0.170016,1.882799,[16  1] ; [6 2],[14.96  2.04] ; [7.04 0.96],0
u3,1,0.196706,1.666667,[1 4] ; [3 2],[2. 3.] ; [2. 3.],0
p6,1,0.202134,1.626891,[ 5 12] ; [4 3],[ 6.375 10.625] ; [2.625 4.375],0
s5,1,0.246566,1.342657,[10  6] ; [3 5],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
s7,1,0.246566,1.342657,[10  6] ; [3 5],[8.66666667 7.33333333] ; [4.33333333 3.66666667],0
a4,1,0.293622,1.102941,[8 9] ; [2 6],[ 6.8 10.2] ; [3.2 4.8],0
d5,1,0.317113,1.000817,[12  5] ; [4 4],[10.88  6.12] ; [5.12 2.88],0
a6,1,0.319499,0.990997,[ 7 10] ; [5 3],[8.16 8.84] ; [3.84 4.16],0
n6,1,0.399765,0.709034,[15  2] ; [6 2],[14.28  2.72] ; [6.72 1.28],0
n4,1,0.399765,0.709034,[15  2] ; [6 2],[14.28  2.72] ; [6.72 1.28],0
n2,1,0.427355,0.63,[4 1] ; [1 1],[3.57142857 1.42857143] ; [1.42857143 0.57142857],0
n3,1,0.427355,0.63,[4 1] ; [1 1],[3.57142857 1.42857143] ; [1.42857143 0.57142857],0
d2,1,0.470989,0.519655,[9 8] ; [3 5],[8.16 8.84] ; [3.84 4.16],0
s8,1,0.470989,0.519655,[9 8] ; [3 5],[8.16 8.84] ; [3.84 4.16],0
u2,1,0.527089,0.4,[2 3] ; [3 2],[2.5 2.5] ; [2.5 2.5],0
v2,1,0.558185,0.342857,[ 6 10] ; [4 4],[6.66666667 9.33333333] ; [3.33333333 4.66666667],0
s4,1,0.569399,0.323689,[ 1 16] ; [1 7],[ 1.36 15.64] ; [0.64 7.36],0
p9,1,0.569399,0.323689,[16  1] ; [7 1],[15.64  1.36] ; [7.36 0.64],0
r4,1,0.668108,0.183824,[14  3] ; [6 2],[13.6  3.4] ; [6.4 1.6],0
a2,1,0.74332,0.10723,[ 3 14] ; [1 7],[ 2.72 14.28] ; [1.28 6.72],0
r3,1,0.74332,0.10723,[14  3] ; [7 1],[14.28  2.72] ; [6.72 1.28],0
a8,1,0.746188,0.104762,[ 3 12] ; [1 6],[ 2.72727273 12.27272727] ; [1.27272727 5.72727273],0
b5,1,0.861052,0.030637,[10  7] ; [5 3],[10.2  6.8] ; [4.8 3.2],0
d1,1,0.890787,0.018854,[9 8] ; [4 4],[8.84 8.16] ; [4.16 3.84],0
s2,1,0.890787,0.018854,[8 9] ; [4 4],[8.16 8.84] ; [3.84 4.16],0
d3,1,0.914641,0.011489,[11  6] ; [5 3],[10.88  6.12] ; [5.12 2.88],0
p8,1,0.914641,0.011489,[11  6] ; [5 3],[10.88  6.12] ; [5.12 2.88],0
b4,1,0.914641,0.011489,[11  6] ; [5 3],[10.88  6.12] ; [5.12 2.88],0
v1,1,0.930912,0.007516,[11  4] ; [6 2],[11.08695652  3.91304348] ; [5.91304348 2.08695652],0
p11,1,0.935989,0.00645,[13  4] ; [6 2],[12.92  4.08] ; [6.08 1.92],0
b3,1,0.95218,0.003596,[5 8] ; [2 3],[5.05555556 7.94444444] ; [1.94444444 3.05555556],0
b2,1,0.95218,0.003596,[5 8] ; [2 3],[5.05555556 7.94444444] ; [1.94444444 3.05555556],0
p2,1,0.967162,0.001695,[12  5] ; [5 2],[12.04166667  4.95833333] ; [4.95833333 2.04166667],0
s6,1,1.0,0.0,[12  4] ; [6 2],[12.  4.] ; [6. 2.],0
v3,1,1.0,0.0,[8 8] ; [4 4],[8. 8.] ; [4. 4.],0
s3,1,1.0,0.0,[8 8] ; [4 4],[8. 8.] ; [4. 4.],0
n1,1,1.0,0.0,[2 2] ; [1 1],[2. 2.] ; [1. 1.],0
