Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000265,13.301843,[15 13] ; [88 15],[22.01526718  5.98473282] ; [80.98473282 22.01526718],1
p3,1,0.000854,11.11975,[10 19] ; [72 33],[17.74626866 11.25373134] ; [64.25373134 40.74626866],1
p9,1,0.004373,8.12222,[19  9] ; [94 11],[23.78947368  4.21052632] ; [89.21052632 15.78947368],0
p11,1,0.008556,6.913299,[19 10] ; [91 14],[23.80597015  5.19402985] ; [86.19402985 18.80597015],0
b5,1,0.009248,6.774271,[23  6] ; [55 50],[16.88059701 12.11940299] ; [61.11940299 43.88059701],0
p8,1,0.010617,6.528261,[14 14] ; [78 26],[19.51515152  8.48484848] ; [72.48484848 31.51515152],0
d2,1,0.028443,4.800985,[ 8 21] ; [53 52],[13.20149254 15.79850746] ; [47.79850746 57.20149254],0
a5,1,0.034912,4.449477,[15 14] ; [76 29],[19.69402985  9.30597015] ; [71.30597015 33.69402985],0
p5,1,0.050064,3.839303,[ 1 28] ; [19 86],[ 4.32835821 24.67164179] ; [15.67164179 89.32835821],0
s8,1,0.083106,3.003084,[ 6 22] ; [41 64],[ 9.89473684 18.10526316] ; [37.10526316 67.89473684],0
s4,1,0.088682,2.898134,[ 1 28] ; [16 88],[ 3.70676692 25.29323308] ; [13.29323308 90.70676692],0
s5,1,0.092983,2.821955,[ 3 24] ; [27 75],[ 6.27906977 20.72093023] ; [23.72093023 78.27906977],0
v1,1,0.098837,2.724216,[13 16] ; [65 40],[16.88059701 12.11940299] ; [61.11940299 43.88059701],0
s3,1,0.107494,2.590675,[10 19] ; [21 83],[ 6.7593985 22.2406015] ; [24.2406015 79.7593985],0
d3,1,0.112926,2.512782,[15 13] ; [73 32],[18.52631579  9.47368421] ; [69.47368421 35.52631579],0
r1,1,0.130331,2.288557,[19 10] ; [83 22],[22.07462687  6.92537313] ; [79.92537313 25.07462687],0
s6,1,0.13429,2.242197,[10 16] ; [56 46],[13.40625 12.59375] ; [52.59375 49.40625],0
b4,1,0.139145,2.187385,[15 14] ; [70 35],[18.39552239 10.60447761] ; [66.60447761 38.39552239],0
u1,1,0.141977,2.156396,[ 2 27] ; [19 86],[ 4.54477612 24.45522388] ; [16.45522388 88.54477612],0
a4,1,0.145699,2.116711,[ 9 20] ; [48 56],[12.42857143 16.57142857] ; [44.57142857 59.42857143],0
u3,1,0.15025,2.069709,[4 8] ; [19 14],[6.13333333 5.86666667] ; [16.86666667 16.13333333],0
n5,1,0.172718,1.859191,[19 10] ; [81 23],[21.80451128  7.19548872] ; [78.19548872 25.80451128],0
p2,1,0.176643,1.825644,[24  5] ; [96  9],[25.97014925  3.02985075] ; [94.02985075 10.97014925],0
s7,1,0.185761,1.750924,[ 7 20] ; [39 59],[ 9.936 17.064] ; [36.064 61.936],0
a7,1,0.237161,1.39739,[18 11] ; [77 28],[20.55970149  8.44029851] ; [74.44029851 30.55970149],0
d5,1,0.259349,1.27223,[21  8] ; [86 19],[23.15671642  5.84328358] ; [83.84328358 21.15671642],0
n4,1,0.260534,1.265917,[22  7] ; [89 16],[24.02238806  4.97761194] ; [86.97761194 18.02238806],0
r4,1,0.302666,1.06241,[25  4] ; [97  8],[26.40298507  2.59701493] ; [95.59701493  9.40298507],0
a3,1,0.331508,0.942999,[17 12] ; [71 33],[19.18796992  9.81203008] ; [68.81203008 35.18796992],0
n1,1,0.353588,0.860537,[3 9] ; [ 9 13],[4.23529412 7.76470588] ; [ 7.76470588 14.23529412],0
v2,1,0.366748,0.814654,[14 15] ; [60 44],[16.13533835 12.86466165] ; [57.86466165 46.13533835],0
u2,1,0.396695,0.718323,[5 7] ; [19 15],[6.26086957 5.73913043] ; [17.73913043 16.26086957],0
p7,1,0.425567,0.63489,[23  6] ; [88 15],[24.38636364  4.61363636] ; [86.61363636 16.38636364],0
a8,1,0.443629,0.586878,[ 2 26] ; [11 78],[ 3.11111111 24.88888889] ; [ 9.88888889 79.11111111],0
