Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000265,13.301843,[15 13] ; [88 15],[22.01526718  5.98473282] ; [80.98473282 22.01526718],1
p12,1,0.471599,0.518226,[ 1 26] ; [ 8 97],[ 1.84090909 25.15909091] ; [ 7.15909091 97.84090909],0
d4,1,0.52071,0.412487,[21  8] ; [82 23],[22.29104478  6.70895522] ; [80.70895522 24.29104478],0
n2,1,0.548585,0.359859,[9 4] ; [13  9],[8.17142857 4.82857143] ; [13.82857143  8.17142857],0
n3,1,0.554915,0.348586,[11  2] ; [16  5],[10.32352941  2.67647059] ; [16.67647059  4.32352941],0
p1,1,0.581701,0.303494,[ 3 26] ; [15 90],[ 3.89552239 25.10447761] ; [14.10447761 90.89552239],0
n6,1,0.593309,0.285207,[24  5] ; [91 14],[24.8880597  4.1119403] ; [90.1119403 14.8880597],0
a6,1,0.606518,0.265277,[20  9] ; [67 38],[18.82835821 10.17164179] ; [68.17164179 36.82835821],0
v3,1,0.606645,0.26509,[11 18] ; [45 59],[12.21052632 16.78947368] ; [43.78947368 60.21052632],0
v4,1,0.64744,0.209143,[27  2] ; [100   5],[27.48507463  1.51492537] ; [99.51492537  5.48507463],0
a2,1,0.659195,0.194503,[ 5 24] ; [22 83],[ 5.84328358 23.15671642] ; [21.15671642 83.84328358],0
d1,1,0.668535,0.183321,[15 14] ; [59 46],[16.01492537 12.98507463] ; [57.98507463 47.01492537],0
b1,1,0.700179,0.148285,[11 18] ; [44 61],[11.90298507 17.09701493] ; [43.09701493 61.90298507],0
a1,1,0.762052,0.09168,[ 1 28] ; [  5 100],[ 1.29850746 27.70149254] ; [  4.70149254 100.29850746],0
r2,1,0.830873,0.045617,[27  2] ; [97  6],[27.24242424  1.75757576] ; [96.75757576  6.24242424],0
r3,1,0.927604,0.008255,[28  1] ; [101   4],[27.91791045  1.08208955] ; [101.08208955   3.91791045],0
b2,1,0.978353,0.000736,[6 8] ; [31 42],[5.95402299 8.04597701] ; [31.04597701 41.95402299],0
b3,1,0.978353,0.000736,[6 8] ; [31 42],[5.95402299 8.04597701] ; [31.04597701 41.95402299],0
