Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-05,18.189167,[31 60] ; [23  6],[40.95 50.05] ; [13.05 15.95],1
s2,1,2.1e-05,18.090868,[22 69] ; [19  9],[31.35294118 59.64705882] ; [ 9.64705882 18.35294118],1
s7,1,2.4e-05,17.839286,[19 65] ; [18  9],[28. 56.] ; [ 9. 18.],1
r4,1,0.001167,10.542216,[60 31] ; [28  1],[66.73333333 24.26666667] ; [21.26666667  7.73333333],0
v3,1,0.002567,9.092367,[26 63] ; [17 11],[32.70940171 56.29059829] ; [10.29059829 17.70940171],0
u2,1,0.005254,7.789971,[15 25] ; [8 1],[18.7755102 21.2244898] ; [4.2244898 4.7755102],0
s5,1,0.007247,7.210691,[12 79] ; [10 18],[16.82352941 74.17647059] ; [ 5.17647059 22.82352941],0
s3,1,0.009862,6.659666,[36 54] ; [19  9],[41.94915254 48.05084746] ; [13.05084746 14.94915254],0
p10,1,0.013512,6.100857,[19 70] ; [13 16],[24.13559322 64.86440678] ; [ 7.86440678 21.13559322],0
u3,1,0.020766,5.346283,[15 27] ; [7 2],[18.11764706 23.88235294] ; [3.88235294 5.11764706],0
n6,1,0.033787,4.505434,[59 31] ; [25  4],[63.52941176 26.47058824] ; [20.47058824  8.52941176],0
r3,1,0.04055,4.194716,[68 22] ; [27  2],[71.8487395 18.1512605] ; [23.1512605  5.8487395],0
v2,1,0.042274,4.124203,[32 58] ; [16 12],[36.61016949 53.38983051] ; [11.38983051 16.61016949],0
r1,1,0.045866,3.986508,[65 26] ; [26  3],[69.00833333 21.99166667] ; [21.99166667  7.00833333],0
d5,1,0.045998,3.981672,[61 30] ; [25  4],[65.21666667 25.78333333] ; [20.78333333  8.21666667],0
p6,1,0.052985,3.744403,[14 76] ; [ 9 19],[17.54237288 72.45762712] ; [ 5.45762712 22.54237288],0
v4,1,0.064471,3.418472,[70 20] ; [27  2],[73.36134454 16.63865546] ; [23.63865546  5.36134454],0
p8,1,0.073398,3.205355,[22 69] ; [12 17],[25.78333333 65.21666667] ; [ 8.21666667 20.78333333],0
b1,1,0.077367,3.119363,[49 42] ; [21  8],[53.08333333 37.91666667] ; [16.91666667 12.08333333],0
v1,1,0.088533,2.900842,[31 60] ; [15 14],[34.88333333 56.11666667] ; [11.11666667 17.88333333],0
d1,1,0.090438,2.866559,[37 54] ; [17 12],[40.95 50.05] ; [13.05 15.95],0
p2,1,0.095584,2.777725,[50 41] ; [21  8],[53.84166667 37.15833333] ; [17.15833333 11.84166667],0
