Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,83.374797,[38 74] ; [188  37],[75.10979228 36.89020772] ; [150.89020772  74.10979228],1
n6,1,0.0,26.430524,[68 44] ; [191  32],[86.59104478 25.40895522] ; [172.40895522  50.59104478],1
p10,1,4e-06,21.481796,[57 53] ; [170  51],[75.43806647 34.56193353] ; [151.56193353  69.43806647],1
p9,1,5.1e-05,16.404846,[63 46] ; [174  46],[78.51975684 30.48024316] ; [158.48024316  61.51975684],1
v1,1,0.000799,11.243919,[35 76] ; [113 109],[49.33333333 61.66666667] ; [ 98.66666667 123.33333333],1
p4,1,0.005182,7.814863,[40 71] ; [116 106],[52. 59.] ; [104. 118.],0
a5,1,0.010989,6.467123,[63 49] ; [158  67],[73.44807122 38.55192878] ; [147.55192878  77.44807122],0
a6,1,0.01164,6.364823,[67 45] ; [165  60],[77.10385757 34.89614243] ; [154.89614243  70.10385757],0
a8,1,0.013956,6.043649,[  4 101] ; [ 25 175],[ 9.98360656 95.01639344] ; [ 19.01639344 180.98360656],0
p11,1,0.019793,5.430028,[71 41] ; [170  55],[80.09495549 31.90504451] ; [160.90504451  64.09495549],0
p2,1,0.028593,4.791974,[73 38] ; [171  51],[81.33333333 29.66666667] ; [162.66666667  59.33333333],0
u1,1,0.032771,4.557711,[  6 106] ; [ 29 196],[ 11.63204748 100.36795252] ; [ 23.36795252 201.63204748],0
p5,1,0.034071,4.491131,[  4 107] ; [ 23 200],[  8.97305389 102.02694611] ; [ 18.02694611 204.97305389],0
s6,1,0.037816,4.313265,[29 81] ; [ 84 138],[37.43975904 72.56024096] ; [ 75.56024096 146.43975904],0
a4,1,0.048602,3.889033,[36 76] ; [ 97 127],[44.33333333 67.66666667] ; [ 88.66666667 135.33333333],0
d2,1,0.050113,3.837676,[36 76] ; [ 96 126],[44.26347305 67.73652695] ; [ 87.73652695 134.26347305],0
a2,1,0.059554,3.549772,[14 98] ; [ 47 178],[20.27299703 91.72700297] ; [ 40.72700297 184.27299703],0
a7,1,0.061281,3.502362,[84 27] ; [147  77],[76.54029851 34.45970149] ; [154.45970149  69.54029851],0
n1,1,0.080192,3.061003,[ 7 28] ; [23 39],[10.82474227 24.17525773] ; [19.17525773 42.82474227],0
p7,1,0.08098,3.045127,[48 63] ; [118 103],[55.5 55.5] ; [110.5 110.5],0
v3,1,0.114139,2.49595,[25 82] ; [ 70 150],[31.08562691 75.91437309] ; [ 63.91437309 156.08562691],0
p3,1,0.116345,2.465842,[35 76] ; [ 90 133],[41.54191617 69.45808383] ; [ 83.45808383 139.54191617],0
b2,1,0.127675,2.320553,[14 43] ; [47 84],[18.49468085 38.50531915] ; [42.50531915 88.49468085],0
b3,1,0.127675,2.320553,[14 43] ; [47 84],[18.49468085 38.50531915] ; [42.50531915 88.49468085],0
s2,1,0.237734,1.393982,[14 97] ; [ 19 204],[ 10.96706587 100.03293413] ; [ 22.03293413 200.96706587],0
p1,1,0.26101,1.263389,[  6 105] ; [ 20 205],[  8.58928571 102.41071429] ; [ 17.41071429 207.58928571],0
a3,1,0.275827,1.187537,[66 46] ; [145  78],[70.54328358 41.45671642] ; [140.45671642  82.54328358],0
a1,1,0.307996,1.039248,[  4 108] ; [ 14 211],[  5.98219585 106.01780415] ; [ 12.01780415 212.98219585],0
n2,1,0.32577,0.965641,[20 14] ; [44 20],[22.20408163 11.79591837] ; [41.79591837 22.20408163],0
v4,1,0.333238,0.936273,[96 16] ; [201  24],[98.70623145 13.29376855] ; [198.29376855  26.70623145],0
u3,1,0.361587,0.832376,[24 22] ; [35 45],[21.53968254 24.46031746] ; [37.46031746 42.53968254],0
d3,1,0.362539,0.829078,[75 36] ; [140  84],[71.23880597 39.76119403] ; [143.76119403  80.23880597],0
d4,1,0.369125,0.806606,[88 24] ; [166  58],[84.66666667 27.33333333] ; [169.33333333  54.66666667],0
b4,1,0.459054,0.5482,[65 47] ; [121 104],[61.81602374 50.18397626] ; [124.18397626 100.81602374],0
s1,1,0.477795,0.503893,[  4 108] ; [  5 218],[  3.00895522 108.99104478] ; [  5.99104478 217.00895522],0
d5,1,0.483759,0.490378,[82 29] ; [174  51],[84.57142857 26.42857143] ; [171.42857143  53.57142857],0
s5,1,0.485011,0.487576,[17 93] ; [ 41 180],[19.27492447 90.72507553] ; [ 38.72507553 182.27492447],0
p8,1,0.487517,0.482001,[47 64] ; [102 118],[49.96676737 61.03323263] ; [ 99.03323263 120.96676737],0
p12,1,0.532816,0.389019,[  3 108] ; [  9 213],[  4. 107.] ; [  8. 214.],0
