Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,21.854186,[19 30] ; [209  79],[33.15133531 15.84866469] ; [194.84866469  93.15133531],1
p10,1,5e-05,16.451182,[34 16] ; [254  30],[43.11377246  6.88622754] ; [244.88622754  39.11377246],1
p8,1,6.8e-05,15.86463,[16 34] ; [176 107],[28.82882883 21.17117117] ; [163.17117117 119.82882883],1
p7,1,0.000203,13.802479,[21 25] ; [205  76],[31.79204893 14.20795107] ; [194.20795107  86.79204893],1
r3,1,0.000469,12.23522,[44  6] ; [282   6],[48.22485207  1.77514793] ; [277.77514793  10.22485207],1
p3,1,0.000865,11.097062,[17 32] ; [174 115],[27.68934911 21.31065089] ; [163.31065089 125.68934911],1
p9,1,0.00171,9.836893,[39 11] ; [264  22],[45.08928571  4.91071429] ; [257.91071429  28.08928571],0
n5,1,0.002681,9.012429,[34 16] ; [245  42],[41.39465875  8.60534125] ; [237.60534125  49.39465875],0
n4,1,0.008922,6.838457,[34 16] ; [240  47],[40.65281899  9.34718101] ; [233.34718101  53.65281899],0
d4,1,0.013169,6.146239,[37 12] ; [255  33],[42.45697329  6.54302671] ; [249.54302671  38.45697329],0
a3,1,0.020733,5.349062,[31 18] ; [226  62],[37.36795252 11.63204748] ; [219.63204748  68.36795252],0
n6,1,0.028655,4.788208,[38 11] ; [255  32],[42.72916667  6.27083333] ; [250.27083333  36.72916667],0
s1,1,0.039927,4.220966,[ 4 45] ; [  7 276],[ 1.62349398 47.37650602] ; [  9.37650602 273.62349398],0
d5,1,0.048055,3.908068,[37 12] ; [249  39],[41.58456973  7.41543027] ; [244.41543027  43.58456973],0
a7,1,0.048726,3.884783,[31 19] ; [217  71],[36.68639053 13.31360947] ; [211.31360947  76.68639053],0
d3,1,0.056285,3.643606,[30 19] ; [215  74],[35.51775148 13.48224852] ; [209.48224852  79.51775148],0
a2,1,0.079439,3.076337,[ 9 41] ; [ 87 202],[14.15929204 35.84070796] ; [ 81.84070796 207.15929204],0
a6,1,0.110009,2.554099,[28 21] ; [198  90],[32.86053412 16.13946588] ; [193.13946588  94.86053412],0
