Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,21.854186,[19 30] ; [209  79],[33.15133531 15.84866469] ; [194.84866469  93.15133531],1
p11,1,0.128838,2.306449,[36 14] ; [235  54],[39.97050147 10.02949853] ; [231.02949853  57.97050147],0
s2,1,0.140918,2.16791,[38 12] ; [187  99],[33.48214286 16.51785714] ; [191.51785714  94.48214286],0
v4,1,0.170869,1.875306,[47  3] ; [280   7],[48.51632047  1.48367953] ; [278.48367953   8.51632047],0
d1,1,0.237963,1.392621,[28 22] ; [187 102],[31.71091445 18.28908555] ; [183.28908555 105.71091445],0
u1,1,0.23851,1.389378,[ 8 42] ; [ 68 221],[11.20943953 38.79056047] ; [ 64.79056047 224.20943953],0
s4,1,0.297232,1.086572,[11 37] ; [ 48 239],[ 8.45373134 39.54626866] ; [ 50.54626866 236.45373134],0
a5,1,0.305421,1.050376,[36 14] ; [227  62],[38.79056047 11.20943953] ; [224.20943953  64.79056047],0
s7,1,0.311539,1.024141,[27 20] ; [181  97],[30.08 16.92] ; [177.92 100.08],0
b3,1,0.322232,0.979865,[11 23] ; [ 77 109],[13.6 20.4] ; [ 74.4 111.6],0
b2,1,0.322232,0.979865,[11 23] ; [ 77 109],[13.6 20.4] ; [ 74.4 111.6],0
r4,1,0.383215,0.760362,[45  5] ; [270  19],[46.46017699  3.53982301] ; [268.53982301  20.46017699],0
n3,1,0.396614,0.718568,[10  7] ; [35 15],[11.41791045  5.58208955] ; [33.58208955 16.41791045],0
r2,1,0.400188,0.707762,[47  3] ; [275  10],[48.05970149  1.94029851] ; [273.94029851  11.05970149],0
d2,1,0.40085,0.705776,[22 27] ; [148 140],[24.71810089 24.28189911] ; [145.28189911 142.71810089],0
u3,1,0.411538,0.674353,[14  5] ; [40 23],[12.51219512  6.48780488] ; [41.48780488 21.51219512],0
a1,1,0.425151,0.636034,[ 4 46] ; [ 15 274],[ 2.80235988 47.19764012] ; [ 16.19764012 272.80235988],0
p12,1,0.431674,0.618316,[ 4 46] ; [ 34 254],[ 5.62130178 44.37869822] ; [ 32.37869822 255.62130178],0
p6,1,0.437209,0.603597,[20 29] ; [132 150],[22.50151057 26.49848943] ; [129.49848943 152.50151057],0
b4,1,0.493445,0.469005,[33 17] ; [176 113],[30.8259587 19.1740413] ; [178.1740413 110.8259587],0
n2,1,0.568405,0.325359,[15  2] ; [42  9],[14.25  2.75] ; [42.75  8.25],0
s3,1,0.6573,0.19682,[34 14] ; [192  92],[32.6746988 15.3253012] ; [193.3253012  90.6746988],0
r1,1,0.672219,0.179017,[41  9] ; [243  45],[42.01183432  7.98816568] ; [241.98816568  46.01183432],0
b1,1,0.688134,0.161112,[20 30] ; [107 182],[18.73156342 31.26843658] ; [108.26843658 180.73156342],0
v2,1,0.710114,0.138163,[31 16] ; [193  88],[32.09756098 14.90243902] ; [191.90243902  89.09756098],0
s8,1,0.713325,0.134978,[28 21] ; [172 115],[29.16666667 19.83333333] ; [170.83333333 116.16666667],0
a4,1,0.811568,0.056836,[23 26] ; [140 147],[23.77083333 25.22916667] ; [139.22916667 147.77083333],0
a8,1,0.854653,0.033557,[ 7 40] ; [ 41 216],[ 7.42105263 39.57894737] ; [ 40.57894737 216.42105263],0
s5,1,0.886917,0.020223,[23 25] ; [132 150],[22.54545455 25.45454545] ; [132.45454545 149.54545455],0
n1,1,0.88859,0.019625,[8 9] ; [25 26],[8.25 8.75] ; [24.75 26.25],0
v3,1,0.892576,0.018237,[23 24] ; [141 141],[23.42857143 23.57142857] ; [140.57142857 141.42857143],0
b5,1,0.896612,0.016885,[33 17] ; [188 101],[32.59587021 17.40412979] ; [188.40412979 100.59587021],0
p1,1,0.928873,0.007968,[ 5 45] ; [ 30 258],[ 5.17751479 44.82248521] ; [ 29.82248521 258.17751479],0
u2,1,0.945917,0.004602,[12  7] ; [38 23],[11.875  7.125] ; [38.125 22.875],0
u4,1,0.947475,0.00434,[ 2 48] ; [ 11 278],[ 1.91740413 48.08259587] ; [ 11.08259587 277.91740413],0
p5,1,0.991108,0.000124,[ 8 41] ; [ 47 242],[ 7.97337278 41.02662722] ; [ 47.02662722 241.97337278],0
