Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,46.900419,[93 17] ; [20 41],[72.69005848 37.30994152] ; [40.30994152 20.69005848],1
n6,1,0.00059,11.807067,[87 21] ; [34 27],[77.32544379 30.67455621] ; [43.67455621 17.32544379],1
a6,1,0.002013,9.537979,[74 34] ; [27 34],[64.5443787 43.4556213] ; [36.4556213 24.5443787],0
s4,1,0.007189,7.225058,[15 93] ; [19 42],[21.72781065 86.27218935] ; [12.27218935 48.72781065],0
s8,1,0.010384,6.56786,[47 62] ; [14 46],[39.34319527 69.65680473] ; [21.65680473 38.34319527],0
a2,1,0.019552,5.451486,[27 83] ; [ 6 55],[21.22807018 88.77192982] ; [11.77192982 49.22807018],0
a5,1,0.027347,4.868751,[78 32] ; [33 28],[71.40350877 38.59649123] ; [39.59649123 21.40350877],0
p11,1,0.033395,4.525411,[69 41] ; [28 33],[62.39766082 47.60233918] ; [34.60233918 26.39766082],0
p5,1,0.038636,4.276798,[11 96] ; [ 1 59],[ 7.68862275 99.31137725] ; [ 4.31137725 55.68862275],0
p9,1,0.043329,4.082524,[72 37] ; [29 29],[65.92215569 43.07784431] ; [35.07784431 22.92215569],0
r3,1,0.057359,3.61216,[89 21] ; [56  5],[93.2748538 16.7251462] ; [51.7251462  9.2748538],0
a1,1,0.058629,3.575749,[13 97] ; [ 2 59],[  9.64912281 100.35087719] ; [ 5.35087719 55.64912281],0
p10,1,0.061997,3.483129,[68 41] ; [28 31],[62.28571429 46.71428571] ; [33.71428571 25.28571429],0
a7,1,0.073587,3.201132,[73 37] ; [32 29],[67.54385965 42.45614035] ; [37.45614035 23.54385965],0
u1,1,0.101677,2.679042,[19 91] ; [ 5 56],[15.43859649 94.56140351] ; [ 8.56140351 52.43859649],0
b1,1,0.117596,2.449046,[57 53] ; [24 37],[52.10526316 57.89473684] ; [28.89473684 32.10526316],0
d4,1,0.124211,2.3634,[75 33] ; [49 12],[79.24260355 28.75739645] ; [44.75739645 16.24260355],0
a8,1,0.126439,2.335687,[10 93] ; [ 2 59],[ 7.53658537 95.46341463] ; [ 4.46341463 56.53658537],0
a4,1,0.153603,2.036105,[53 55] ; [23 38],[48.56804734 59.43195266] ; [27.43195266 33.56804734],0
p12,1,0.161331,1.961706,[ 10 100] ; [ 2 58],[  7.76470588 102.23529412] ; [ 4.23529412 55.76470588],0
d2,1,0.165227,1.925723,[57 49] ; [26 35],[52.68263473 53.31736527] ; [30.31736527 30.68263473],0
p1,1,0.184626,1.759989,[12 98] ; [ 3 58],[  9.64912281 100.35087719] ; [ 5.35087719 55.64912281],0
p3,1,0.201707,1.62997,[39 70] ; [16 45],[35.26470588 73.73529412] ; [19.73529412 41.26470588],0
