Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.294691,[42 20] ; [45 98],[26.31219512 35.68780488] ; [60.68780488 82.31219512],1
s8,1,2.1e-05,18.13801,[22 41] ; [ 15 130],[11.20673077 51.79326923] ; [ 25.79326923 119.20673077],1
s7,1,0.005035,7.866684,[18 41] ; [ 19 121],[10.96984925 48.03015075] ; [ 26.03015075 113.96984925],0
r2,1,0.005128,7.833766,[60  3] ; [116  29],[53.30769231  9.69230769] ; [122.69230769  22.30769231],0
d4,1,0.007161,7.232102,[53  9] ; [99 48],[45.09090909 16.90909091] ; [106.90909091  40.09090909],0
v1,1,0.009236,6.776609,[31 32] ; [ 44 101],[22.71634615 40.28365385] ; [52.28365385 92.71634615],0
d3,1,0.019403,5.464834,[44 19] ; [76 69],[36.34615385 26.65384615] ; [83.65384615 61.34615385],0
n4,1,0.029961,4.711538,[46 17] ; [84 63],[39. 24.] ; [91. 56.],0
s6,1,0.033162,4.5374,[25 37] ; [ 37 108],[18.57004831 43.42995169] ; [ 43.42995169 101.57004831],0
a1,1,0.04071,4.188034,[ 8 55] ; [  7 140],[ 4.5 58.5] ; [ 10.5 136.5],0
p10,1,0.041814,4.142727,[44 18] ; [81 64],[37.43961353 24.56038647] ; [87.56038647 57.43961353],0
s1,1,0.045185,4.011731,[ 4 58] ; [  2 144],[ 1.78846154 60.21153846] ; [  4.21153846 141.78846154],0
a4,1,0.05631,3.642877,[29 34] ; [47 99],[22.90909091 40.09090909] ; [53.09090909 92.90909091],0
a7,1,0.067353,3.346384,[46 16] ; [89 57],[40.24038462 21.75961538] ; [94.75961538 51.24038462],0
n6,1,0.069163,3.302771,[52 11] ; [103  43],[46.72248804 16.27751196] ; [108.27751196  37.72248804],0
p3,1,0.086173,2.944448,[17 45] ; [ 25 122],[12.45933014 49.54066986] ; [ 29.54066986 117.45933014],0
a3,1,0.103471,2.651209,[45 18] ; [87 59],[39.78947368 23.21052632] ; [92.21052632 53.78947368],0
v4,1,0.131451,2.275281,[57  6] ; [121  26],[53.4  9.6] ; [124.6  22.4],0
p9,1,0.17894,1.806408,[45 17] ; [88 52],[40.82178218 21.17821782] ; [92.17821782 47.82178218],0
d1,1,0.181739,1.783346,[32 31] ; [60 87],[27.6 35.4] ; [64.4 82.6],0
u2,1,0.209814,1.572712,[10  7] ; [25 35],[7.72727273 9.27272727] ; [27.27272727 32.72727273],0
p7,1,0.221,1.497864,[29 33] ; [55 91],[25.03846154 36.96153846] ; [58.96153846 87.03846154],0
s5,1,0.277993,1.176875,[ 7 55] ; [ 25 120],[ 9.58454106 52.41545894] ; [ 22.41545894 122.58454106],0
r1,1,0.297352,1.086034,[44 19] ; [91 55],[40.6937799 22.3062201] ; [94.3062201 51.6937799],0
r3,1,0.324271,0.971641,[54  8] ; [119  27],[51.56730769 10.43269231] ; [121.43269231  24.56730769],0
d5,1,0.325935,0.964983,[47 16] ; [99 47],[44.00956938 18.99043062] ; [101.99043062  44.00956938],0
s2,1,0.327819,0.957494,[ 9 54] ; [ 14 131],[ 6.96634615 56.03365385] ; [ 16.03365385 128.96634615],0
r4,1,0.340356,0.909091,[49 14] ; [105  42],[46.2 16.8] ; [107.8  39.2],0
p1,1,0.370261,0.802788,[ 5 58] ; [  7 139],[ 3.61722488 59.38277512] ; [  8.38277512 137.61722488],0
b1,1,0.391208,0.735184,[23 40] ; [63 84],[25.8 37.2] ; [60.2 86.8],0
b4,1,0.397336,0.716374,[37 26] ; [77 70],[34.2 28.8] ; [79.8 67.2],0
n5,1,0.4547,0.558908,[41 22] ; [87 59],[38.58373206 24.41626794] ; [89.41626794 56.58373206],0
d2,1,0.465175,0.533414,[26 36] ; [53 92],[23.66183575 38.33816425] ; [55.33816425 89.66183575],0
b5,1,0.488005,0.480922,[43 20] ; [93 54],[40.8 22.2] ; [95.2 51.8],0
s4,1,0.559454,0.340651,[ 6 57] ; [ 18 128],[ 7.23444976 55.76555024] ; [ 16.76555024 129.23444976],0
p2,1,0.560059,0.339602,[37 25] ; [94 53],[38.86124402 23.13875598] ; [92.13875598 54.86124402],0
a8,1,0.591637,0.287795,[ 7 52] ; [ 13 126],[ 5.95959596 53.04040404] ; [ 14.04040404 124.95959596],0
a5,1,0.597191,0.279254,[41 22] ; [90 57],[39.3 23.7] ; [91.7 55.3],0
u3,1,0.642164,0.215923,[ 8 10] ; [23 37],[ 7.15384615 10.84615385] ; [23.84615385 36.15384615],0
a2,1,0.663723,0.189033,[10 53] ; [ 27 120],[11.1 51.9] ; [ 25.9 121.1],0
n2,1,0.667669,0.184341,[10  5] ; [37 24],[9.27631579 5.72368421] ; [37.72368421 23.27631579],0
u1,1,0.713279,0.135023,[ 5 58] ; [ 14 133],[ 5.7 57.3] ; [ 13.3 133.7],0
p12,1,0.761759,0.091913,[ 2 60] ; [  6 140],[ 2.38461538 59.61538462] ; [  5.61538462 140.38461538],0
p6,1,0.766242,0.088384,[ 9 52] ; [ 19 125],[ 8.33170732 52.66829268] ; [ 19.66829268 124.33170732],0
p5,1,0.805464,0.060654,[ 3 59] ; [  6 141],[ 2.66985646 59.33014354] ; [  6.33014354 140.66985646],0
p8,1,0.831173,0.045453,[19 42] ; [ 43 102],[18.3592233 42.6407767] ; [ 43.6407767 101.3592233],0
n1,1,0.850469,0.03554,[ 4 10] ; [19 42],[4.29333333 9.70666667] ; [18.70666667 42.29333333],0
p11,1,0.875139,0.024691,[41 22] ; [94 53],[40.5 22.5] ; [94.5 52.5],0
u4,1,0.899021,0.016103,[ 1 62] ; [  2 145],[ 0.9 62.1] ; [  2.1 144.9],0
b2,1,0.925055,0.008849,[13 26] ; [26 50],[13.22608696 25.77391304] ; [25.77391304 50.22608696],0
b3,1,0.925055,0.008849,[13 26] ; [26 50],[13.22608696 25.77391304] ; [25.77391304 50.22608696],0
