Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.027885,4.835165,[15 11] ; [ 3 11],[11.7 14.3] ; [6.3 7.7],0
p7,1,0.250616,1.319865,[12 13] ; [10  5],[13.75 11.25] ; [8.25 6.75],0
b1,1,0.355358,0.85423,[10 16] ; [8 7],[11.41463415 14.58536585] ; [6.58536585 8.41463415],0
p1,1,0.686333,0.163083,[ 1 25] ; [ 1 14],[ 1.26829268 24.73170732] ; [ 0.73170732 14.26829268],0
p11,1,0.885131,0.020871,[15 11] ; [9 6],[15.2195122 10.7804878] ; [8.7804878 6.2195122],0
