Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,51.027542,[86  8] ; [11 25],[70.13846154 23.86153846] ; [26.86153846  9.13846154],1
p11,1,0.000143,14.458154,[76 18] ; [17 19],[67.24615385 26.75384615] ; [25.75384615 10.24615385],1
d3,1,0.000592,11.802433,[68 24] ; [15 21],[59.65625 32.34375] ; [23.34375 12.65625],1
a7,1,0.001442,10.151891,[71 22] ; [17 19],[63.44186047 29.55813953] ; [24.55813953 11.44186047],0
d5,1,0.002177,9.394095,[68 25] ; [16 20],[60.55813953 32.44186047] ; [23.44186047 12.55813953],0
p2,1,0.002224,9.354948,[83 10] ; [24 12],[77.13953488 15.86046512] ; [29.86046512  6.13953488],0
s6,1,0.002896,8.871561,[64 29] ; [14 21],[56.671875 36.328125] ; [21.328125 13.671875],0
s8,1,0.003757,8.397853,[39 55] ; [ 5 30],[32.0620155 61.9379845] ; [11.9379845 23.0620155],0
s7,1,0.005139,7.829747,[40 49] ; [ 6 28],[33.28455285 55.71544715] ; [12.71544715 21.28455285],0
a5,1,0.006445,7.421486,[66 28] ; [16 20],[59.29230769 34.70769231] ; [22.70769231 13.29230769],0
r1,1,0.008007,7.031971,[72 22] ; [19 17],[65.8 28.2] ; [25.2 10.8],0
v4,1,0.01582,5.822769,[89  4] ; [29  6],[85.734375  7.265625] ; [32.265625  2.734375],0
d1,1,0.023557,5.126951,[44 50] ; [ 9 27],[38.32307692 55.67692308] ; [14.67692308 21.32307692],0
n6,1,0.029858,4.717458,[67 25] ; [19 17],[61.8125 30.1875] ; [24.1875 11.8125],0
s1,1,0.031737,4.612673,[ 1 93] ; [ 3 33],[ 2.89230769 91.10769231] ; [ 1.10769231 34.89230769],0
v2,1,0.03224,4.58568,[49 39] ; [12 23],[43.64227642 44.35772358] ; [17.35772358 17.64227642],0
p4,1,0.033742,4.507737,[61 33] ; [16 20],[55.67692308 38.32307692] ; [21.32307692 14.67692308],0
b4,1,0.039389,4.243993,[58 36] ; [15 21],[52.78461538 41.21538462] ; [20.21538462 15.78461538],0
v3,1,0.051432,3.794162,[28 61] ; [ 5 30],[23.68548387 65.31451613] ; [ 9.31451613 25.68548387],0
u1,1,0.06891,3.308797,[13 81] ; [ 1 35],[10.12307692 83.87692308] ; [ 3.87692308 32.12307692],0
n5,1,0.074272,3.185988,[39 54] ; [ 9 27],[34.60465116 58.39534884] ; [13.39534884 22.60465116],0
s5,1,0.079133,3.082617,[31 61] ; [ 6 28],[27.01587302 64.98412698] ; [ 9.98412698 24.01587302],0
u2,1,0.07964,3.072232,[21  9] ; [ 8 10],[18.125 11.875] ; [10.875  7.125],0
a4,1,0.083038,3.004413,[36 58] ; [ 8 28],[31.81538462 62.18461538] ; [12.18461538 23.81538462],0
r4,1,0.090213,2.870575,[80 14] ; [26 10],[76.64615385 17.35384615] ; [29.35384615  6.64615385],0
a3,1,0.103289,2.654008,[63 31] ; [18 17],[59.02325581 34.97674419] ; [21.97674419 13.02325581],0
