Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,29.640839,[ 9 31] ; [36  8],[21.42857143 18.57142857] ; [23.57142857 20.42857143],1
p11,1,6.1e-05,16.079851,[ 8 33] ; [28 17],[17.1627907 23.8372093] ; [18.8372093 26.1627907],1
p2,1,8.5e-05,15.452803,[14 27] ; [33 10],[22.94047619 18.05952381] ; [24.05952381 18.94047619],1
s8,1,0.000905,11.01238,[ 1 40] ; [13 32],[ 6.6744186 34.3255814] ; [ 7.3255814 37.6744186],1
v4,1,0.001317,10.318545,[15 26] ; [32 13],[22.40697674 18.59302326] ; [24.59302326 20.40697674],0
r3,1,0.016727,5.724778,[11 30] ; [23 21],[16.4 24.6] ; [17.6 26.4],0
u2,1,0.018715,5.527918,[ 5 16] ; [12  8],[ 8.70731707 12.29268293] ; [ 8.29268293 11.70731707],0
p8,1,0.023063,5.16375,[ 7 33] ; [18 27],[11.76470588 28.23529412] ; [13.23529412 31.76470588],0
p4,1,0.027542,4.856523,[ 9 32] ; [20 25],[13.8255814 27.1744186] ; [15.1744186 29.8255814],0
n2,1,0.029998,4.709382,[ 8 15] ; [13  6],[11.5 11.5] ; [9.5 9.5],0
n6,1,0.030288,4.692893,[16 24] ; [28 16],[20.95238095 19.04761905] ; [23.04761905 20.95238095],0
u3,1,0.030729,4.668042,[ 3 18] ; [ 9 11],[ 6.14634146 14.85365854] ; [ 5.85365854 14.14634146],0
s7,1,0.039067,4.257935,[ 7 30] ; [18 27],[11.2804878 25.7195122] ; [13.7195122 31.2804878],0
p5,1,0.065131,3.401653,[ 1 39] ; [ 6 38],[ 3.33333333 36.66666667] ; [ 3.66666667 40.33333333],0
d2,1,0.077495,3.116667,[18 22] ; [12 33],[14.11764706 25.88235294] ; [15.88235294 29.11764706],0
r2,1,0.092171,2.836042,[18 21] ; [29 16],[21.82142857 17.17857143] ; [25.17857143 19.82142857],0
v1,1,0.130134,2.290909,[ 7 33] ; [14 30],[10. 30.] ; [11. 33.],0
s6,1,0.130151,2.290704,[ 7 34] ; [14 31],[10.01162791 30.98837209] ; [10.98837209 34.01162791],0
a1,1,0.132673,2.26095,[ 7 34] ; [ 3 42],[ 4.76744186 36.23255814] ; [ 5.23255814 39.76744186],0
a7,1,0.175483,1.835468,[15 26] ; [23 22],[18.11627907 22.88372093] ; [19.88372093 25.11627907],0
s1,1,0.189224,1.72365,[ 5 36] ; [ 2 43],[ 3.3372093 37.6627907] ; [ 3.6627907 41.3372093],0
b4,1,0.204669,1.608738,[19 22] ; [27 18],[21.93023256 19.06976744] ; [24.06976744 20.93023256],0
d4,1,0.217832,1.518596,[22 19] ; [30 15],[24.79069767 16.20930233] ; [27.20930233 17.79069767],0
d3,1,0.220637,1.500223,[16 25] ; [23 21],[18.81176471 22.18823529] ; [20.18823529 23.81176471],0
n3,1,0.244659,1.353547,[ 8 15] ; [10  9],[ 9.85714286 13.14285714] ; [ 8.14285714 10.85714286],0
p7,1,0.284286,1.146483,[12 29] ; [17 25],[14.3253012 26.6746988] ; [14.6746988 27.3253012],0
