Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.004378,8.119793,[2 5] ; [ 1 46],[0.38888889 6.61111111] ; [ 2.61111111 44.38888889],0
d2,1,0.00829,6.969699,[5 2] ; [11 37],[2.03636364 4.96363636] ; [13.96363636 34.03636364],0
s6,1,0.013019,6.166519,[5 2] ; [12 36],[2.16363636 4.83636364] ; [14.83636364 33.16363636],0
s7,1,0.021472,5.288042,[4 3] ; [ 8 37],[1.61538462 5.38461538] ; [10.38461538 34.61538462],0
p11,1,0.029209,4.755273,[6 1] ; [20 28],[3.30909091 3.69090909] ; [22.69090909 25.30909091],0
a4,1,0.113333,2.507117,[3 4] ; [ 8 39],[1.42592593 5.57407407] ; [ 9.57407407 37.42592593],0
a8,1,0.145702,2.116682,[2 5] ; [ 4 39],[0.84 6.16] ; [ 5.16 37.84],0
a7,1,0.152359,2.048474,[1 6] ; [20 27],[2.72222222 4.27777778] ; [18.27777778 28.72222222],0
p6,1,0.159251,1.981329,[3 4] ; [ 9 38],[1.55555556 5.44444444] ; [10.44444444 36.55555556],0
s1,1,0.197497,1.660787,[2 5] ; [ 5 41],[0.9245283 6.0754717] ; [ 6.0754717 39.9245283],0
v3,1,0.226352,1.463641,[3 4] ; [10 36],[1.71698113 5.28301887] ; [11.28301887 34.71698113],0
n4,1,0.25184,1.31307,[6 1] ; [30 17],[4.66666667 2.33333333] ; [31.33333333 15.66666667],0
s2,1,0.273218,1.200521,[3 4] ; [11 36],[1.81481481 5.18518519] ; [12.18518519 34.81481481],0
p4,1,0.378923,0.774194,[4 3] ; [19 29],[2.92727273 4.07272727] ; [20.07272727 27.92727273],0
p2,1,0.38962,0.740127,[5 2] ; [26 22],[3.94545455 3.05454545] ; [27.05454545 20.94545455],0
a6,1,0.38962,0.740127,[2 5] ; [22 26],[3.05454545 3.94545455] ; [20.94545455 27.05454545],0
n1,1,0.399164,0.710842,[2 1] ; [ 9 13],[1.32 1.68] ; [ 9.68 12.32],0
u3,1,0.412339,0.672047,[1 3] ; [14 16],[1.76470588 2.23529412] ; [13.23529412 16.76470588],0
s8,1,0.445525,0.582011,[2 5] ; [ 8 40],[1.27272727 5.72727273] ; [ 8.72727273 39.27272727],0
v1,1,0.464022,0.536175,[3 4] ; [14 34],[2.16363636 4.83636364] ; [14.83636364 33.16363636],0
n6,1,0.482444,0.493334,[5 2] ; [27 20],[4.14814815 2.85185185] ; [27.85185185 19.14814815],0
r4,1,0.508813,0.436508,[5 2] ; [28 20],[4.2 2.8] ; [28.8 19.2],0
a5,1,0.508813,0.436508,[2 5] ; [20 28],[2.8 4.2] ; [19.2 28.8],0
s4,1,0.54393,0.368304,[2 5] ; [ 9 39],[1.4 5.6] ; [ 9.6 38.4],0
r2,1,0.588243,0.293096,[6 1] ; [36 11],[5.44444444 1.55555556] ; [36.55555556 10.44444444],0
u2,1,0.606238,0.26569,[2 2] ; [11 19],[1.52941176 2.47058824] ; [11.47058824 18.52941176],0
n5,1,0.619078,0.247166,[5 2] ; [29 18],[4.40740741 2.59259259] ; [29.59259259 17.40740741],0
b5,1,0.648278,0.208077,[3 4] ; [25 23],[3.56363636 3.43636364] ; [24.43636364 23.56363636],0
v2,1,0.687395,0.16192,[2 5] ; [10 36],[1.58490566 5.41509434] ; [10.41509434 35.58490566],0
b1,1,0.723974,0.124717,[3 4] ; [24 24],[3.43636364 3.56363636] ; [23.56363636 24.43636364],0
p7,1,0.7247,0.124033,[4 3] ; [23 23],[3.56603774 3.43396226] ; [23.43396226 22.56603774],0
p10,1,0.757303,0.095496,[1 6] ; [ 9 38],[1.2962963 5.7037037] ; [ 8.7037037 38.2962963],0
p1,1,0.759035,0.094094,[1 6] ; [ 5 43],[0.76363636 6.23636364] ; [ 5.23636364 42.76363636],0
p8,1,0.765458,0.088996,[2 5] ; [11 36],[1.68518519 5.31481481] ; [11.31481481 35.68518519],0
p3,1,0.765458,0.088996,[2 5] ; [11 36],[1.68518519 5.31481481] ; [11.31481481 35.68518519],0
r3,1,0.774516,0.082067,[5 2] ; [31 16],[4.66666667 2.33333333] ; [31.33333333 15.66666667],0
d5,1,0.785204,0.07428,[3 4] ; [18 30],[2.67272727 4.32727273] ; [18.32727273 29.67272727],0
a3,1,0.817434,0.05329,[3 4] ; [18 29],[2.72222222 4.27777778] ; [18.27777778 28.72222222],0
b2,1,0.83528,0.043237,[1 4] ; [ 8 25],[1.18421053 3.81578947] ; [ 7.81578947 25.18421053],0
b3,1,0.83528,0.043237,[1 4] ; [ 8 25],[1.18421053 3.81578947] ; [ 7.81578947 25.18421053],0
d3,1,0.886081,0.020525,[2 5] ; [15 33],[2.16363636 4.83636364] ; [14.83636364 33.16363636],0
r1,1,0.902778,0.014921,[4 3] ; [28 19],[4.14814815 2.85185185] ; [27.85185185 19.14814815],0
s3,1,0.927818,0.008207,[3 4] ; [21 26],[3.11111111 3.88888889] ; [20.88888889 26.11111111],0
