Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.375499,[154 126] ; [49  6],[169.67164179 110.32835821] ; [33.32835821 21.67164179],1
p4,1,5.6e-05,16.222932,[180 105] ; [50  5],[192.79411765  92.20588235] ; [37.20588235 17.79411765],1
p3,1,0.000166,14.178038,[156 130] ; [45 10],[168.58064516 117.41935484] ; [32.41935484 22.58064516],1
p12,1,0.000179,14.036493,[ 26 256] ; [15 40],[ 34.30860534 247.69139466] ; [ 6.69139466 48.30860534],1
p1,1,0.000367,12.692106,[ 19 265] ; [12 43],[ 25.97050147 258.02949853] ; [ 5.02949853 49.97050147],1
b5,1,0.002079,9.478259,[183 103] ; [23 32],[172.77419355 113.22580645] ; [33.22580645 21.77419355],0
p7,1,0.003434,8.560981,[184  92] ; [46  7],[192.94832827  83.05167173] ; [37.05167173 15.94832827],0
s7,1,0.005185,7.81369,[203  69] ; [48  4],[210.71604938  61.28395062] ; [40.28395062 11.71604938],0
p6,1,0.006256,7.475072,[129 154] ; [35 18],[138.13095238 144.86904762] ; [25.86904762 27.13095238],0
s5,1,0.007229,7.215281,[118 154] ; [32 18],[126.70807453 145.29192547] ; [23.29192547 26.70807453],0
s1,1,0.015867,5.817607,[  7 274] ; [ 5 50],[ 10.03571429 270.96428571] ; [ 1.96428571 53.03571429],0
a1,1,0.026913,4.89641,[ 14 272] ; [ 7 48],[ 17.61290323 268.38709677] ; [ 3.38709677 51.61290323],0
v1,1,0.027534,4.857004,[167 111] ; [41 13],[174.1686747 103.8313253] ; [33.8313253 20.1686747],0
u4,1,0.041888,4.13974,[  9 277] ; [ 5 50],[ 11.74193548 274.25806452] ; [ 2.25806452 52.74193548],0
a2,1,0.047455,3.929173,[ 90 196] ; [10 45],[ 83.87096774 202.12903226] ; [16.12903226 38.87096774],0
p9,1,0.049754,3.849734,[254  28] ; [54  1],[257.73293769  24.26706231] ; [50.26706231  4.73293769],0
v3,1,0.054048,3.711203,[131 143] ; [33 20],[137.41896024 136.58103976] ; [26.58103976 26.41896024],0
n1,1,0.066171,3.375527,[22 37] ; [9 5],[25.05479452 33.94520548] ; [5.94520548 8.05479452],0
n5,1,0.069969,3.283738,[222  61] ; [49  6],[226.90236686  56.09763314] ; [44.09763314 10.90236686],0
p10,1,0.092123,2.836879,[243  39] ; [51  3],[246.75  35.25] ; [47.25  6.75],0
n4,1,0.107046,2.597306,[234  51] ; [50  5],[238.05882353  46.94117647] ; [45.94117647  9.05882353],0
a3,1,0.124324,2.361979,[229  56] ; [49  6],[233.02941176  51.97058824] ; [44.97058824 10.02941176],0
a6,1,0.126038,2.34064,[196  89] ; [32 23],[191.11764706  93.88235294] ; [36.88235294 18.11764706],0
u1,1,0.173236,1.854719,[ 77 209] ; [10 45],[ 72.96774194 213.03225806] ; [14.03225806 40.96774194],0
p2,1,0.266698,1.233651,[243  42] ; [50  5],[245.60294118  39.39705882] ; [47.39705882  7.60294118],0
r3,1,0.30702,1.04345,[278   8] ; [52  3],[276.77419355   9.22580645] ; [53.22580645  1.77419355],0
d2,1,0.331453,0.943214,[176 110] ; [30 25],[172.77419355 113.22580645] ; [33.22580645 21.77419355],0
s6,1,0.363203,0.826788,[237  45] ; [48  6],[239.19642857  42.80357143] ; [45.80357143  8.19642857],0
p11,1,0.412244,0.672319,[231  55] ; [47  8],[233.16129032  52.83870968] ; [44.83870968 10.16129032],0
r1,1,0.419175,0.652627,[242  43] ; [49  6],[243.92647059  41.07352941] ; [47.07352941  7.92647059],0
n3,1,0.425368,0.635436,[41 19] ; [8 6],[39.72972973 20.27027027] ; [9.27027027 4.72972973],0
d1,1,0.430683,0.620982,[222  64] ; [40 15],[219.74193548  66.25806452] ; [42.25806452 12.74193548],0
a5,1,0.445176,0.582906,[236  50] ; [43 12],[234.  52.] ; [45. 10.],0
a4,1,0.447297,0.577492,[146 140] ; [25 30],[143.41935484 142.58064516] ; [27.58064516 27.41935484],0
n2,1,0.450442,0.569539,[41 19] ; [11  3],[42.16216216 17.83783784] ; [9.83783784 4.16216216],0
n6,1,0.450546,0.569278,[247  36] ; [50  5],[248.67159763  34.32840237] ; [48.32840237  6.67159763],0
b4,1,0.468998,0.524336,[171 115] ; [30 25],[168.58064516 117.41935484] ; [32.41935484 22.58064516],0
s2,1,0.537887,0.37947,[207  76] ; [38 17],[205.13313609  77.86686391] ; [39.86686391 15.13313609],0
a7,1,0.581231,0.304249,[202  83] ; [41 14],[203.69117647  81.30882353] ; [39.30882353 15.69117647],0
b1,1,0.601301,0.273038,[114 172] ; [24 31],[115.74193548 170.25806452] ; [22.25806452 32.74193548],0
u3,1,0.638686,0.220465,[43 14] ; [4 2],[42.52380952 14.47619048] ; [4.47619048 1.52380952],0
s3,1,0.676133,0.174511,[207  74] ; [42 13],[208.24107143  72.75892857] ; [40.75892857 14.24107143],0
v4,1,0.738916,0.111082,[277   8] ; [53  2],[276.61764706   8.38235294] ; [53.38235294  1.61764706],0
b2,1,0.787802,0.07245,[ 85 108] ; [19 22],[ 85.77777778 107.22222222] ; [18.22222222 22.77777778],0
b3,1,0.787802,0.07245,[ 85 108] ; [19 22],[ 85.77777778 107.22222222] ; [18.22222222 22.77777778],0
u2,1,0.807059,0.059644,[40 16] ; [4 2],[39.74193548 16.25806452] ; [4.25806452 1.74193548],0
v2,1,0.834967,0.043404,[176 100] ; [33 20],[175.33130699 100.66869301] ; [33.66869301 19.33130699],0
r2,1,0.852571,0.034536,[270  12] ; [52  2],[270.25  11.75] ; [51.75  2.25],0
d3,1,0.927255,0.008335,[222  64] ; [43 12],[222.25806452  63.74193548] ; [42.74193548 12.25806452],0
r4,1,0.940793,0.005516,[266  20] ; [51  4],[265.87096774  20.12903226] ; [51.12903226  3.87096774],0
s4,1,0.961703,0.002306,[ 56 228] ; [11 44],[ 56.12979351 227.87020649] ; [10.87020649 44.12979351],0
a8,1,0.964678,0.001961,[ 44 214] ; [ 9 43],[ 44.10967742 213.89032258] ; [ 8.89032258 43.10967742],0
d5,1,1.0,0.0,[260  26] ; [50  5],[260.  26.] ; [50.  5.],0
