Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,38.671525,[332   8] ; [78 19],[318.99313501  21.00686499] ; [91.00686499  5.99313501],1
p8,1,0.0,33.631799,[167 168] ; [16 80],[142.23897912 192.76102088] ; [40.76102088 55.23897912],1
p11,1,0.0,33.604947,[276  66] ; [50 47],[253.96810934  88.03189066] ; [72.03189066 24.96810934],1
p7,1,0.0,31.102506,[191 144] ; [23 71],[167.10955711 167.89044289] ; [46.89044289 47.10955711],1
v4,1,0.0,28.478794,[328  11] ; [79 18],[316.45183486  22.54816514] ; [90.54816514  6.45183486],1
p9,1,0.0,27.111686,[285  50] ; [57 37],[267.06293706  67.93706294] ; [74.93706294 19.06293706],1
p4,1,0.0,26.278775,[182 158] ; [23 73],[159.86238532 180.13761468] ; [45.13761468 50.86238532],1
p10,1,1e-06,23.581492,[279  59] ; [56 39],[261.50115473  76.49884527] ; [73.49884527 21.50115473],1
r4,1,8e-06,19.931087,[312  30] ; [72 25],[299.15261959  42.84738041] ; [84.84738041 12.15261959],1
s6,1,0.000165,14.190331,[225 111] ; [44 52],[209.22222222 126.77777778] ; [59.77777778 36.22222222],1
a1,1,0.000197,13.858728,[  7 335] ; [10 87],[ 13.24373576 328.75626424] ; [ 3.75626424 93.24373576],1
v1,1,0.000687,11.523322,[163 166] ; [28 66],[148.55555556 180.44444444] ; [42.44444444 51.55555556],1
b1,1,0.003345,8.609181,[104 238] ; [45 52],[116.07744875 225.92255125] ; [32.92255125 64.07744875],0
r1,1,0.004703,7.990264,[280  57] ; [68 29],[270.22119816  66.77880184] ; [77.77880184 19.22119816],0
r2,1,0.005533,7.696286,[323  16] ; [83 12],[317.12903226  21.87096774] ; [88.87096774  6.12903226],0
n6,1,0.005783,7.616564,[278  62] ; [66 30],[268.25688073  71.74311927] ; [75.74311927 20.25688073],0
p3,1,0.00613,7.511795,[140 201] ; [25 72],[128.45890411 212.54109589] ; [36.54109589 60.45890411],0
s2,1,0.007566,7.133374,[161 177] ; [31 65],[149.52995392 188.47004608] ; [42.47004608 53.52995392],0
s3,1,0.020326,5.38369,[184 150] ; [40 56],[173.99069767 160.00930233] ; [50.00930233 45.99069767],0
s1,1,0.020721,5.350113,[  6 328] ; [ 6 91],[  9.29930394 324.70069606] ; [ 2.70069606 94.29930394],0
v2,1,0.053532,3.727244,[183 141] ; [42 51],[174.82014388 149.17985612] ; [50.17985612 42.82014388],0
