Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,80.584811,[101 160] ; [137  28],[145.81690141 115.18309859] ; [92.18309859 72.81690141],1
v1,1,4e-06,21.443875,[106 157] ; [105  61],[129.35431235 133.64568765] ; [81.64568765 84.35431235],1
d1,1,0.000281,13.192696,[131 142] ; [111  58],[149.47058824 123.52941176] ; [92.52941176 76.47058824],1
s8,1,0.000488,12.1605,[ 90 183] ; [83 84],[107.33863636 165.66136364] ; [ 65.66136364 101.33863636],1
r1,1,0.000619,11.718194,[198  73] ; [146  22],[212.35535308  58.64464692] ; [131.64464692  36.35535308],1
p3,1,0.003353,8.604753,[ 99 173] ; [85 83],[113.74545455 158.25454545] ; [70.25454545 97.74545455],0
d2,1,0.005576,7.682377,[105 167] ; [88 81],[119.03854875 152.96145125] ; [73.96145125 95.03854875],0
s2,1,0.006047,7.536169,[114 158] ; [93 75],[127.96363636 144.03636364] ; [79.03636364 88.96363636],0
a3,1,0.00609,7.523369,[178  95] ; [131  38],[190.85294118  82.14705882] ; [118.14705882  50.85294118],0
p12,1,0.006547,7.393148,[  9 263] ; [ 16 153],[ 15.41950113 256.58049887] ; [  9.58049887 159.41950113],0
s7,1,0.008135,7.00347,[103 161] ; [83 76],[116.08510638 147.91489362] ; [69.91489362 89.08510638],0
r4,1,0.010222,6.595784,[229  44] ; [156  13],[237.79411765  35.20588235] ; [147.20588235  21.79411765],0
n5,1,0.01403,6.034415,[192  78] ; [137  31],[202.80821918  67.19178082] ; [126.19178082  41.80821918],0
v4,1,0.014108,6.024567,[250  19] ; [165   3],[255.4576659  13.5423341] ; [159.5423341   8.4576659],0
p7,1,0.02016,5.397969,[133 133] ; [102  64],[144.69907407 121.30092593] ; [90.30092593 75.69907407],0
d5,1,0.040897,4.180291,[209  64] ; [143  26],[217.41176471  55.58823529] ; [134.58823529  34.41176471],0
a1,1,0.041521,4.154619,[  5 268] ; [  9 160],[  8.64705882 264.35294118] ; [  5.35294118 163.64705882],0
a5,1,0.041978,4.136093,[189  84] ; [132  37],[198.26470588  74.73529412] ; [122.73529412  46.26470588],0
d4,1,0.051307,3.798226,[212  61] ; [144  25],[219.88235294  53.11764706] ; [136.11764706  32.88235294],0
p1,1,0.052179,3.770027,[ 13 260] ; [ 16 153],[ 17.91176471 255.08823529] ; [ 11.08823529 157.91176471],0
s5,1,0.053452,3.72973,[ 67 196] ; [ 57 110],[ 75.84186047 187.15813953] ; [ 48.15813953 118.84186047],0
n4,1,0.054678,3.691872,[194  79] ; [134  35],[202.58823529  70.41176471] ; [125.41176471  43.58823529],0
b2,1,0.055864,3.656118,[ 43 104] ; [44 64],[50.15294118 96.84705882] ; [36.84705882 71.15294118],0
b3,1,0.055864,3.656118,[ 43 104] ; [44 64],[50.15294118 96.84705882] ; [36.84705882 71.15294118],0
a4,1,0.066233,3.373993,[101 172] ; [77 91],[110.19047619 162.80952381] ; [ 67.80952381 100.19047619],0
r3,1,0.068662,3.314729,[252  19] ; [164   5],[256.21818182  14.78181818] ; [159.78181818   9.21818182],0
s4,1,0.086833,2.932124,[ 49 223] ; [ 20 148],[ 42.65454545 229.34545455] ; [ 26.34545455 141.65454545],0
d3,1,0.098874,2.723606,[173 100] ; [120  49],[180.97058824  92.02941176] ; [112.02941176  56.97058824],0
n6,1,0.102132,2.671936,[223  48] ; [148  20],[229.02277904  41.97722096] ; [141.97722096  26.02277904],0
p5,1,0.10353,2.650305,[ 16 255] ; [ 17 151],[ 20.37129841 250.62870159] ; [ 12.62870159 155.37129841],0
a2,1,0.119426,2.424829,[ 48 225] ; [ 40 129],[ 54.35294118 218.64705882] ; [ 33.64705882 135.35294118],0
p4,1,0.121975,2.391775,[123 148] ; [89 79],[130.87015945 140.12984055] ; [81.12984055 86.87015945],0
r2,1,0.134925,2.234903,[245  23] ; [159   8],[248.90114943  19.09885057] ; [155.09885057  11.90114943],0
p11,1,0.222674,1.487053,[222  51] ; [145  24],[226.67647059  46.32352941] ; [140.32352941  28.67647059],0
u1,1,0.226162,1.46484,[ 34 239] ; [ 28 141],[ 38.29411765 234.70588235] ; [ 23.70588235 145.29411765],0
n1,1,0.234346,1.414286,[24 40] ; [ 9 26],[21.33333333 42.66666667] ; [11.66666667 23.33333333],0
s6,1,0.255476,1.293108,[166 105] ; [110  55],[171.55045872  99.44954128] ; [104.44954128  60.55045872],0
p8,1,0.257052,1.284565,[120 150] ; [84 84],[125.75342466 144.24657534] ; [78.24657534 89.75342466],0
b5,1,0.267699,1.228498,[168 105] ; [95 74],[162.44117647 110.55882353] ; [100.55882353  68.44117647],0
s3,1,0.277566,1.178971,[143 128] ; [97 70],[148.49315068 122.50684932] ; [91.50684932 75.49315068],0
p2,1,0.443348,0.587601,[223  50] ; [142  26],[225.95238095  47.04761905] ; [139.04761905  28.95238095],0
b1,1,0.471474,0.518519,[ 98 175] ; [ 55 114],[ 94.5 178.5] ; [ 58.5 110.5],0
u2,1,0.666262,0.186006,[50 43] ; [22 16],[51.11450382 41.88549618] ; [20.88549618 17.11450382],0
u3,1,0.681556,0.16838,[52 42] ; [19 18],[50.94656489 43.05343511] ; [20.05343511 16.94656489],0
a8,1,0.691336,0.157643,[ 32 225] ; [ 21 131],[ 33.30317848 223.69682152] ; [ 19.69682152 132.30317848],0
b4,1,0.824884,0.048959,[158 115] ; [96 73],[156.88235294 116.11764706] ; [97.11764706 71.88235294],0
n3,1,0.8606,0.030839,[49 15] ; [27  9],[48.64 15.36] ; [27.36  8.64],0
s1,1,0.882352,0.0219,[  6 266] ; [  4 161],[  6.22425629 265.77574371] ; [  3.77574371 161.22425629],0
p9,1,0.941802,0.00533,[250  22] ; [155  14],[249.79591837  22.20408163] ; [155.20408163  13.79591837],0
a7,1,0.953664,0.003376,[198  75] ; [123  46],[198.26470588  74.73529412] ; [122.73529412  46.26470588],0
a6,1,0.960363,0.00247,[188  85] ; [116  53],[187.76470588  85.23529412] ; [116.23529412  52.76470588],0
n2,1,1.0,0.0,[52 13] ; [28  7],[52. 13.] ; [28.  7.],0
