Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,196.837126,[  6 118] ; [437 167],[75.45604396 48.54395604] ; [367.54395604 236.45604396],1
d3,1,0.0,134.741702,[32 90] ; [477 127],[85.53443526 36.46556474] ; [423.46556474 180.53443526],1
d5,1,0.0,112.054104,[60 63] ; [537  67],[101.00550206  21.99449794] ; [495.99449794 108.00550206],1
d2,1,0.0,42.927102,[27 97] ; [326 277],[60.2090784 63.7909216] ; [292.7909216 310.2090784],1
a4,1,0.0,29.597251,[30 93] ; [309 294],[57.4338843 65.5661157] ; [281.5661157 321.4338843],1
a5,1,0.0,29.330806,[69 55] ; [476 128],[92.82967033 31.17032967] ; [452.17032967 151.82967033],1
a3,1,0.0,26.988838,[67 56] ; [464 137],[90.21132597 32.78867403] ; [440.78867403 160.21132597],1
u1,1,2e-06,22.370955,[  4 120] ; [128 476],[ 22.48351648 101.51648352] ; [109.51648352 494.48351648],1
a2,1,0.000124,14.737399,[ 14 110] ; [167 437],[30.82967033 93.17032967] ; [150.17032967 453.82967033],1
r1,1,0.000184,13.990571,[85 37] ; [506  96],[99.58839779 22.41160221] ; [491.41160221 110.58839779],1
r3,1,0.000387,12.593567,[112  12] ; [585  17],[119.04683196   4.95316804] ; [577.95316804  24.04683196],1
s2,1,0.003724,8.413639,[51 71] ; [337 263],[65.56232687 56.43767313] ; [322.43767313 277.56232687],0
p1,1,0.00416,8.21261,[ 20 103] ; [ 48 553],[ 11.55248619 111.44751381] ; [ 56.44751381 544.55248619],0
u2,1,0.006643,7.366998,[23 34] ; [85 53],[31.56923077 25.43076923] ; [76.43076923 61.56923077],0
r4,1,0.006706,7.349974,[109  15] ; [571  33],[115.82417582   8.17582418] ; [564.17582418  39.82417582],0
p4,1,0.013287,6.130542,[64 60] ; [381 219],[76.21546961 47.78453039] ; [368.78453039 231.21546961],0
s5,1,0.020209,5.393708,[32 87] ; [220 357],[43.0862069 75.9137931] ; [208.9137931 368.0862069],0
s8,1,0.0212,5.310275,[47 77] ; [296 305],[58.66482759 65.33517241] ; [284.33517241 316.66482759],0
v2,1,0.021538,5.282751,[57 60] ; [348 230],[68.17985612 48.82014388] ; [336.82014388 241.17985612],0
p2,1,0.022471,5.208955,[98 25] ; [524  75],[105.96398892  17.03601108] ; [516.03601108  82.96398892],0
b3,1,0.03495,4.447614,[20 51] ; [152 214],[27.94508009 43.05491991] ; [144.05491991 221.94508009],0
b2,1,0.03495,4.447614,[20 51] ; [152 214],[27.94508009 43.05491991] ; [144.05491991 221.94508009],0
