Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.1e-05,19.360805,[26 30] ; [85 21],[38.37037037 17.62962963] ; [72.62962963 33.37037037],1
u4,1,0.486581,0.484078,[ 1 55] ; [  4 102],[ 1.72839506 54.27160494] ; [  3.27160494 102.72839506],0
n1,1,0.493236,0.469459,[15 14] ; [16 21],[13.62121212 15.37878788] ; [17.37878788 19.62121212],0
p8,1,0.503023,0.448553,[10 45] ; [15 91],[ 8.54037267 46.45962733] ; [16.45962733 89.54037267],0
u2,1,0.515016,0.423862,[11 10] ; [17 22],[ 9.8 11.2] ; [18.2 20.8],0
v1,1,0.538151,0.378977,[16 40] ; [34 68],[17.72151899 38.27848101] ; [32.27848101 69.72151899],0
a8,1,0.582692,0.301903,[ 6 50] ; [ 8 91],[ 5.05806452 50.94193548] ; [ 8.94193548 90.05806452],0
n3,1,0.583184,0.301115,[16 12] ; [23 13],[17.0625 10.9375] ; [21.9375 14.0625],0
b2,1,0.64818,0.208203,[12 24] ; [25 41],[13.05882353 22.94117647] ; [23.94117647 42.05882353],0
b3,1,0.64818,0.208203,[12 24] ; [25 41],[13.05882353 22.94117647] ; [23.94117647 42.05882353],0
a2,1,0.659541,0.194082,[10 46] ; [22 84],[11.0617284 44.9382716] ; [20.9382716 85.0617284],0
a4,1,0.687428,0.161884,[25 31] ; [43 61],[23.8 32.2] ; [44.2 59.8],0
u3,1,0.859719,0.031234,[10 11] ; [20 20],[10.32786885 10.67213115] ; [19.67213115 20.32786885],0
p7,1,0.878606,0.023328,[12 42] ; [24 79],[12.38216561 41.61783439] ; [23.61783439 79.38216561],0
a3,1,0.922702,0.009415,[35 20] ; [66 39],[34.71875 20.28125] ; [66.28125 38.71875],0
p1,1,0.925545,0.008733,[ 4 52] ; [ 8 98],[ 4.14814815 51.85185185] ; [ 7.85185185 98.14814815],0
s3,1,0.952585,0.003536,[23 32] ; [44 60],[23.17610063 31.82389937] ; [43.82389937 60.17610063],0
a5,1,0.976493,0.000868,[35 21] ; [66 40],[34.91358025 21.08641975] ; [66.08641975 39.91358025],0
