Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.1e-05,19.360805,[26 30] ; [85 21],[38.37037037 17.62962963] ; [72.62962963 33.37037037],1
p11,1,1.6e-05,18.579544,[16 40] ; [68 38],[29.03703704 26.96296296] ; [54.96296296 51.03703704],1
r3,1,5.9e-05,16.142857,[33 23] ; [92 14],[43.20987654 12.79012346] ; [81.79012346 24.20987654],1
s6,1,8.2e-05,15.512438,[12 43] ; [57 48],[23.71875 31.28125] ; [45.28125 59.71875],1
v4,1,0.00012,14.790041,[33 23] ; [91 15],[42.86419753 13.13580247] ; [81.13580247 24.86419753],1
n5,1,0.002285,9.305187,[26 29] ; [76 30],[34.8447205 20.1552795] ; [67.1552795 38.8447205],0
s8,1,0.002294,9.298004,[ 7 49] ; [37 69],[15.20987654 40.79012346] ; [28.79012346 77.20987654],0
n4,1,0.003136,8.726848,[27 29] ; [76 30],[35.60493827 20.39506173] ; [67.39506173 38.60493827],0
p10,1,0.004947,7.898662,[20 34] ; [63 41],[28.36708861 25.63291139] ; [54.63291139 49.36708861],0
u1,1,0.006875,7.305368,[ 2 54] ; [20 86],[ 7.60493827 48.39506173] ; [14.39506173 91.60493827],0
s4,1,0.008142,7.001958,[ 4 52] ; [25 79],[10.15 45.85] ; [18.85 85.15],0
s5,1,0.030715,4.66881,[ 5 48] ; [24 77],[ 9.98051948 43.01948052] ; [19.01948052 81.98051948],0
b5,1,0.031573,4.621519,[25 31] ; [66 40],[31.45679012 24.54320988] ; [59.54320988 46.45679012],0
p3,1,0.03417,4.486187,[ 8 48] ; [31 75],[13.48148148 42.51851852] ; [25.51851852 80.48148148],0
r2,1,0.049236,3.867275,[42 13] ; [91 12],[46.29746835  8.70253165] ; [86.70253165 16.29746835],0
a1,1,0.054741,3.689954,[ 9 47] ; [ 7 99],[ 5.5308642 50.4691358] ; [10.4691358 95.5308642],0
d4,1,0.063898,3.433197,[35 20] ; [82 24],[39.9689441 15.0310559] ; [77.0310559 28.9689441],0
d1,1,0.080973,3.045263,[21 35] ; [55 51],[26.27160494 29.72839506] ; [49.72839506 56.27160494],0
s7,1,0.103585,2.649457,[11 39] ; [35 65],[15.33333333 34.66666667] ; [30.66666667 69.33333333],0
p4,1,0.105163,2.625445,[ 9 46] ; [29 75],[13.14465409 41.85534591] ; [24.85534591 79.14465409],0
p9,1,0.122911,2.379832,[24 30] ; [58 43],[28.56774194 25.43225806] ; [53.43225806 47.56774194],0
n2,1,0.140814,2.169038,[17 13] ; [28 10],[19.85294118 10.14705882] ; [25.14705882 12.85294118],0
v2,1,0.178465,1.810362,[17 34] ; [46 57],[20.86363636 30.13636364] ; [42.13636364 60.86363636],0
b4,1,0.211222,1.563032,[27 29] ; [62 44],[30.7654321 25.2345679] ; [58.2345679 47.7654321],0
p5,1,0.251853,1.312998,[ 1 53] ; [ 6 97],[ 2.40764331 51.59235669] ; [ 4.59235669 98.40764331],0
p12,1,0.256899,1.285389,[ 1 54] ; [  6 100],[ 2.39130435 52.60869565] ; [  4.60869565 101.39130435],0
a7,1,0.28421,1.146847,[30 26] ; [66 40],[33.18518519 22.81481481] ; [62.81481481 43.18518519],0
a6,1,0.300752,1.070855,[28 27] ; [63 43],[31.08695652 23.91304348] ; [59.91304348 46.08695652],0
d5,1,0.306042,1.047682,[34 21] ; [74 32],[36.89440994 18.10559006] ; [71.10559006 34.89440994],0
d3,1,0.311994,1.022216,[26 29] ; [59 47],[29.03726708 25.96273292] ; [55.96273292 50.03726708],0
d2,1,0.325582,0.96639,[23 32] ; [52 52],[25.94339623 29.05660377] ; [49.05660377 54.94339623],0
r1,1,0.358769,0.842199,[34 22] ; [72 34],[36.64197531 19.35802469] ; [69.35802469 36.64197531],0
s1,1,0.369271,0.806116,[ 6 50] ; [ 7 98],[ 4.52173913 51.47826087] ; [ 8.47826087 96.52173913],0
s2,1,0.432341,0.616526,[17 39] ; [38 66],[19.25 36.75] ; [35.75 68.25],0
b1,1,0.438297,0.600737,[30 26] ; [50 56],[27.65432099 28.34567901] ; [52.34567901 53.65432099],0
v3,1,0.443617,0.586908,[15 37] ; [35 65],[17.10526316 34.89473684] ; [32.89473684 67.10526316],0
