Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,65.869322,[181  74] ; [ 97 175],[134.51612903 120.48387097] ; [143.48387097 128.51612903],1
v3,1,0.0,34.484489,[126 127] ; [ 70 208],[ 93.38606403 159.61393597] ; [102.61393597 175.38606403],1
p2,1,6e-06,20.642263,[224  38] ; [197  88],[201.64899452  60.35100548] ; [219.35100548  65.64899452],1
p4,1,2e-05,18.171569,[161 103] ; [121 162],[136.1023766 127.8976234] ; [145.8976234 137.1023766],1
p9,1,2e-05,18.169923,[221  41] ; [194  88],[199.87132353  62.12867647] ; [215.12867647  66.87132353],1
s6,1,2.9e-05,17.472679,[155 109] ; [116 168],[130.55474453 133.44525547] ; [140.44525547 143.55474453],1
p10,1,9.8e-05,15.171481,[208  53] ; [183 100],[187.59375  73.40625] ; [203.40625  79.59375],1
p6,1,0.000146,14.426598,[ 94 164] ; [ 61 221],[ 74.05555556 183.94444444] ; [ 80.94444444 201.05555556],1
p3,1,0.000159,14.262253,[128 134] ; [ 94 191],[106.33272395 155.66727605] ; [115.66727605 169.33272395],1
n5,1,0.000188,13.949097,[208  55] ; [183 100],[188.33882784  74.66117216] ; [202.66117216  80.33882784],1
r1,1,0.00026,13.337607,[215  48] ; [195  91],[196.41165756  66.58834244] ; [213.58834244  72.41165756],1
p11,1,0.000396,12.551407,[214  51] ; [193  93],[195.74410163  69.25589837] ; [211.25589837  74.74410163],1
p7,1,0.003573,8.488976,[162  93] ; [144 138],[145.30726257 109.69273743] ; [160.69273743 121.30726257],0
v4,1,0.003674,8.43808,[248  15] ; [248  37],[238.04379562  24.95620438] ; [257.95620438  27.04379562],0
r2,1,0.00427,8.165066,[245  16] ; [244  38],[235.0441989  25.9558011] ; [253.9558011  28.0441989],0
r3,1,0.005507,7.705044,[248  15] ; [250  36],[238.56830601  24.43169399] ; [259.43169399  26.56830601],0
a5,1,0.006012,7.546816,[194  71] ; [178 108],[178.91107078  86.08892922] ; [193.08892922  92.91107078],0
s7,1,0.0069,7.29888,[106 144] ; [ 84 187],[ 91.17082534 158.82917466] ; [ 98.82917466 172.17082534],0
