Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.001942,9.603175,[ 4 10] ; [17  4],[8.4 5.6] ; [12.6  8.4],0
p11,1,0.049436,3.860482,[ 3 11] ; [12 10],[5.83333333 8.16666667] ; [ 9.16666667 12.83333333],0
p7,1,0.107093,2.596603,[8 6] ; [18  4],[10.11111111  3.88888889] ; [15.88888889  6.11111111],0
b1,1,0.17146,1.87013,[5 9] ; [13  9],[7. 7.] ; [11. 11.],0
p5,1,0.302629,1.062574,[ 2 12] ; [ 1 21],[ 1.16666667 12.83333333] ; [ 1.83333333 20.16666667],0
