Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.001296,10.347559,[ 7 16] ; [25  9],[12.9122807 10.0877193] ; [19.0877193 14.9122807],0
u3,1,0.0109,6.481481,[8 1] ; [4 8],[5.14285714 3.85714286] ; [6.85714286 5.14285714],0
p6,1,0.066535,3.366504,[ 2 21] ; [ 9 22],[ 4.68518519 18.31481481] ; [ 6.31481481 24.68518519],0
r3,1,0.088437,2.902587,[17  6] ; [30  3],[19.30357143  3.69642857] ; [27.69642857  5.30357143],0
d1,1,0.092963,2.822302,[ 7 16] ; [18 16],[10.0877193 12.9122807] ; [14.9122807 19.0877193],0
d3,1,0.097433,2.747067,[12 11] ; [25  9],[14.92982456  8.07017544] ; [22.07017544 11.92982456],0
b4,1,0.111923,2.526854,[13 10] ; [26  8],[15.73684211  7.26315789] ; [23.26315789 10.73684211],0
p4,1,0.116825,2.459376,[ 7 16] ; [17 16],[ 9.85714286 13.14285714] ; [14.14285714 18.85714286],0
v1,1,0.135479,2.228576,[10 13] ; [21 12],[12.73214286 10.26785714] ; [18.26785714 14.73214286],0
p5,1,0.142962,2.145786,[ 3 20] ; [ 1 33],[ 1.61403509 21.38596491] ; [ 2.38596491 31.61403509],0
b1,1,0.144545,2.128891,[14  9] ; [14 20],[11.29824561 11.70175439] ; [16.70175439 17.29824561],0
d4,1,0.158122,1.992095,[15  8] ; [27  6],[17.25  5.75] ; [24.75  8.25],0
v4,1,0.168435,1.896814,[18  5] ; [31  3],[19.77192982  3.22807018] ; [29.22807018  4.77192982],0
p8,1,0.179211,1.804154,[ 6 17] ; [14 18],[ 8.36363636 14.63636364] ; [11.63636364 20.36363636],0
b5,1,0.181438,1.785806,[13 10] ; [25  9],[15.33333333  7.66666667] ; [22.66666667 11.33333333],0
a7,1,0.207638,1.58782,[13 10] ; [24  9],[15.19642857  7.80357143] ; [21.80357143 11.19642857],0
p11,1,0.214547,1.540475,[ 9 14] ; [19 15],[11.29824561 11.70175439] ; [16.70175439 17.29824561],0
s7,1,0.327781,0.957646,[ 7 14] ; [15 17],[ 8.71698113 12.28301887] ; [13.28301887 18.71698113],0
r2,1,0.339816,0.911125,[21  2] ; [33  1],[21.78947368  1.21052632] ; [32.21052632  1.78947368],0
a1,1,0.34843,0.879166,[ 3 20] ; [ 2 32],[ 2.01754386 20.98245614] ; [ 2.98245614 31.01754386],0
s1,1,0.3543,0.857998,[ 2 21] ; [ 1 32],[ 1.23214286 21.76785714] ; [ 1.76785714 31.23214286],0
s4,1,0.355492,0.853755,[ 4 19] ; [ 3 30],[ 2.875 20.125] ; [ 4.125 28.875],0
s8,1,0.361906,0.831269,[ 7 16] ; [14 19],[ 8.625 14.375] ; [12.375 20.625],0
n1,1,0.37472,0.787953,[2 1] ; [5 8],[1.3125 1.6875] ; [5.6875 7.3125],0
u2,1,0.390733,0.73666,[4 5] ; [7 4],[4.95 4.05] ; [6.05 4.95],0
p9,1,0.481486,0.495495,[ 6 16] ; [12 21],[ 7.2 14.8] ; [10.8 22.2],0
p3,1,0.500969,0.452883,[ 8 15] ; [ 9 25],[ 6.85964912 16.14035088] ; [10.14035088 23.85964912],0
p7,1,0.50311,0.44837,[ 8 15] ; [14 18],[ 9.2 13.8] ; [12.8 19.2],0
b3,1,0.529249,0.395833,[ 3 15] ; [ 5 15],[ 3.78947368 14.21052632] ; [ 4.21052632 15.78947368],0
b2,1,0.529249,0.395833,[ 3 15] ; [ 5 15],[ 3.78947368 14.21052632] ; [ 4.21052632 15.78947368],0
d5,1,0.561347,0.337377,[16  7] ; [26  8],[16.94736842  6.05263158] ; [25.05263158  8.94736842],0
r1,1,0.561347,0.337377,[16  7] ; [26  8],[16.94736842  6.05263158] ; [25.05263158  8.94736842],0
s3,1,0.610063,0.260084,[11 12] ; [17 14],[11.92592593 11.07407407] ; [16.07407407 14.92592593],0
a4,1,0.619644,0.246368,[11 12] ; [14 20],[10.0877193 12.9122807] ; [14.9122807 19.0877193],0
a5,1,0.626632,0.236656,[15  8] ; [20 14],[14.12280702  8.87719298] ; [20.87719298 13.12280702],0
n4,1,0.627389,0.235618,[17  6] ; [27  7],[17.75438596  5.24561404] ; [26.24561404  7.75438596],0
a6,1,0.702601,0.14578,[16  7] ; [22 12],[15.33333333  7.66666667] ; [22.66666667 11.33333333],0
a8,1,0.725882,0.122927,[ 3 19] ; [ 5 24],[ 3.45098039 18.54901961] ; [ 4.54901961 24.45098039],0
s5,1,0.729576,0.119501,[ 5 18] ; [ 8 23],[ 5.53703704 17.46296296] ; [ 7.46296296 23.53703704],0
n6,1,0.743841,0.106779,[16  7] ; [25  9],[16.54385965  6.45614035] ; [24.45614035  9.54385965],0
a3,1,0.768319,0.086774,[14  9] ; [22 12],[14.52631579  8.47368421] ; [21.47368421 12.52631579],0
p1,1,0.799078,0.064791,[ 1 22] ; [ 2 32],[ 1.21052632 21.78947368] ; [ 1.78947368 32.21052632],0
s6,1,0.805306,0.060755,[14  9] ; [19 14],[13.55357143  9.44642857] ; [19.44642857 13.55357143],0
n5,1,0.862902,0.029819,[13 10] ; [20 14],[13.31578947  9.68421053] ; [19.68421053 14.31578947],0
u1,1,0.885255,0.020826,[ 3 20] ; [ 4 30],[ 2.8245614 20.1754386] ; [ 4.1754386 29.8245614],0
n2,1,0.888153,0.01978,[3 1] ; [10  4],[2.88888889 1.11111111] ; [10.11111111  3.88888889],0
s2,1,0.91114,0.012455,[ 9 14] ; [13 19],[ 9.2 13.8] ; [12.8 19.2],0
r4,1,0.916722,0.010934,[18  5] ; [27  7],[18.15789474  4.84210526] ; [26.84210526  7.15789474],0
d2,1,0.961289,0.002356,[11 12] ; [16 17],[11.08928571 11.91071429] ; [15.91071429 17.08928571],0
a2,1,0.974258,0.001041,[ 6 17] ; [ 9 25],[ 6.05263158 16.94736842] ; [ 8.94736842 25.05263158],0
