Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,2.7e-05,17.609756,[30 11] ; [11 30],[20.5 20.5] ; [20.5 20.5],1
v3,1,0.002252,9.331987,[20 21] ; [ 7 34],[13.5 27.5] ; [13.5 27.5],0
b4,1,0.00305,8.777105,[29 13] ; [15 26],[22.26506024 19.73493976] ; [21.73493976 19.26506024],0
p5,1,0.021692,5.27029,[11 31] ; [ 3 38],[ 7.08433735 34.91566265] ; [ 6.91566265 34.08433735],0
b5,1,0.042094,4.131409,[24 18] ; [32  9],[28.3373494 13.6626506] ; [27.6626506 13.3373494],0
n3,1,0.046547,3.961685,[10  1] ; [7 6],[7.79166667 3.20833333] ; [9.20833333 3.79166667],0
p10,1,0.080646,3.051843,[33  9] ; [25 16],[29.34939759 12.65060241] ; [28.65060241 12.34939759],0
p12,1,0.095932,2.771904,[ 5 37] ; [ 1 40],[ 3.03614458 38.96385542] ; [ 2.96385542 38.03614458],0
p11,1,0.171875,1.866512,[35  7] ; [29 12],[32.38554217  9.61445783] ; [31.61445783  9.38554217],0
d4,1,0.19557,1.675151,[33  9] ; [27 14],[30.36144578 11.63855422] ; [29.63855422 11.36144578],0
n6,1,0.205859,1.600312,[33  8] ; [28 13],[30.5 10.5] ; [30.5 10.5],0
n2,1,0.236958,1.398601,[7 4] ; [11  2],[8.25 2.75] ; [9.75 3.25],0
d5,1,0.271296,1.210181,[31 11] ; [25 15],[28.68292683 13.31707317] ; [27.31707317 12.68292683],0
n5,1,0.276351,1.184949,[34  8] ; [29 12],[31.87951807 10.12048193] ; [31.12048193  9.87951807],0
p2,1,0.31051,1.028505,[38  4] ; [34  7],[36.43373494  5.56626506] ; [35.56626506  5.43373494],0
r3,1,0.329265,0.951786,[39  3] ; [39  1],[39.95121951  2.04878049] ; [38.04878049  1.95121951],0
a4,1,0.38336,0.759898,[ 7 35] ; [10 31],[ 8.60240964 33.39759036] ; [ 8.39759036 32.60240964],0
d2,1,0.398867,0.711739,[ 8 34] ; [11 30],[ 9.61445783 32.38554217] ; [ 9.38554217 31.61445783],0
p9,1,0.411423,0.674686,[33  9] ; [29 12],[31.37349398 10.62650602] ; [30.62650602 10.37349398],0
s8,1,0.414969,0.664519,[18 24] ; [14 27],[16.19277108 25.80722892] ; [15.80722892 25.19277108],0
p4,1,0.435887,0.607088,[30 12] ; [26 15],[28.3373494 13.6626506] ; [27.6626506 13.3373494],0
u3,1,0.436851,0.604541,[ 9 11] ; [12  9],[10.24390244  9.75609756] ; [10.75609756 10.24390244],0
u2,1,0.443986,0.585958,[11  9] ; [14  7],[12.19512195  7.80487805] ; [12.80487805  8.19512195],0
s4,1,0.469046,0.524223,[ 7 35] ; [ 9 30],[ 8.2962963 33.7037037] ; [ 7.7037037 31.2962963],0
p7,1,0.473658,0.51343,[37  5] ; [33  7],[35.85365854  6.14634146] ; [34.14634146  5.85365854],0
r4,1,0.474571,0.511314,[38  4] ; [35  6],[36.93975904  5.06024096] ; [36.06024096  4.93975904],0
r2,1,0.478904,0.501358,[37  5] ; [38  3],[37.95180723  4.04819277] ; [37.04819277  3.95180723],0
a8,1,0.486278,0.484751,[ 6 34] ; [ 8 30],[ 7.17948718 32.82051282] ; [ 6.82051282 31.17948718],0
p1,1,0.562486,0.335418,[ 7 35] ; [ 5 36],[ 6.07228916 35.92771084] ; [ 5.92771084 35.07228916],0
a1,1,0.570808,0.321332,[ 2 40] ; [ 1 40],[ 1.51807229 40.48192771] ; [ 1.48192771 39.51807229],0
u1,1,0.570808,0.321332,[ 2 40] ; [ 1 40],[ 1.51807229 40.48192771] ; [ 1.48192771 39.51807229],0
s6,1,0.583651,0.300369,[28 13] ; [25 15],[26.82716049 14.17283951] ; [26.17283951 13.82716049],0
n4,1,0.584048,0.299736,[30 12] ; [27 14],[28.84337349 13.15662651] ; [28.15662651 12.84337349],0
a6,1,0.585582,0.297297,[23 19] ; [20 21],[21.75903614 20.24096386] ; [21.24096386 19.75903614],0
d3,1,0.606264,0.265651,[25 17] ; [21 18],[23.85185185 18.14814815] ; [22.14814815 16.85185185],0
b3,1,0.644634,0.212732,[ 9 16] ; [11 15],[ 9.80392157 15.19607843] ; [10.19607843 15.80392157],0
b2,1,0.644634,0.212732,[ 9 16] ; [11 15],[ 9.80392157 15.19607843] ; [10.19607843 15.80392157],0
s7,1,0.731283,0.117937,[18 20] ; [20 19],[18.75324675 19.24675325] ; [19.24675325 19.75324675],0
s2,1,0.742898,0.107596,[20 22] ; [21 20],[20.74698795 21.25301205] ; [20.25301205 20.74698795],0
s5,1,0.749128,0.102265,[11 29] ; [12 27],[11.64556962 28.35443038] ; [11.35443038 27.64556962],0
b1,1,0.753917,0.098269,[16 26] ; [17 24],[16.69879518 25.30120482] ; [16.30120482 24.69879518],0
d1,1,0.754108,0.098111,[11 31] ; [12 29],[11.63855422 30.36144578] ; [11.36144578 29.63855422],0
r1,1,0.756155,0.096431,[29 13] ; [27 14],[28.3373494 13.6626506] ; [27.6626506 13.3373494],0
a3,1,0.829296,0.046485,[22 20] ; [20 20],[21.51219512 20.48780488] ; [20.48780488 19.51219512],0
p3,1,0.911535,0.012344,[21 21] ; [20 21],[20.74698795 21.25301205] ; [20.25301205 20.74698795],0
s3,1,0.919651,0.010176,[23 19] ; [22 19],[22.77108434 19.22891566] ; [22.22891566 18.77108434],0
a7,1,0.935628,0.006523,[27 14] ; [26 14],[26.82716049 14.17283951] ; [26.17283951 13.82716049],0
p8,1,0.937571,0.006135,[28 14] ; [27 14],[27.8313253 14.1686747] ; [27.1686747 13.8313253],0
n1,1,0.972671,0.001174,[6 5] ; [7 6],[5.95833333 5.04166667] ; [7.04166667 5.95833333],0
v4,1,0.980294,0.00061,[40  2] ; [39  2],[39.97590361  2.02409639] ; [39.02409639  1.97590361],0
s1,1,0.986238,0.000298,[ 1 41] ; [ 1 40],[ 1.01204819 40.98795181] ; [ 0.98795181 40.01204819],0
