Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,38.239914,[23  4] ; [13 59],[ 9.81818182 17.18181818] ; [26.18181818 45.81818182],1
s7,1,1.3e-05,19.079481,[15 10] ; [10 58],[ 6.72043011 18.27956989] ; [18.27956989 49.72043011],1
s6,1,8.4e-05,15.461469,[18  9] ; [18 56],[ 9.62376238 17.37623762] ; [26.37623762 47.62376238],1
s8,1,0.000152,14.343229,[10 17] ; [ 5 69],[ 4.00990099 22.99009901] ; [10.99009901 63.00990099],1
p2,1,0.002062,9.493914,[21  6] ; [31 41],[14.18181818 12.81818182] ; [37.81818182 34.18181818],0
u3,1,0.004161,8.212352,[5 2] ; [ 6 27],[1.925 5.075] ; [ 9.075 23.925],0
r3,1,0.010239,6.592829,[19  7] ; [31 40],[13.40206186 12.59793814] ; [36.59793814 34.40206186],0
p3,1,0.010626,6.526899,[10 17] ; [10 62],[ 5.45454545 21.54545455] ; [14.54545455 57.45454545],0
p9,1,0.012066,6.301206,[20  7] ; [32 38],[14.4742268 12.5257732] ; [37.5257732 32.4742268],0
p4,1,0.015455,5.863891,[11 16] ; [13 61],[ 6.41584158 20.58415842] ; [17.58415842 56.41584158],0
p6,1,0.022692,5.19196,[ 7 20] ; [ 6 65],[ 3.58163265 23.41836735] ; [ 9.41836735 61.58163265],0
p10,1,0.038463,4.284427,[17 10] ; [29 44],[12.42 14.58] ; [33.58 39.42],0
d1,1,0.040516,4.196162,[16 11] ; [27 47],[11.4950495 15.5049505] ; [31.5049505 42.4950495],0
v2,1,0.043779,4.065055,[14 12] ; [22 48],[ 9.75 16.25] ; [26.25 43.75],0
p7,1,0.045004,4.018506,[11 16] ; [15 57],[ 7.09090909 19.90909091] ; [18.90909091 53.09090909],0
n6,1,0.049051,3.873624,[18  7] ; [36 37],[13.7755102 11.2244898] ; [40.2244898 32.7755102],0
p11,1,0.085282,2.961246,[15 12] ; [27 47],[11.22772277 15.77227723] ; [30.77227723 43.22772277],0
s1,1,0.088144,2.907955,[ 3 24] ; [ 2 71],[ 1.35 25.65] ; [ 3.65 69.35],0
d5,1,0.112778,2.514857,[21  6] ; [45 29],[17.64356436  9.35643564] ; [48.35643564 25.64356436],0
a3,1,0.118563,2.436206,[20  7] ; [41 31],[16.63636364 10.36363636] ; [44.36363636 27.63636364],0
b3,1,0.121517,2.397656,[ 4 13] ; [19 23],[ 6.62711864 10.37288136] ; [16.37288136 25.62711864],0
b2,1,0.121517,2.397656,[ 4 13] ; [19 23],[ 6.62711864 10.37288136] ; [16.37288136 25.62711864],0
s5,1,0.140974,2.167297,[ 7 18] ; [11 63],[ 4.54545455 20.45454545] ; [13.45454545 60.54545455],0
s4,1,0.141877,2.157488,[ 6 21] ; [ 8 66],[ 3.74257426 23.25742574] ; [10.25742574 63.74257426],0
n4,1,0.163033,1.945868,[20  7] ; [43 30],[17.01  9.99] ; [45.99 27.01],0
b4,1,0.164025,1.936723,[13 14] ; [47 27],[16.03960396 10.96039604] ; [43.96039604 30.03960396],0
d3,1,0.182032,1.780952,[17 10] ; [35 38],[14.04 12.96] ; [37.96 35.04],0
v1,1,0.221551,1.494294,[11 14] ; [22 50],[ 8.50515464 16.49484536] ; [24.49484536 47.50515464],0
d4,1,0.248398,1.332292,[21  6] ; [48 25],[18.63  8.37] ; [50.37 22.63],0
u2,1,0.26424,1.246404,[1 5] ; [13 19],[2.21052632 3.78947368] ; [11.78947368 20.21052632],0
v4,1,0.266852,1.232858,[17  9] ; [38 34],[14.59183673 11.40816327] ; [40.40816327 31.59183673],0
p1,1,0.267205,1.23104,[ 1 26] ; [ 8 66],[ 2.40594059 24.59405941] ; [ 6.59405941 67.40594059],0
a5,1,0.299723,1.075428,[17 10] ; [38 36],[14.7029703 12.2970297] ; [40.2970297 33.7029703],0
n2,1,0.374392,0.789035,[8 5] ; [16 18],[6.63829787 6.36170213] ; [17.36170213 16.63829787],0
b5,1,0.409563,0.680068,[16 11] ; [37 37],[14.16831683 12.83168317] ; [38.83168317 35.16831683],0
n5,1,0.417579,0.657118,[18  8] ; [44 29],[16.28282828  9.71717172] ; [45.71717172 27.28282828],0
n1,1,0.421552,0.645984,[ 3 10] ; [12 22],[4.14893617 8.85106383] ; [10.85106383 23.14893617],0
d2,1,0.480396,0.497964,[13 14] ; [29 43],[11.45454545 15.54545455] ; [30.54545455 41.45454545],0
a7,1,0.484384,0.488977,[11 16] ; [35 37],[12.54545455 14.45454545] ; [33.45454545 38.54545455],0
a2,1,0.497238,0.460827,[ 2 25] ; [ 9 65],[ 2.94059406 24.05940594] ; [ 8.05940594 65.94059406],0
n3,1,0.538869,0.37764,[8 5] ; [17 16],[7.06521739 5.93478261] ; [17.93478261 15.06521739],0
r2,1,0.561771,0.336647,[15  9] ; [39 31],[13.78723404 10.21276596] ; [40.21276596 29.78723404],0
v3,1,0.564363,0.332206,[ 7 20] ; [15 58],[ 5.94 21.06] ; [16.06 56.94],0
a6,1,0.77568,0.081198,[14 13] ; [36 38],[13.36633663 13.63366337] ; [36.63366337 37.36633663],0
r1,1,0.856996,0.032472,[ 8 19] ; [23 50],[ 8.37 18.63] ; [22.63 50.37],0
a1,1,0.885124,0.020873,[ 3 24] ; [ 9 65],[ 3.20792079 23.79207921] ; [ 8.79207921 65.20792079],0
b1,1,0.893325,0.017982,[15 12] ; [40 34],[14.7029703 12.2970297] ; [40.2970297 33.7029703],0
a4,1,0.903965,0.014557,[10 17] ; [28 45],[10.26 16.74] ; [27.74 45.26],0
