Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.2e-05,19.238104,[23  5] ; [20 42],[13.37777778 14.62222222] ; [29.62222222 32.37777778],1
s7,1,0.00013,14.640037,[16 12] ; [10 49],[ 8.36781609 19.63218391] ; [17.63218391 41.36781609],1
s6,1,0.000937,10.94891,[19  9] ; [19 43],[11.82222222 16.17777778] ; [26.17777778 35.82222222],1
v1,1,0.010883,6.484336,[16 12] ; [18 44],[10.57777778 17.42222222] ; [23.42222222 38.57777778],0
s8,1,0.011942,6.319444,[13 15] ; [13 50],[ 8. 20.] ; [18. 45.],0
v3,1,0.013711,6.074995,[10 18] ; [ 8 53],[ 5.66292135 22.33707865] ; [12.33707865 48.66292135],0
p7,1,0.02435,5.069536,[18 10] ; [24 38],[13.06666667 14.93333333] ; [28.93333333 33.06666667],0
a3,1,0.025341,5.000417,[17 11] ; [22 40],[12.13333333 15.86666667] ; [26.86666667 35.13333333],0
p4,1,0.05438,3.700987,[14 14] ; [18 44],[ 9.95555556 18.04444444] ; [22.04444444 39.95555556],0
d4,1,0.05484,3.686935,[15 13] ; [20 42],[10.88888889 17.11111111] ; [24.11111111 37.88888889],0
v2,1,0.086778,2.933142,[10 16] ; [12 46],[ 6.80952381 19.19047619] ; [15.19047619 42.80952381],0
s5,1,0.123602,2.371072,[ 8 20] ; [ 9 52],[ 5.34831461 22.65168539] ; [11.65168539 49.34831461],0
p8,1,0.131475,2.275,[14 14] ; [21 42],[10.76923077 17.23076923] ; [24.23076923 38.76923077],0
p10,1,0.141721,2.159171,[18 10] ; [29 32],[14.78651685 13.21348315] ; [32.21348315 28.78651685],0
u2,1,0.144456,2.12984,[7 4] ; [16 25],[4.86538462 6.13461538] ; [18.13461538 22.86538462],0
d3,1,0.160459,1.969897,[ 8 20] ; [10 53],[ 5.53846154 22.46153846] ; [12.46153846 50.53846154],0
b4,1,0.160955,1.965231,[12 16] ; [37 26],[15.07692308 12.92307692] ; [33.92307692 29.07692308],0
p2,1,0.196067,1.671429,[20  8] ; [36 27],[17.23076923 10.76923077] ; [38.76923077 24.23076923],0
