Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1.2e-05,19.238104,[23  5] ; [20 42],[13.37777778 14.62222222] ; [29.62222222 32.37777778],1
n3,1,0.197213,1.662896,[2 4] ; [15  9],[3.4 2.6] ; [13.6 10.4],0
r3,1,0.277717,1.178229,[23  5] ; [45 18],[20.92307692  7.07692308] ; [47.07692308 15.92307692],0
d2,1,0.277717,1.178229,[ 5 23] ; [18 45],[ 7.07692308 20.92307692] ; [15.92307692 47.07692308],0
s1,1,0.300902,1.070194,[ 3 25] ; [ 3 59],[ 1.86666667 26.13333333] ; [ 4.13333333 57.86666667],0
b3,1,0.304294,1.055282,[ 7 17] ; [16 22],[ 8.90322581 15.09677419] ; [14.09677419 23.90322581],0
b2,1,0.304294,1.055282,[ 7 17] ; [16 22],[ 8.90322581 15.09677419] ; [14.09677419 23.90322581],0
a5,1,0.305583,1.04967,[12 16] ; [20 43],[ 9.84615385 18.15384615] ; [22.15384615 40.84615385],0
a8,1,0.307935,1.039512,[ 4 21] ; [ 5 54],[ 2.67857143 22.32142857] ; [ 6.32142857 52.67857143],0
a4,1,0.308551,1.036866,[ 3 25] ; [12 50],[ 4.66666667 23.33333333] ; [10.33333333 51.66666667],0
p3,1,0.311362,1.024889,[11 17] ; [18 45],[ 8.92307692 19.07692308] ; [20.07692308 42.92307692],0
a6,1,0.435742,0.60747,[10 18] ; [28 35],[11.69230769 16.30769231] ; [26.30769231 36.69230769],0
p5,1,0.439537,0.597492,[ 3 24] ; [ 4 59],[ 2.1 24.9] ; [ 4.9 58.1],0
n2,1,0.4829,0.492308,[3 3] ; [17  9],[3.75 2.25] ; [16.25  9.75],0
n1,1,0.488593,0.479623,[1 5] ; [ 8 18],[1.6875 4.3125] ; [ 7.3125 18.6875],0
u3,1,0.489194,0.478299,[5 6] ; [14 27],[4.01923077 6.98076923] ; [14.98076923 26.01923077],0
s4,1,0.516291,0.421296,[ 5 23] ; [ 8 55],[ 4. 24.] ; [ 9. 54.],0
u1,1,0.551282,0.355025,[ 1 27] ; [ 1 62],[ 0.61538462 27.38461538] ; [ 1.38461538 61.61538462],0
r2,1,0.561847,0.336516,[19  8] ; [48 15],[20.1  6.9] ; [46.9 16.1],0
p6,1,0.565685,0.329956,[ 6 22] ; [10 51],[ 5.03370787 22.96629213] ; [10.96629213 50.03370787],0
p12,1,0.591473,0.288049,[ 1 27] ; [ 4 59],[ 1.53846154 26.46153846] ; [ 3.46153846 59.53846154],0
p9,1,0.611619,0.257825,[19  9] ; [38 23],[17.93258427 10.06741573] ; [39.06741573 21.93258427],0
r4,1,0.616917,0.250224,[18 10] ; [37 26],[16.92307692 11.07692308] ; [38.07692308 24.92307692],0
n5,1,0.633795,0.22695,[18 10] ; [43 19],[18.97777778  9.02222222] ; [42.02222222 19.97777778],0
p1,1,0.642119,0.215981,[ 3 25] ; [ 9 54],[ 3.69230769 24.30769231] ; [ 8.30769231 54.69230769],0
b1,1,0.700686,0.147759,[13 15] ; [32 31],[13.84615385 14.15384615] ; [31.15384615 31.84615385],0
r1,1,0.806663,0.059894,[15 13] ; [32 31],[14.46153846 13.53846154] ; [32.53846154 30.46153846],0
n4,1,0.828448,0.046956,[18 10] ; [39 24],[17.53846154 10.46153846] ; [39.46153846 23.53846154],0
p11,1,0.828448,0.046956,[18 10] ; [39 24],[17.53846154 10.46153846] ; [39.46153846 23.53846154],0
b5,1,0.833846,0.044004,[14 14] ; [30 33],[13.53846154 14.46153846] ; [30.46153846 32.53846154],0
v4,1,0.840419,0.040545,[21  6] ; [47 15],[20.62921348  6.37078652] ; [47.37078652 14.62921348],0
n6,1,0.847575,0.036946,[17 10] ; [41 22],[17.4  9.6] ; [40.6 22.4],0
a1,1,0.888025,0.019826,[ 2 26] ; [ 4 59],[ 1.84615385 26.15384615] ; [ 4.15384615 58.84615385],0
d1,1,0.92205,0.009575,[ 1 27] ; [ 2 61],[ 0.92307692 27.07692308] ; [ 2.07692308 60.92307692],0
