Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,37.858927,[ 8 83] ; [23 16],[21.7 69.3] ; [ 9.3 29.7],1
s2,1,2e-06,22.472016,[21 70] ; [26 13],[32.9 58.1] ; [14.1 24.9],1
p6,1,5.7e-05,16.213107,[ 9 79] ; [16 23],[17.32283465 70.67716535] ; [ 7.67716535 31.32283465],1
s6,1,7.8e-05,15.614629,[28 63] ; [26 12],[38.09302326 52.90697674] ; [15.90697674 22.09302326],1
a5,1,0.000654,11.616859,[38 53] ; [29 10],[46.9 44.1] ; [20.1 18.9],1
s3,1,0.0018,9.742562,[31 59] ; [25 14],[39.06976744 50.93023256] ; [16.93023256 22.06976744],0
s5,1,0.003466,8.544083,[12 76] ; [13 22],[17.88617886 70.11382114] ; [ 7.11382114 27.88617886],0
v3,1,0.004468,8.083055,[15 74] ; [15 22],[21.19047619 67.80952381] ; [ 8.80952381 28.19047619],0
n1,1,0.006502,7.405714,[ 8 22] ; [12  6],[12.5 17.5] ; [ 7.5 10.5],0
p4,1,0.008925,6.837846,[25 66] ; [20 19],[31.5 59.5] ; [13.5 25.5],0
a3,1,0.013378,6.118373,[51 39] ; [31  8],[57.20930233 32.79069767] ; [24.79069767 14.20930233],0
p3,1,0.014352,5.994356,[22 68] ; [18 21],[27.90697674 62.09302326] ; [12.09302326 26.90697674],0
r2,1,0.041706,4.147115,[64 25] ; [32  4],[68.352 20.648] ; [27.648  8.352],0
p11,1,0.043427,4.078715,[48 43] ; [28 11],[53.2 37.8] ; [22.8 16.2],0
d5,1,0.054619,3.69368,[56 34] ; [31  8],[60.69767442 29.30232558] ; [26.30232558 12.69767442],0
a2,1,0.062289,3.475355,[ 8 83] ; [ 8 31],[11.2 79.8] ; [ 4.8 34.2],0
a4,1,0.075051,3.168936,[29 61] ; [19 20],[33.48837209 56.51162791] ; [14.51162791 24.48837209],0
u3,1,0.079331,3.078558,[12 28] ; [5 3],[14.16666667 25.83333333] ; [2.83333333 5.16666667],0
u1,1,0.082899,3.007128,[ 4 87] ; [ 5 34],[ 6.3 84.7] ; [ 2.7 36.3],0
n3,1,0.084731,2.971727,[17 14] ; [15  4],[19.84 11.16] ; [12.16  6.84],0
p7,1,0.103801,2.646154,[26 64] ; [17 22],[30. 60.] ; [13. 26.],0
v1,1,0.105372,2.622293,[27 62] ; [16 19],[30.86290323 58.13709677] ; [12.13709677 22.86290323],0
p9,1,0.113669,2.502451,[59 29] ; [30  7],[62.656 25.344] ; [26.344 10.656],0
s4,1,0.167213,1.907757,[14 77] ; [10 29],[16.8 74.2] ; [ 7.2 31.8],0
b5,1,0.177535,1.818138,[54 37] ; [28 11],[57.4 33.6] ; [24.6 14.4],0
p2,1,0.180102,1.79678,[51 39] ; [27 12],[54.41860465 35.58139535] ; [23.58139535 15.41860465],0
v2,1,0.183347,1.770282,[26 61] ; [16 22],[29.232 57.768] ; [12.768 25.232],0
d2,1,0.199184,1.648347,[37 52] ; [21 18],[40.328125 48.671875] ; [17.671875 21.328125],0
p10,1,0.219643,1.506705,[49 40] ; [26 13],[52.1484375 36.8515625] ; [22.8515625 16.1484375],0
r4,1,0.22056,1.500722,[43 48] ; [23 16],[46.2 44.8] ; [19.8 19.2],0
r3,1,0.287188,1.132759,[66 24] ; [32  7],[68.37209302 21.62790698] ; [29.62790698  9.37209302],0
d4,1,0.287298,1.132241,[59 32] ; [29 10],[61.6 29.4] ; [26.4 12.6],0
d1,1,0.289898,1.120094,[33 58] ; [18 21],[35.7 55.3] ; [15.3 23.7],0
n4,1,0.341198,0.905923,[55 36] ; [27 12],[57.4 33.6] ; [24.6 14.4],0
b2,1,0.363875,0.824476,[18 31] ; [15 17],[19.96296296 29.03703704] ; [13.03703704 18.96296296],0
b3,1,0.363875,0.824476,[18 31] ; [15 17],[19.96296296 29.03703704] ; [13.03703704 18.96296296],0
n2,1,0.39169,0.733689,[21 10] ; [15  4],[22.32  8.68] ; [13.68  5.32],0
v4,1,0.403408,0.698145,[66 25] ; [31  8],[67.9 23.1] ; [29.1  9.9],0
a6,1,0.417943,0.656092,[49 42] ; [24 15],[51.1 39.9] ; [21.9 17.1],0
u2,1,0.454785,0.558699,[14 25] ; [4 4],[14.93617021 24.06382979] ; [3.06382979 4.93617021],0
a1,1,0.472607,0.515873,[ 8 83] ; [ 2 37],[ 7. 84.] ; [ 3. 36.],0
a8,1,0.472648,0.515779,[ 8 79] ; [ 5 32],[ 9.12096774 77.87903226] ; [ 3.87903226 33.12096774],0
s1,1,0.539564,0.376348,[ 1 89] ; [ 1 38],[ 1.39534884 88.60465116] ; [ 0.60465116 38.39534884],0
a7,1,0.767032,0.08777,[51 39] ; [21 18],[50.23255814 39.76744186] ; [21.76744186 17.23255814],0
p1,1,0.791411,0.069949,[ 8 83] ; [ 4 35],[ 8.4 82.6] ; [ 3.6 35.4],0
n6,1,0.806027,0.060297,[61 30] ; [27 12],[61.6 29.4] ; [26.4 12.6],0
b4,1,0.817306,0.053366,[51 40] ; [21 18],[50.4 40.6] ; [21.6 17.4],0
p5,1,0.842523,0.039468,[ 3 88] ; [ 1 37],[ 2.82170543 88.17829457] ; [ 1.17829457 36.82170543],0
b1,1,0.878181,0.023493,[43 48] ; [19 20],[43.4 47.6] ; [18.6 20.4],0
n5,1,0.936196,0.006408,[59 32] ; [25 14],[58.8 32.2] ; [25.2 13.8],0
d3,1,0.940197,0.005628,[45 44] ; [20 19],[45.1953125 43.8046875] ; [19.8046875 19.1953125],0
